id,org,lat,lon,begperiod,Sample,Radionuclide,Dt,ND,Unit
366,Fukushima Pref.,37.7838194444,141.1,2022/04/24,Monostroma nitidum Wittrock,Cs-137,,3.9,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/04/19,Monostroma nitidum Wittrock,Cs-134,,5.4,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/04/19,Monostroma nitidum Wittrock,Cs-137,,4.6,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/04/14,Monostroma nitidum Wittrock,Cs-134,,3.4,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/04/14,Monostroma nitidum Wittrock,Cs-137,,2.8,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/04/04,Monostroma nitidum Wittrock,Cs-134,,2.0,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/04/04,Monostroma nitidum Wittrock,Cs-137,,1.9,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/03/28,Monostroma nitidum Wittrock,Cs-134,,4.0,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/03/28,Monostroma nitidum Wittrock,Cs-137,,3.6,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/03/22,Monostroma nitidum Wittrock,Cs-134,,3.2,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/03/22,Monostroma nitidum Wittrock,Cs-137,,2.8,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/03/13,Monostroma nitidum Wittrock,Cs-134,,3.0,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/03/13,Monostroma nitidum Wittrock,Cs-137,,3.0,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/03/06,Monostroma nitidum Wittrock,Cs-134,,2.8,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/03/06,Monostroma nitidum Wittrock,Cs-137,,2.7,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/03/01,Monostroma nitidum Wittrock,Cs-134,,3.7,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/03/01,Monostroma nitidum Wittrock,Cs-137,,3.0,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/02/22,Monostroma nitidum Wittrock,Cs-134,,3.4,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/02/22,Monostroma nitidum Wittrock,Cs-137,,3.0,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/02/15,Monostroma nitidum Wittrock,Cs-134,,4.5,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/02/15,Monostroma nitidum Wittrock,Cs-137,,3.7,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/02/08,Monostroma nitidum Wittrock,Cs-134,,3.0,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/02/08,Monostroma nitidum Wittrock,Cs-137,,3.4,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/02/01,Monostroma nitidum Wittrock,Cs-134,,4.2,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/02/01,Monostroma nitidum Wittrock,Cs-137,,3.2,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/01/23,Monostroma nitidum Wittrock,Cs-134,,3.2,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/01/23,Monostroma nitidum Wittrock,Cs-137,,3.3,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/01/18,Monostroma nitidum Wittrock,Cs-134,,2.8,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/01/18,Monostroma nitidum Wittrock,Cs-137,,3.2,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/01/12,Monostroma nitidum Wittrock,Cs-134,,2.9,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2022/01/12,Monostroma nitidum Wittrock,Cs-137,,3.0,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/12/21,Monostroma nitidum Wittrock,Cs-134,,4.6,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/12/21,Monostroma nitidum Wittrock,Cs-137,,3.7,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/12/12,Monostroma nitidum Wittrock,Cs-134,,4.2,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/12/12,Monostroma nitidum Wittrock,Cs-137,,3.8,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/04/25,Monostroma nitidum Wittrock,Cs-134,,4.4,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/04/25,Monostroma nitidum Wittrock,Cs-137,,3.7,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/04/18,Monostroma nitidum Wittrock,Cs-134,,3.9,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/04/18,Monostroma nitidum Wittrock,Cs-137,,2.8,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/04/13,Monostroma nitidum Wittrock,Cs-134,,4.7,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/04/13,Monostroma nitidum Wittrock,Cs-137,,3.9,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/04/04,Monostroma nitidum Wittrock,Cs-134,,3.3,Bq/kg
366,Fukushima Pref.,37.7838194444,141.1,2021/04/04,Monostroma nitidum Wittrock,Cs-137,,2.6,Bq/kg
