id,org,station,lat,lon,begperiod,Sample,Radionuclide,Dt,Dt_unc,ND,Unit
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/6/27,Takifugu snyderi (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/6/27,Roundnose flounder (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/6/27,Ridged-eye flounder (muscle),Cs-137,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/6/27,Crimson sea bream (muscle),Cs-137,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/6/27,Red sea bream (muscle),Cs-137,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/6/27,Smooth dogfish (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Lepidotrigla microptena (muscle),Cs-134,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Yellow goosefish (whole),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Flatfish (muscle),Cs-134,,,6.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Roundnose flounder (muscle),Cs-134,,,3.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Crimson sea bream (muscle),Cs-134,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Red sea bream (muscle),Cs-134,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Lepidotrigla microptena (muscle),Cs-137,,,2.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Yellow goosefish (whole),Cs-137,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Flatfish (muscle),Cs-137,,,5.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Roundnose flounder (muscle),Cs-137,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Crimson sea bream (muscle),Cs-137,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Red sea bream (muscle),Cs-137,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Flatfish (muscle),H-3:TFWT,,,0.076,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Flatfish (muscle),H-3:TFWT,,,0.059,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Flatfish (muscle),H-3:OBT,,,0.26,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/27,Flatfish (muscle),H-3:OBT,,,0.038,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Lepidotrigla microptena (muscle),Cs-134,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Common skete (muscle),Cs-134,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Takifugu snyderi (muscle),Cs-134,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Microstomus achne (muscle),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Flatfish (muscle),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Flatfish (muscle),Cs-134,,,5.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Roundnose flounder (muscle),Cs-134,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Ridged-eye flounder (muscle),Cs-134,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Crimson sea bream (muscle),Cs-134,,,4.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Red sea bream (muscle),Cs-134,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,John dory (muscle),Cs-134,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Lepidotrigla microptena (muscle),Cs-137,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Common skete (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Takifugu snyderi (muscle),Cs-137,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Microstomus achne (muscle),Cs-137,,,4.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Flatfish (muscle),Cs-137,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Flatfish (muscle),Cs-137,,,5.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Roundnose flounder (muscle),Cs-137,,,3.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Ridged-eye flounder (muscle),Cs-137,,,3.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Crimson sea bream (muscle),Cs-137,,,2.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Red sea bream (muscle),Cs-137,,,3.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,John dory (muscle),Cs-137,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Flatfish (muscle),H-3:TFWT,,,0.077,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Flatfish (muscle),H-3:TFWT,,,0.059,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Flatfish (muscle),H-3:OBT,,,0.26,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/5/13,Flatfish (muscle),H-3:OBT,,,0.04,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Lepidotrigla microptena (muscle),Cs-134,,,2.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Common skete (muscle),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Takifugu snyderi (muscle),Cs-134,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Pointhead flounder (muscle),Cs-134,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Flatfish (muscle),Cs-134,,,5.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Flatfish (muscle),Cs-134,,,4.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Roundnose flounder (muscle),Cs-134,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Ridged-eye flounder (muscle),Cs-134,,,3.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Sea bass (muscle),Cs-134,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Lepidotrigla microptena (muscle),Cs-137,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Common skete (muscle),Cs-137,,,4.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Takifugu snyderi (muscle),Cs-137,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Pointhead flounder (muscle),Cs-137,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Flatfish (muscle),Cs-137,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Flatfish (muscle),Cs-137,,,4.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Roundnose flounder (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Ridged-eye flounder (muscle),Cs-137,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Sea bass (muscle),Cs-137,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Flatfish (muscle),H-3:TFWT,0.094,,,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Flatfish (muscle),H-3:TFWT,0.074,,,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Flatfish (muscle),H-3:OBT,,,0.26,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/3/20,Flatfish (muscle),H-3:OBT,,,0.035,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Lepidotrigla microptena (muscle),Cs-134,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Yellow goosefish (whole),Cs-134,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Takifugu snyderi (muscle),Cs-134,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Pointhead flounder (muscle),Cs-134,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Microstomus achne (muscle),Cs-134,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Flatfish (muscle),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Flatfish (muscle),Cs-134,,,6.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Ridged-eye flounder (muscle),Cs-134,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Sea bass (muscle),Cs-134,,,3.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Red sea bream (muscle),Cs-134,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Smooth dogfish (muscle),Cs-134,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Searobin (muscle),Cs-134,,,3.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Lepidotrigla microptena (muscle),Cs-137,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Yellow goosefish (whole),Cs-137,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Takifugu snyderi (muscle),Cs-137,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Pointhead flounder (muscle),Cs-137,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Microstomus achne (muscle),Cs-137,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Flatfish (muscle),Cs-137,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Flatfish (muscle),Cs-137,,,5.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Ridged-eye flounder (muscle),Cs-137,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Sea bass (muscle),Cs-137,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Red sea bream (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Smooth dogfish (muscle),Cs-137,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Searobin (muscle),Cs-137,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Flatfish (muscle),H-3:TFWT,,,0.075,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Flatfish (muscle),H-3:TFWT,,,0.06,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Flatfish (muscle),H-3:OBT,,,0.26,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/22,Flatfish (muscle),H-3:OBT,,,0.035,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Lepidotrigla microptena (muscle),Cs-134,,,4.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Common skete (muscle),Cs-134,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Takifugu snyderi (muscle),Cs-134,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Microstomus achne (muscle),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Flatfish (muscle),Cs-134,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Flatfish (muscle),Cs-134,,,5.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Littlemouth flounder (muscle),Cs-134,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Roundnose flounder (muscle),Cs-134,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Ridged-eye flounder (muscle),Cs-134,,,4.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Sea bass (muscle),Cs-134,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Crimson sea bream (muscle),Cs-134,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Smooth dogfish (muscle),Cs-134,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Searobin (muscle),Cs-134,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Lepidotrigla microptena (muscle),Cs-137,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Common skete (muscle),Cs-137,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Takifugu snyderi (muscle),Cs-137,,,3.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Microstomus achne (muscle),Cs-137,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Flatfish (muscle),Cs-137,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Flatfish (muscle),Cs-137,,,5.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Littlemouth flounder (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Roundnose flounder (muscle),Cs-137,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Ridged-eye flounder (muscle),Cs-137,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Sea bass (muscle),Cs-137,,,4.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Crimson sea bream (muscle),Cs-137,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Smooth dogfish (muscle),Cs-137,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Searobin (muscle),Cs-137,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Flatfish (muscle),H-3:TFWT,,,0.075,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Flatfish (muscle),H-3:TFWT,,,0.059,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Flatfish (muscle),H-3:OBT,,,0.27,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2023/2/10,Flatfish (muscle),H-3:OBT,,,0.037,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Lepidotrigla microptena (muscle),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Common skete (muscle),Cs-134,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Takifugu snyderi (muscle),Cs-134,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Flatfish (muscle),Cs-134,,,6.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Ridged-eye flounder (muscle),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Crimson sea bream (muscle),Cs-134,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Red sea bream (muscle),Cs-134,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,John dory (muscle),Cs-134,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Smooth dogfish (muscle),Cs-134,,,3.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Searobin (muscle),Cs-134,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Lepidotrigla microptena (muscle),Cs-137,4.5,,,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Common skete (muscle),Cs-137,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Takifugu snyderi (muscle),Cs-137,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Flatfish (muscle),Cs-137,,,5.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Ridged-eye flounder (muscle),Cs-137,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Crimson sea bream (muscle),Cs-137,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Red sea bream (muscle),Cs-137,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,John dory (muscle),Cs-137,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Smooth dogfish (muscle),Cs-137,,,3.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Searobin (muscle),Cs-137,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Flatfish (muscle),H-3:TFWT,,,0.082,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Flatfish (muscle),H-3:TFWT,,,0.064,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Flatfish (muscle),H-3:OBT,,,0.28,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/12/20,Flatfish (muscle),H-3:OBT,,,0.038,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Lepidotrigla microptena (muscle),Cs-134,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Common skete (muscle),Cs-134,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Takifugu snyderi (muscle),Cs-134,,,4.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Flatfish (muscle),Cs-134,,,6.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Flatfish (muscle),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Roundnose flounder (muscle),Cs-134,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Ridged-eye flounder (muscle),Cs-134,,,3.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Crimson sea bream (muscle),Cs-134,,,4.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Red sea bream (muscle),Cs-134,,,4.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Marbled sole (muscle),Cs-134,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,John dory (muscle),Cs-134,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Smooth dogfish (muscle),Cs-134,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Searobin (muscle),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Lepidotrigla microptena (muscle),Cs-137,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Common skete (muscle),Cs-137,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Takifugu snyderi (muscle),Cs-137,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Flatfish (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Flatfish (muscle),Cs-137,,,5.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Roundnose flounder (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Ridged-eye flounder (muscle),Cs-137,,,2.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Crimson sea bream (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Red sea bream (muscle),Cs-137,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Marbled sole (muscle),Cs-137,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,John dory (muscle),Cs-137,,,3.6,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Smooth dogfish (muscle),Cs-137,,,3.5,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Searobin (muscle),Cs-137,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Flatfish (muscle),H-3:TFWT,0.11,,,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Flatfish (muscle),H-3:TFWT,0.086,,,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Flatfish (muscle),H-3:OBT,,,0.27,Bq/L
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/10/28,Flatfish (muscle),H-3:OBT,,,0.037,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,Lepidotrigla microptena (muscle),Cs-134,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,Crimson sea bream (muscle),Cs-134,,,2.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,Red sea bream (muscle),Cs-134,,,3.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,Marbled sole (muscle),Cs-134,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,John dory (muscle),Cs-134,,,4.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,Smooth dogfish (muscle),Cs-134,,,3.3,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,Lepidotrigla microptena (muscle),Cs-137,,,3.1,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,Crimson sea bream (muscle),Cs-137,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,Red sea bream (muscle),Cs-137,,,3.0,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,Marbled sole (muscle),Cs-137,,,3.7,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,John dory (muscle),Cs-137,,,3.8,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/9/27,Smooth dogfish (muscle),Cs-137,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/8/30,Lepidotrigla microptena (muscle),Cs-134,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/8/30,Common skete (muscle),Cs-134,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/8/30,Crimson sea bream (muscle),Cs-134,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/8/30,John dory (muscle),Cs-134,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/8/30,Smooth dogfish (muscle),Cs-134,,,3.9,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/8/30,Searobin (muscle),Cs-134,,,3.4,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/8/30,Lepidotrigla microptena (muscle),Cs-137,,,3.2,Bq/kg-fresh
275,TEPCO,T-B4,37.3483333333,141.1486111111,2022/8/30,Common skete (muscle),Cs-137,,,3.5,Bq/kg-fresh
