File Creation Date,2025-03-13
Sampling Location,Near south discharge (T-2)

Sea surface to a depth of 0.5 m,,,,,,
,Cs-134,,Cs-137,,H-3,
Date and time of Sampling,Dt,ND,Dt,ND,Dt,ND
2024/11/9 8:07,,0.80,,0.55,,0.25
2024/11/8 6:30,,0.72,,0.75,-,-
2024/11/7 6:30,,0.74,,0.55,-,-
2024/11/6 6:30,,0.84,,0.61,-,-
2024/11/5 6:20,,0.72,,0.66,-,-
2024/11/4 8:20,,0.0012,0.059,,0.96,
2024/11/3 8:50,,0.72,,0.66,-,-
2024/11/2 9:10,,0.82,,0.74,-,-
2024/11/1 7:00,,0.86,,0.94,0.47,
2024/10/31 6:36,,0.78,,0.61,-,-
2024/10/30 6:30,,0.69,,0.90,-,-
2024/10/29 6:28,,0.93,,0.74,-,-
2024/10/28 7:59,,0.0012,0.076,,,0.32
2024/10/27 6:25,,0.82,,0.75,-,-
2024/10/26 6:20,,0.74,,0.78,-,-
2024/10/25 6:25,,0.72,,0.69,0.60,
2024/10/24 6:30,,0.69,,0.86,-,-
2024/10/23 6:33,,0.69,,0.76,-,-
2024/10/22 6:35,,0.80,,0.49,-,-
2024/10/21 8:55,0.0013,,0.095,,1.2,
2024/10/20 6:40,,0.55,,0.76,-,-
2024/10/19 8:10,,0.53,,0.76,0.85,
2024/10/18 8:45,,0.72,,0.66,-,-
2024/10/17 14:05,,0.80,,0.55,,0.33
2024/10/16 6:30,,0.65,,0.75,-,-
2024/10/15 6:25,,0.78,,0.93,-,-
2024/10/14 7:35,0.0056,,0.39,,0.14,
2024/10/13 8:17,,0.77,,0.83,-,-
2024/10/12 6:00,,0.55,,0.73,-,-
2024/10/11 6:35,,0.72,,0.66,0.30,
2024/10/10 7:50,,0.55,,0.61,-,-
2024/10/9 6:20,,0.62,0.55,,-,-
2024/10/8 6:30,,0.62,1.3,,-,-
2024/10/7 8:50,0.0027,,0.19,,0.33,
2024/10/6 8:45,,0.75,,0.92,-,-
2024/10/5 6:25,,0.82,,0.78,-,-
2024/10/4 6:30,,0.82,,0.74,0.33,
2024/10/3 8:00,,0.91,,0.76,-,-
2024/10/2 8:35,,0.72,,0.66,-,-
2024/10/1 8:35,,0.93,,0.74,-,-
2024/9/30 8:00,0.0029,,0.18,,0.73,
2024/9/29 8:10,,0.88,,0.63,-,-
2024/9/28 8:15,,0.67,,0.82,-,-
2024/9/27 6:39,,0.62,0.81,,-,-
2024/9/26 14:05,,0.92,,0.82,,0.34
2024/9/25 8:30,0.0025,,0.18,,,0.32
2024/9/24 6:30,,0.75,,0.74,-,-
2024/9/23 8:38,,0.72,,0.86,-,-
2024/9/22 8:47,,0.82,,0.69,-,-
2024/9/21 8:05,,0.75,,0.69,-,-
2024/9/20 8:15,,0.82,,0.86,-,-
2024/9/19 7:45,,0.88,,0.90,,0.28
2024/9/18 7:30,,0.0012,0.024,,,0.33
2024/9/17 8:30,,0.98,,1.0,-,-
2024/9/16 9:00,,0.82,,0.74,-,-
2024/9/15 8:30,,0.76,,0.67,-,-
2024/9/14 8:15,,0.93,,0.77,-,-
2024/9/13 8:31,,0.78,,0.55,-,-
2024/9/12 8:07,,0.88,,0.85,-,-
2024/9/11 7:50,,0.88,,0.69,-,-
2024/9/10 8:10,,0.74,,0.55,-,-
2024/9/9 8:20,,0.0012,0.022,,0.11,
2024/9/8 8:20,,0.53,,0.68,-,-
2024/9/7 8:09,,0.84,,0.54,-,-
2024/9/6 8:55,,0.82,,0.78,-,-
2024/9/5 8:15,,0.88,,0.78,,0.34
2024/9/4 7:25,,0.68,,0.71,-,-
2024/9/3 9:15,,0.78,,0.64,-,-
2024/9/2 8:15,,0.0011,0.061,,,0.32
2024/9/1 8:10,,0.82,,0.65,-,-
2024/8/31 8:50,,0.62,,0.64,-,-
2024/8/30 8:50,,0.75,,0.75,-,-
2024/8/29 8:05,,0.93,,0.78,,0.29
2024/8/28 7:40,,0.82,,0.82,-,-
2024/8/27 6:30,,0.65,,0.71,-,-
2024/8/26 8:05,0.0016,,0.099,,,0.34
2024/8/25 8:45,,0.94,,0.58,-,-
2024/8/24 6:15,,0.87,,0.77,-,-
2024/8/23 6:30,,0.72,,0.73,-,-
2024/8/22 8:30,,0.90,,0.65,0.43,
2024/8/21 8:30,,0.72,,0.69,-,-
2024/8/20 6:29,,0.79,,0.83,-,-
2024/8/19 8:00,0.0058,,0.36,,0.57,
2024/8/18 9:00,,0.72,,0.59,-,-
2024/8/16 6:23,,0.79,,0.51,-,-
2024/8/15 8:23,,0.64,,0.64,0.44,
2024/8/14 8:35,,0.0012,0.048,,,0.072
2024/8/13 8:45,,0.91,,0.72,-,-
2024/8/10 8:25,,0.85,,0.83,,0.36
2024/8/9 6:35,,0.83,,0.75,-,-
2024/8/8 8:25,,0.75,,0.75,-,-
2024/8/7 14:08,,0.83,,0.74,,0.27
2024/8/6 9:20,,0.83,,0.70,-,-
2024/8/5 8:00,,0.0012,0.023,,,0.34
2024/8/4 8:50,,0.88,,0.89,-,-
2024/8/3 7:55,,0.67,,0.71,-,-
2024/8/2 9:08,,0.84,,0.54,-,-
2024/8/1 8:40,,0.77,,0.78,0.53,
2024/7/31 8:40,,0.93,,0.76,-,-
2024/7/30 6:40,,0.73,,0.60,-,-
2024/7/29 8:30,,0.0012,0.027,,,0.32
2024/7/28 8:15,,0.85,,0.92,-,-
2024/7/27 8:35,,0.82,,0.75,-,-
2024/7/26 8:10,,0.73,,0.65,-,-
2024/7/25 8:35,,0.97,,0.60,,0.33
