File Creation Date,2025-12-02
Sampling Location,Around 10km offshore of 2F site (T-B4)

Sea surface to a depth of 0.5 m,,,,,,,2 to 3 m above seabed,,,,
,Cs-134,,Cs-137,,H-3,,,Cs-134,,Cs-137,
Date and time of Sampling,Dt,ND,Dt,ND,Dt,ND,Date and time of Sampling,Dt,ND,Dt,ND
2025/10/18 6:45,,0.0014,0.0014,,-,-,2025/10/18 6:45,,0.0014,0.0019,
2025/6/21 6:20,,0.0013,0.0022,,0.11,,2025/6/21 6:20,,0.0014,0.0017,
2025/6/10 6:50,,0.0014,0.0029,,0.13,,2025/6/10 6:50,,0.0013,0.0014,
2025/5/20 7:05,,0.0014,0.0010,,0.16,,2025/5/20 7:05,,0.0014,0.0013,
2025/4/19 5:58,,0.0014,0.0030,,,0.085,2025/4/19 5:58,,0.0012,0.0021,
2025/3/22 6:27,,0.0014,0.0025,,0.12,,2025/3/22 6:27,,0.0014,0.0017,
2025/2/15 6:07,,0.0014,0.0019,,,0.073,2025/2/15 6:07,,0.0014,0.0026,
2025/1/18 6:40,,0.0014,0.0016,,,0.072,2025/1/18 6:40,,0.0014,0.0017,
2024/11/26 6:18,,0.0014,0.0056,,,0.067,2024/11/26 6:18,,0.0014,0.0028,
2024/10/26 6:45,,0.0014,0.0017,,,0.067,2024/10/26 6:45,,0.0014,0.0019,
2024/9/14 7:10,,0.0014,0.0027,,0.091,,2024/9/14 7:10,,0.0014,0.0012,
2024/8/26 5:52,,0.0014,0.0014,,0.073,,2024/8/26 5:52,,0.0014,0.0020,
2024/6/8 7:06,,0.0014,0.0026,,,0.085,2024/6/8 7:06,,0.0014,0.0019,
2024/5/11 6:00,,0.0014,0.0020,,,0.075,2024/5/11 6:00,,0.0014,0.0021,
2024/4/16 7:07,,0.0014,0.0023,,0.12,,2024/4/16 7:07,,0.0014,0.0018,
2024/3/24 6:24,,0.0014,0.0017,,0.12,,2024/3/24 6:24,,0.0014,0.0032,
2024/1/27 6:39,,0.0014,0.0065,,0.11,,2024/1/27 6:39,,0.0014,0.0041,
2023/12/19 6:55,,0.0014,0.0012,,,0.076,2023/12/19 6:55,,0.0014,0.0024,
2023/11/28 6:32,,0.0014,0.0014,,,0.077,2023/11/28 6:32,,0.0014,0.0019,
2023/10/24 7:07,,0.0014,0.0031,,,0.081,2023/10/24 7:07,,0.0014,0.0020,
2023/9/26 7:00,,0.0014,0.0016,,0.083,,2023/9/26 7:00,,0.0014,0.0020,
2023/08/24 05:02,,0.0014,0.0029,,,0.067,2023/08/24 05:02,,0.0014,0.0023,
2023/6/27 5:11,,0.0014,0.0016,,,0.069,2023/6/27 5:11,,0.0014,0.0016,
2023/5/27 6:57,,0.0014,0.0013,,,0.34,2023/5/27 6:57,,0.0014,0.0015,
2023/5/13 5:59,,0.0014,0.0015,,,0.33,2023/5/13 5:59,,0.0014,0.0020,
2023/3/20 6:11,,0.0014,0.0032,,,0.34,2023/3/20 6:11,,0.0014,0.0017,
2023/2/22 7:32,,0.0014,0.0018,,,0.30,2023/2/22 7:32,,0.0014,0.0030,
2023/2/10 6:43,,0.0014,0.0014,,,0.31,2023/2/10 6:43,,0.0014,0.0018,
2022/12/20 6:06,,0.0014,0.013,,,0.35,2022/12/20 6:06,,0.0014,0.0020,
2022/10/28 6:42,,0.0014,0.0016,,,0.32,2022/10/28 6:42,,0.0014,0.0016,
2022/9/27 6:31,,0.0014,0.0012,,,0.33,2022/9/27 6:31,,0.0014,0.0021,
2022/8/30 7:00,,0.0011,0.0016,,,0.32,2022/8/30 7:00,,0.0014,0.0020,
2022/6/28 4:59,,0.0014,0.0028,,,0.33,2022/6/28 4:59,,0.0014,0.0012,
2022/5/31 6:01,,0.0014,0.0023,,,0.33,2022/5/31 6:01,,0.0014,0.0020,
2022/3/15 6:53,,0.0014,0.0021,,-,-,2022/3/15 6:53,,0.0014,0.0031,
2022/2/10 6:32,,0.0014,0.0013,,-,-,2022/2/10 6:32,,0.0014,0.0023,
2021/12/14 6:58,,0.0014,0.0028,,-,-,2021/12/14 6:58,,0.0014,0.0026,
2021/11/30 6:30,,0.0014,0.0027,,-,-,2021/11/30 6:30,,0.0014,0.0017,
2021/10/19 6:26,,0.0014,0.0018,,-,-,2021/10/19 6:26,,0.0014,0.0017,
2021/9/14 6:40,,0.0014,0.0021,,-,-,2021/9/14 6:40,,0.0014,0.0018,
2021/8/27 6:36,,0.0014,0.0034,,-,-,2021/8/27 6:36,,0.0014,0.0030,
2021/7/21 6:46,,0.0014,0.0022,,-,-,2021/7/21 6:46,,0.0014,0.0024,
2021/5/25 6:41,,0.0015,0.0024,,-,-,2021/5/25 6:41,,0.0014,0.0019,
2021/4/28 6:04,,0.0015,0.0027,,-,-,2021/4/28 6:04,,0.0015,0.0027,
2021/3/18 6:43,,0.0013,0.0030,,-,-,2021/3/18 6:43,,0.0013,0.0017,
