File Creation Date,2025-10-24
Sampling Location,3km offshore of 2F site (T-D9)

Sea surface to a depth of 0.5 m,,,,,,,2 to 3 m above seabed,,,,
,Cs-134,,Cs-137,,H-3,,,Cs-134,,Cs-137,
2025/3/18 9:14,,0.0011,0.0020,,,0.38,2025/3/18 9:14,,0.0011,0.0021,
2025/3/10 8:27,,0.0011,0.0023,,0.091,,2025/3/10 8:27,,0.0011,0.0023,
2025/3/4 9:27,,0.0012,0.0024,,,0.36,2025/3/4 9:27,,0.0013,0.0025,
2025/2/25 9:02,,0.0013,0.0024,,,0.38,2025/2/25 9:02,,0.0013,0.0023,
2025/2/17 9:28,,0.0011,0.0024,,,0.39,2025/2/17 9:28,,0.0012,0.0024,
2025/2/10 8:26,,0.0011,0.0024,,,0.071,2025/2/10 8:26,,0.0011,0.0019,
2025/2/3 9:23,,0.0011,0.0017,,,0.36,2025/2/3 9:23,,0.0012,0.0027,
2025/1/28 9:16,,0.0012,0.0013,,,0.36,2025/1/28 9:16,,0.0013,0.0038,
2025/1/20 8:17,,0.0013,0.0023,,,0.081,2025/1/20 8:17,,0.00092,0.0019,
2025/1/6 8:17,,0.0013,0.0030,,,0.37,2025/1/6 8:17,,0.0012,0.0053,
2024/12/30 8:35,,0.0012,0.0020,,,0.37,2024/12/30 8:35,,0.0012,0.0029,
2024/12/25 8:46,,0.0013,0.0023,,,0.38,2024/12/25 8:46,,0.0014,0.0028,
2024/12/16 9:23,,0.0013,0.0023,,,0.36,2024/12/16 9:23,,0.0012,0.0019,
2024/12/9 8:55,,0.0013,0.0025,,,0.080,2024/12/9 8:55,,0.0014,0.0029,
2024/12/2 8:50,,0.0012,0.0022,,,0.36,2024/12/2 8:50,,0.0014,0.0018,
2024/11/22 8:29,,0.0011,0.0012,,,0.071,2024/11/22 8:29,,0.0011,0.0014,
2024/11/9 8:29,,0.0012,0.0014,,,0.34,2024/11/9 8:29,,0.0014,0.0014,
2024/10/28 8:33,,0.0012,0.0037,,,0.35,2024/10/28 8:33,,0.0012,0.0053,
2024/10/21 9:41,,0.0013,0.0040,,,0.36,2024/10/21 9:41,,0.0014,0.0040,
2024/10/15 10:07,,0.0013,0.0040,,,0.37,2024/10/15 10:07,,0.0014,0.0040,
2024/10/7 9:49,,0.0012,0.0035,,0.25,,2024/10/7 9:49,,0.0013,0.0031,
2024/10/4 7:46,,0.0013,0.0032,,,0.35,2024/10/4 7:46,,0.0014,0.0035,
2024/9/18 8:21,,0.0013,0.0046,,,0.34,2024/9/18 8:21,,0.0013,0.0029,
2024/9/9 8:31,,0.0012,0.0024,,0.075,,2024/9/9 8:31,,0.0013,0.0027,
2024/9/5 10:02,,0.0011,0.0016,,,0.35,2024/9/5 10:02,,0.0013,0.0024,
2024/8/29 8:24,,0.0012,0.0036,,,0.35,2024/8/29 8:24,,0.0013,0.0021,
2024/8/19 8:43,,0.0013,0.0096,,,0.35,2024/8/19 8:43,,0.0011,0.0060,
2024/8/13 8:28,,0.0013,0.0029,,0.097,,2024/8/13 8:28,,0.0013,0.0026,
2024/8/6 8:30,,0.0012,0.0019,,,0.35,2024/8/6 8:30,,0.0012,0.0036,
2024/7/29 9:21,,0.0013,0.0030,,,0.35,2024/7/29 9:21,,0.0012,0.0015,
2024/7/22 8:15,,0.0012,0.0050,,,0.35,2024/7/22 8:15,,0.0012,0.0018,
2024/7/19 8:12,,0.0011,0.0055,,,0.34,2024/7/19 8:12,,0.0012,0.0033,
2024/7/8 9:08,,0.0014,0.0033,,0.20,,2024/7/8 9:08,,0.0012,0.0029,
2024/7/2 9:14,,0.0012,0.0025,,,0.35,2024/7/2 9:14,,0.0014,0.0046,
2024/6/24 9:06,,0.0013,0.0028,,,0.34,2024/6/24 9:06,,0.0014,0.0035,
2024/6/18 8:17,,0.0014,0.0022,,,0.33,2024/6/18 8:17,,0.0012,0.0021,
2024/6/12 10:08,,0.0012,0.0035,,,0.068,2024/6/12 10:08,,0.0012,0.0032,
2024/6/6 9:44,,0.0011,0.0057,,,0.35,2024/6/6 9:44,,0.0011,0.0038,
2024/5/30 6:50,,0.0012,0.0044,,,0.35,2024/5/30 6:50,,0.0012,0.0032,
2024/5/20 9:22,,0.0013,0.0038,,,0.34,2024/5/20 9:22,,0.0012,0.0024,
2024/5/16 9:25,,0.0012,0.0045,,,0.069,2024/5/16 9:25,,0.0012,0.0029,
2024/5/10 9:33,,0.0012,0.0040,,,0.32,2024/5/10 9:33,,0.0013,0.0038,
2024/4/29 7:52,,0.0011,0.0038,,,0.33,2024/4/29 7:52,,0.0012,0.0032,
2024/4/22 8:13,,0.0011,0.0044,,,0.34,2024/4/22 8:13,,0.0012,0.0039,
2024/4/15 9:32,,0.0012,0.0070,,,0.33,2024/4/15 9:32,,0.0012,0.0030,
2024/4/8 8:03,,0.0013,0.0042,,,0.070,2024/4/8 8:03,,0.0012,0.0019,
2024/4/3 8:26,,0.0012,0.0047,,,0.32,2024/4/3 8:26,,0.0013,0.0020,
2024/3/28 8:00,,0.0013,0.0024,,,0.32,2024/3/28 8:00,,0.0011,0.0031,
2024/3/11 8:22,,0.0012,0.0021,,,0.070,2024/3/11 8:22,,0.00099,0.0095,
2024/3/4 7:58,,0.0014,0.0038,,,0.33,2024/3/4 7:58,,0.0014,0.0046,
2024/2/8 8:37,,0.00096,0.0039,,,0.32,2024/2/8 8:37,,0.0012,0.0048,
2024/1/12 7:27,,0.0014,0.0028,,,0.071,2024/1/12 7:27,,0.0011,0.0034,
2023/12/26 7:57,,0.0012,0.0035,,,0.34,2023/12/26 7:57,,0.0012,0.0015,
2023/12/20 9:18,,0.0013,0.0025,,,0.35,2023/12/20 9:18,,0.0014,0.0030,
2023/12/15 8:02,,0.0013,0.0029,,0.12,,2023/12/15 8:02,,0.0013,0.0022,
2023/11/27 8:21,,0.0012,0.0037,,,0.33,2023/11/27 8:21,,0.0011,0.0036,
2023/11/22 9:13,,0.0012,0.0046,,,0.33,2023/11/22 9:13,,0.0012,0.0027,
2023/11/16 8:18,,0.0010,0.0041,,0.13,,2023/11/16 8:18,,0.0011,0.0053,
2023/11/9 8:55,,0.0014,0.0049,,,0.34,2023/11/2 8:19,,0.0013,0.0046,
2023/11/2 8:19,,0.0013,0.0028,,,0.34,2023/10/25 8:25,,0.0013,0.0048,
2023/10/25 8:25,,0.0011,0.0041,,,0.33,2023/10/13 8:08,,0.0011,0.0045,
2023/10/13 8:08,,0.0010,0.0054,,,0.070,2023/10/4 8:54,,0.0013,0.0039,
2023/10/4 8:54,,0.0013,0.0043,,,0.35,2023/9/27 8:16,,0.0012,0.0023,
2023/9/27 8:16,,0.0011,0.0029,,,0.35,2023/9/19 8:36,,0.0013,0.0021,
2023/9/19 8:36,,0.0014,0.0049,,,0.34,2023/9/13 8:35,,0.0011,0.0040,
2023/9/13 8:35,,0.0013,0.0032,,0.076,,2023/9/6 9:04,,0.0013,0.0044,
2023/9/6 9:04,,0.0014,0.0050,,,0.35,2023/8/30 8:47,,0.0013,0.0069,
2023/8/30 8:47,,0.0011,0.0039,,0.20,,2023/7/19 8:18,,0.0012,0.0035,
2023/7/19 8:18,,0.0012,0.0033,,,0.36,2023/7/10 8:16,,0.0012,0.0041,
2023/7/10 8:16,,0.0012,0.0028,,,0.088,2023/6/29 8:15,,0.0014,0.0043,
2023/6/29 8:15,,0.0012,0.0036,,,0.37,2023/6/20 8:19,,0.0011,0.0043,
2023/6/20 8:19,,0.0010,0.0038,,,0.074,2023/6/12 8:08,,0.0014,0.0048,
2023/6/12 8:08,,0.0013,0.0034,,,0.35,2023/6/8 8:11,,0.0013,0.0034,
2023/6/8 8:11,,0.0013,0.0020,,,0.35,2023/5/22 8:09,,0.0010,0.0026,
2023/5/22 8:09,,0.0011,0.0075,,,0.36,2023/5/1 8:20,,0.0012,0.0053,
2023/5/1 8:20,,0.0011,0.0045,,,0.34,2023/4/18 8:02,,0.0011,0.0052,
2023/4/18 8:02,,0.0012,0.0037,,,0.35,2023/4/10 7:56,,0.0012,0.0031,
2023/4/10 7:56,,0.0012,0.0025,,,0.34,2023/4/5 8:18,,0.0012,0.0063,
2023/4/5 8:18,,0.0012,0.0032,,,0.34,2023/3/30 8:15,,0.0012,0.0030,
2023/3/30 8:15,,0.0014,0.0017,,,0.35,2023/3/16 7:49,,0.0012,0.0050,
2023/3/16 7:49,,0.0013,0.0043,,,0.34,2023/3/6 8:18,,0.0014,0.0026,
2023/3/6 8:18,,0.0014,0.0021,,,0.36,2023/3/1 8:45,,0.0012,0.0023,
2023/3/1 8:45,,0.0013,0.0028,,,0.35,2023/2/24 9:12,,0.0012,0.0039,
2023/2/24 9:12,,0.0012,0.0017,,,0.35,2023/2/6 8:33,,0.0011,0.0024,
2023/2/6 8:33,,0.0014,0.0019,,,0.36,2023/2/3 10:12,,0.0012,0.0040,
2023/2/3 10:12,,0.0011,0.0018,,,0.36,2023/1/27 8:25,,0.0012,0.0035,
2023/1/27 8:25,,0.0012,0.0018,,,0.36,2023/1/5 8:39,,0.0011,0.0019,
2023/1/5 8:39,,0.0012,0.0012,,,0.34,2022/12/21 8:05,,0.0012,0.0029,
2022/12/21 8:05,,0.0011,0.0013,,,0.35,2022/12/17 8:23,,0.0011,0.0022,
2022/12/17 8:23,,0.0012,0.0020,,,0.35,2022/12/10 8:16,,0.0013,0.0025,
2022/12/10 8:16,,0.0012,0.0018,,,0.35,2022/11/15 9:01,,0.0014,0.0022,
2022/11/15 9:01,,0.0012,0.0020,,,0.34,2022/11/7 8:05,,0.0014,0.0027,
2022/11/7 8:05,,0.0013,0.0028,,,0.35,2022/11/5 8:22,,0.00095,0.011,
2022/11/5 8:22,,0.0010,0.0072,,,0.35,2022/10/28 8:18,,0.0011,0.0055,
2022/10/28 8:18,,0.00093,0.0039,,,0.38,2022/10/12 8:18,,0.0012,0.0026,
2022/10/12 8:18,,0.0012,0.0041,,,0.36,2022/9/26 8:10,,0.0012,0.0028,
2022/9/26 8:10,,0.0012,0.0025,,,0.35,2022/9/15 8:26,,0.0014,0.0024,
2022/9/15 8:26,,0.0013,0.0033,,,0.34,2022/9/5 7:56,,0.0011,0.0037,
2022/9/5 7:56,,0.0013,0.0032,,,0.34,2022/9/3 8:05,,0.0012,0.0034,
2022/9/3 8:05,,0.0012,0.0033,,,0.34,2022/8/22 8:03,,0.0012,0.0031,
2022/8/22 8:03,,0.0012,0.0019,,,0.35,2022/8/17 8:09,,0.0013,0.0030,
2022/8/17 8:09,,0.0011,0.0041,,,0.35,2022/8/10 8:09,,0.0011,0.0034,
2022/8/10 8:09,,0.0014,0.0048,,,0.35,2022/8/1 8:10,,0.0013,0.0031,
2022/8/1 8:10,,0.0012,0.0049,,,0.35,2022/7/25 8:08,,0.0013,0.0036,
2022/7/25 8:08,,0.0012,0.0024,,,0.37,2022/7/19 8:07,,0.0012,0.0048,
2022/7/19 8:07,,0.0014,0.0036,,,0.38,2022/7/11 8:08,,0.0011,0.0090,
2022/7/11 8:08,,0.0012,0.0043,,,0.38,2022/7/4 8:22,,0.0012,0.0022,
2022/7/4 8:22,,0.0010,0.0014,,,0.38,2022/6/29 8:05,,0.0012,0.0018,
2022/6/29 8:05,,0.0012,0.0023,,,0.34,2022/6/23 8:15,,0.0011,0.0018,
2022/6/23 8:15,,0.0011,0.0027,,,0.39,2022/6/18 8:06,,0.0014,0.0041,
2022/6/18 8:06,,0.0014,0.0053,,,0.39,2022/6/11 8:02,,0.0013,0.0036,
2022/6/11 8:02,,0.0014,0.0035,,,0.38,2022/6/2 8:10,,0.0013,0.0035,
2022/6/2 8:10,,0.0012,0.0046,,,0.38,2022/5/16 8:27,,0.0012,0.0055,
2022/5/16 8:27,,0.0013,0.0039,,,0.37,2022/5/9 8:24,,0.0013,0.0033,
2022/5/9 8:24,,0.0012,0.0027,,,0.38,2022/5/7 8:27,,0.0013,0.0034,
2022/5/7 8:27,,0.0012,0.0034,,,0.37,2022/4/25 8:23,,0.0013,0.0043,
2022/4/25 8:23,,0.0012,0.0021,,,0.38,2022/4/19 8:28,,0.0013,0.0055,
2022/4/19 8:28,,0.0013,0.0079,,,0.37,2022/4/12 8:32,,0.0013,0.0024,
2022/4/12 8:32,,0.0012,0.0070,,-,-,2022/4/8 8:46,,0.0013,0.0051,
2022/4/8 8:46,,0.0012,0.0043,,,0.31,2022/3/30 8:23,,0.0012,0.0028,
2022/3/30 8:23,,0.0012,0.0048,,-,-,2022/3/22 8:26,,0.0012,0.0027,
2022/3/22 8:26,,0.0013,0.0047,,-,-,2022/3/14 8:20,,0.0011,0.0029,
2022/3/14 8:20,,0.0011,0.0029,,,0.34,2022/3/8 8:30,,0.0013,0.0041,
2022/3/8 8:30,,0.0012,0.0036,,-,-,2022/3/1 8:32,,0.0014,0.0042,
2022/3/1 8:32,,0.0012,0.0049,,,0.30,2022/2/22 8:22,,0.0012,0.0042,
2022/2/22 8:22,,0.0012,0.0031,,-,-,2022/2/15 8:28,,0.0012,0.0062,
2022/2/15 8:28,,0.0010,0.0047,,,0.30,2022/2/7 8:18,,0.0011,0.0024,
2022/2/7 8:18,,0.0013,0.0037,,-,-,2022/2/1 8:38,,0.0013,0.0034,
2022/2/1 8:38,,0.0013,0.0031,,,0.31,2022/1/24 8:30,,0.0013,0.0023,
2022/1/24 8:30,,0.0012,0.0028,,-,-,2022/1/17 8:22,,0.0012,0.0036,
2022/1/17 8:22,,0.0012,0.0028,,,0.31,2022/1/11 8:29,,0.0012,0.0030,
2022/1/11 8:29,,0.0013,0.0031,,-,-,2022/1/4 8:40,,0.0011,0.0036,
2022/1/4 8:40,,0.0010,0.0023,,,0.29,2021/12/29 8:28,,0.0012,0.0056,
2021/12/29 8:28,,0.0012,0.0056,,-,-,2021/12/20 8:33,,0.0011,0.0046,
2021/12/20 8:33,,0.0012,0.0070,,,0.31,2021/12/15 8:09,,0.0011,0.012,
2021/12/15 8:09,,0.0013,0.010,,-,-,2021/12/6 8:36,,0.0012,0.010,
2021/12/6 8:36,,0.0014,0.0084,,,0.29,2021/11/29 8:29,,0.0013,0.0057,
2021/11/29 8:29,,0.0012,0.0061,,-,-,2021/11/24 8:23,,0.0013,0.0053,
2021/11/24 8:23,,0.0012,0.0046,,-,-,2021/11/15 8:34,,0.0014,0.0064,
2021/11/15 8:34,,0.0012,0.0064,,,0.30,2021/11/8 8:22,,0.0013,0.0068,
2021/11/8 8:22,,0.0012,0.011,,-,-,2021/11/1 8:45,,0.0014,0.0040,
2021/11/1 8:45,,0.0013,0.0098,,,0.30,2021/10/25 8:26,,0.0011,0.0026,
2021/10/25 8:26,,0.0011,0.0057,,-,-,2021/10/18 8:44,,0.0012,0.0031,
2021/10/18 8:44,,0.0012,0.0040,,,0.30,2021/10/15 8:08,,0.0012,0.0055,
2021/10/15 8:08,,0.0013,0.0076,,-,-,2021/10/4 8:15,,0.0014,0.013,
2021/10/4 8:15,,0.0014,0.025,,,0.30,2021/9/27 8:12,,0.0012,0.0027,
2021/9/27 8:12,,0.0011,0.0036,,-,-,2021/9/21 8:39,,0.0010,0.0047,
2021/9/21 8:39,,0.0013,0.0031,,,0.29,2021/9/13 8:05,,0.0010,0.0036,
2021/9/13 8:05,,0.0014,0.0060,,-,-,2021/9/10 8:32,,0.0012,0.0032,
2021/9/10 8:32,,0.0013,0.0027,,,0.30,2021/8/30 8:23,,0.0014,0.0024,
2021/8/30 8:23,,0.0012,0.0052,,-,-,2021/8/23 8:22,,0.0012,0.0030,
2021/8/23 8:22,,0.0012,0.0034,,-,-,2021/8/17 8:07,,0.0012,0.0027,
2021/8/17 8:07,,0.0012,0.0040,,,0.29,2021/8/11 8:01,,0.0013,0.0091,
2021/8/11 8:01,,0.0012,0.0036,,-,-,2021/8/5 8:12,,0.0010,0.0034,
2021/8/5 8:12,,0.0012,0.0061,,,0.33,2021/7/30 7:59,,0.0012,0.0048,
2021/7/30 7:59,,0.0010,0.0061,,-,-,2021/7/19 7:52,,0.0013,0.0026,
2021/7/19 7:52,,0.0013,0.0029,,,0.32,2021/7/12 6:04,,0.0012,0.0042,
2021/7/12 6:04,,0.0012,0.0047,,-,-,2021/7/5 7:59,,0.0014,0.0025,
2021/7/5 7:59,,0.0013,0.0040,,,0.29,2021/6/28 7:59,,0.0012,0.0055,
2021/6/28 7:59,,0.0012,0.0033,,-,-,2021/6/21 7:48,,0.0011,0.0024,
2021/6/21 7:48,,0.0012,0.0029,,-,-,2021/6/14 7:56,,0.0012,0.0035,
2021/6/14 7:56,,0.0011,0.0048,,,0.32,2021/6/7 8:00,,0.0014,0.0069,
2021/6/7 8:00,,0.0013,0.0032,,-,-,2021/6/1 9:47,,0.0010,0.0050,
2021/6/1 9:47,,0.00098,0.0044,,,0.30,2021/5/24 9:24,,0.0013,0.0057,
2021/5/24 9:24,,0.0013,0.0064,,-,-,2021/5/20 7:58,,0.0012,0.011,
2021/5/20 7:58,,0.0012,0.0038,,,0.32,2021/5/10 8:05,,0.0011,0.0056,
2021/5/10 8:05,,0.0014,0.0043,,-,-,2021/5/6 8:08,,0.0013,0.0027,
2021/5/6 8:08,,0.0012,0.0061,,0.44,,2021/4/27 7:54,,0.0013,0.0056,
2021/4/27 7:54,,0.0012,0.0064,,-,-,2021/4/21 8:05,,0.0012,0.0039,
2021/4/21 8:05,,0.0013,0.0035,,-,-,2021/4/12 8:02,,0.0013,0.0044,
2021/4/12 8:02,,0.0012,0.0062,,,0.32,2021/4/1 7:59,,0.0013,0.0079,
2021/4/1 7:59,,0.0012,0.0069,,,0.31,2021/3/23 7:57,,0.0013,0.0083,
2021/3/23 7:57,,0.0012,0.0095,,-,-,2021/3/15 10:15,,0.0014,0.0037,
2021/3/15 10:15,,0.0011,0.0049,,,0.29,2021/3/9 8:36,,0.0013,0.0057,
2021/3/9 8:36,,0.0012,0.0040,,-,-,-,-,-,-,-
