File Creation Date,2025-08-07
Sampling Location,

0.5m,,,,,,
,Cs-134,,Cs-137,,H-3,
Date and time of Sampling,Dt,ND,Dt,ND,Dt,ND
2025/04/25,,0.00076,0.015,,-,-
2025/03/08,,0.00068,0.003,,0.067,
2025/02/11,,0.00076,0.0026,,0.054,
2025/01/19,,0.00065,0.0051,,0.069,
2024/12/13,,0.00075,0.0018,,,0.041
2024/11/08,,0.00071,0.011,,0.15,
2024/10/05,,0.0007,0.0038,,0.42,
2024/09/13,,0.00068,0.0063,,0.081,
2024/08/09,,0.00073,0.0031,,0.37,
2024/07/05,,0.00069,0.0042,,0.48,
2024/06/07,,0.00068,0.011,,0.081,
2024/05/18,,0.0007,0.0077,,0.073,
2024/04/20,,0.00082,0.0068,,0.22,
2024/03/12,,0.00074,0.0081,,0.18,
2024/02/02,,0.00076,0.016,,0.1,
2024/01/12,,0.00046,0.0022,,,0.045
2023/12/08,,0.00048,0.0093,,0.1,
2023/11/10,,0.0005,0.0075,,0.42,
2023/10/06,,0.00051,0.0047,,0.097,
2023/09/01,,0.00048,0.0054,,0.079,
2023/08/04,,0.00037,0.0045,,0.051,
2023/07/07,,0.00048,0.0092,,0.11,
2023/06/09,,0.00043,0.0056,,0.062,
2023/05/20,,0.00048,0.007,,0.071,
2023/04/21,,0.00046,0.0071,,0.056,
2023/03/03,,0.00041,0.0018,,,0.047
2023/02/03,,0.00033,0.0027,,0.063,
2023/01/13,,0.00046,0.0032,,0.052,
2022/12/02,,0.00051,0.0077,,0.078,
2022/11/12,,0.00043,0.0039,,0.087,
2022/10/07,,0.00052,0.0031,,0.093,
2022/09/16,,0.0005,0.0038,,0.16,
2022/08/25,,0.00049,0.003,,0.083,
2022/07/20,,0.00055,0.0058,,0.21,
2022/06/10,,0.00045,0.0082,,0.15,
2022/05/20,,0.00049,0.011,,0.088,
2022/04/21,,0.00052,0.0063,,0.15,
2022/03/04,,0.00049,0.0047,,0.068,
2022/02/04,,0.00056,0.007,,0.12,
2022/01/15,,,0.0034,,0.067,
2021/12/14,,,0.013,,0.073,
2021/11/04,,,0.0047,,,
2021/10/07,,,0.0059,,0.088,
2021/09/10,,,0.0058,,,
2021/08/06,,,0.0039,,0.075,
2021/07/14,,,0.0049,,0.22,
2021/06/10,,,0.0054,,0.1,
2021/05/18,,,0.0058,,0.078,
2021/04/24,,,0.0098,,0.067,
