File Creation Date,2025-12-05
Sampling Location,3km offshore of Ukedo River (T-D1)

Sea surface to a depth of 0.5 m,,,,,,,2 to 3 m above seabed,,,,
,Cs-134,,Cs-137,,H-3,,,Cs-134,,Cs-137,
Date and time of Sampling,Dt,ND,Dt,ND,Dt,ND,Date and time of Sampling,Dt,ND,Dt,ND
2024/8/26 8:11,,0.0013,0.0040,,,0.35,2024/8/13 8:00,,0.0013,0.0033,
2024/8/19 8:03,,0.0013,0.0036,,,0.36,2024/8/5 8:20,,0.0013,0.0034,
2024/8/13 8:00,,0.0013,0.0038,,1.2,,2024/7/29 8:02,,0.0013,0.0025,
2024/8/5 8:20,,0.0013,0.0028,,,0.36,2024/7/22 7:54,,0.0014,0.0025,
2024/7/29 8:02,,0.0012,0.0027,,,0.35,2024/7/16 7:54,,0.0014,0.0026,
2024/7/22 7:54,,0.0013,0.0025,,,0.36,2024/7/8 8:05,,0.0012,0.0027,
2024/7/16 7:54,,0.0014,0.0026,,,0.35,2024/7/2 8:06,,0.0013,0.0026,
2024/7/8 8:05,,0.0011,0.0041,,0.40,,2024/6/24 8:07,,0.0011,0.0050,
2024/7/2 8:06,,0.0013,0.0045,,,0.35,2024/6/17 7:58,,0.0012,0.0039,
2024/6/24 8:07,,0.0012,0.0055,,,0.34,2024/6/11 7:56,,0.0013,0.0057,
2024/6/17 7:58,,0.0012,0.0048,,,0.34,2024/6/6 8:15,,0.0013,0.0030,
2024/6/11 7:56,,0.0013,0.0053,,,0.073,2024/5/28 7:58,,0.0011,0.0031,
2024/6/6 8:15,,0.0011,0.0027,,,0.35,2024/5/20 8:05,,0.0012,0.0030,
2024/5/28 7:58,,0.0012,0.0039,,,0.35,2024/5/15 8:19,,0.0014,0.0047,
2024/5/20 8:05,,0.0014,0.0051,,,0.33,2024/5/10 7:54,,0.0012,0.0030,
2024/5/15 8:19,,0.0013,0.0027,,,0.069,2024/4/29 7:42,,0.0011,0.0042,
2024/5/10 7:54,,0.0012,0.0028,,,0.32,2024/4/22 8:21,,0.0013,0.0060,
