File Creation Date,2025-05-30
Sampling Location,

Surface layer,,,,
,Cs-134,,Cs-137,
Date and time of Sampling,Dt,ND,Dt,ND
2024/07/23,,1,,1
2024/05/08,,1,,1
2023/07/25,,1,,1
2023/05/10,,1,,1
2022/07/26,,1,,1
2022/05/11,,1,,1
2021/07/19,,1,,1
2021/05/12,,1,,1
