begperiod,station,org,depth,Cs-134,Cs-134_nd,Cs-137,Cs-137_nd,H-3,H-3_nd,lon,lat
2021-09-08 06:22,T-0-1A,TEPCO,0.5 m,,0.44,,0.74,,0.92,141.0466667,37.43055556
2021-09-13 06:17,T-0-1A,TEPCO,0.5 m,,0.64,,0.73,,0.91,141.0466667,37.43055556
2021-09-20 06:23,T-0-1A,TEPCO,0.5 m,,0.86,,0.55,,0.84,141.0466667,37.43055556
2021-09-27 06:23,T-0-1A,TEPCO,0.5 m,,0.69,,0.73,,0.85,141.0466667,37.43055556
2021-10-04 06:31,T-0-1A,TEPCO,0.5 m,,0.84,,0.64,,0.84,141.0466667,37.43055556
2021-10-11 06:33,T-0-1A,TEPCO,0.5 m,,0.6,,0.81,,0.83,141.0466667,37.43055556
2021-10-18 06:39,T-0-1A,TEPCO,0.5 m,,0.56,,0.6,,0.92,141.0466667,37.43055556
2021-10-25 06:37,T-0-1A,TEPCO,0.5 m,,0.7,,0.84,,0.85,141.0466667,37.43055556
2021-11-01 06:34,T-0-1A,TEPCO,0.5 m,,0.75,,0.51,,0.83,141.0466667,37.43055556
2021-11-08 06:30,T-0-1A,TEPCO,0.5 m,,0.53,,0.77,,0.89,141.0466667,37.43055556
2021-11-15 06:53,T-0-1A,TEPCO,0.5 m,,0.71,,0.76,,0.94,141.0466667,37.43055556
2021-11-22 06:38,T-0-1A,TEPCO,0.5 m,,0.56,,0.76,,0.91,141.0466667,37.43055556
2021-11-29 06:38,T-0-1A,TEPCO,0.5 m,,0.59,,0.6,,0.89,141.0466667,37.43055556
2021-12-06 06:33,T-0-1A,TEPCO,0.5 m,,0.67,,0.95,,0.85,141.0466667,37.43055556
2021-12-17 06:38,T-0-1A,TEPCO,0.5 m,,0.52,,0.83,,0.8,141.0466667,37.43055556
2021-12-20 06:39,T-0-1A,TEPCO,0.5 m,,0.62,,0.88,,0.86,141.0466667,37.43055556
2021-12-27 06:26,T-0-1A,TEPCO,0.5 m,,0.69,,0.67,,0.97,141.0466667,37.43055556
2022-01-03 06:32,T-0-1A,TEPCO,0.5 m,,0.68,,0.67,,0.88,141.0466667,37.43055556
2022-01-10 06:22,T-0-1A,TEPCO,0.5 m,,0.66,,0.65,,0.89,141.0466667,37.43055556
2022-01-17 06:30,T-0-1A,TEPCO,0.5 m,,0.85,,0.83,,0.88,141.0466667,37.43055556
2022-01-24 06:36,T-0-1A,TEPCO,0.5 m,,0.59,,0.8,,0.89,141.0466667,37.43055556
2022-01-31 06:32,T-0-1A,TEPCO,0.5 m,,0.78,,0.6,,0.89,141.0466667,37.43055556
2022-02-07 06:32,T-0-1A,TEPCO,0.5 m,,0.83,,0.62,,0.94,141.0466667,37.43055556
2022-02-14 06:42,T-0-1A,TEPCO,0.5 m,,0.55,,0.62,,0.92,141.0466667,37.43055556
2022-02-21 06:34,T-0-1A,TEPCO,0.5 m,,0.61,,0.67,,0.96,141.0466667,37.43055556
2022-02-28 06:22,T-0-1A,TEPCO,0.5 m,,0.81,,0.7,,0.9,141.0466667,37.43055556
2022-03-07 06:22,T-0-1A,TEPCO,0.5 m,,0.63,,0.83,,0.91,141.0466667,37.43055556
2022-03-14 06:19,T-0-1A,TEPCO,0.5 m,,0.75,,0.66,,0.9,141.0466667,37.43055556
2022-03-21 06:19,T-0-1A,TEPCO,0.5 m,,0.6,,0.72,,0.87,141.0466667,37.43055556
2022-03-28 06:42,T-0-1A,TEPCO,0.5 m,,0.82,,0.6,,0.87,141.0466667,37.43055556
2022-04-04 06:40,T-0-1A,TEPCO,0.5 m,,0.47,,0.66,,0.88,141.0466667,37.43055556
2022-04-11 06:27,T-0-1A,TEPCO,0.5 m,,0.5,,0.54,,0.91,141.0466667,37.43055556
2022-04-20 06:59,T-0-1A,TEPCO,0.5 m,,0.3,,0.32,,0.38,141.0466667,37.43055556
2022-04-25 07:08,T-0-1A,TEPCO,0.5 m,,0.23,,0.31,,0.38,141.0466667,37.43055556
2022-05-02 06:54,T-0-1A,TEPCO,0.5 m,,0.31,,0.33,,0.37,141.0466667,37.43055556
2022-05-09 06:49,T-0-1A,TEPCO,0.5 m,,0.28,,0.3,,0.37,141.0466667,37.43055556
2022-05-16 07:06,T-0-1A,TEPCO,0.5 m,,0.29,,0.25,,0.38,141.0466667,37.43055556
2022-05-23 06:55,T-0-1A,TEPCO,0.5 m,,0.3,,0.32,,0.37,141.0466667,37.43055556
2022-05-30 07:02,T-0-1A,TEPCO,0.5 m,,0.26,,0.32,,0.39,141.0466667,37.43055556
2022-06-10 07:11,T-0-1A,TEPCO,0.5 m,,0.34,,0.27,,0.38,141.0466667,37.43055556
2022-06-13 07:00,T-0-1A,TEPCO,0.5 m,,0.26,,0.3,,0.38,141.0466667,37.43055556
2022-06-20 07:00,T-0-1A,TEPCO,0.5 m,,0.3,,0.27,,0.39,141.0466667,37.43055556
2022-06-27 07:05,T-0-1A,TEPCO,0.5 m,,0.22,,0.31,,0.34,141.0466667,37.43055556
2022-07-04 07:42,T-0-1A,TEPCO,0.5 m,,0.3,,0.34,,0.39,141.0466667,37.43055556
2022-07-14 06:50,T-0-1A,TEPCO,0.5 m,,0.32,,0.32,,0.38,141.0466667,37.43055556
2022-07-18 07:35,T-0-1A,TEPCO,0.5 m,,0.26,,0.31,,0.38,141.0466667,37.43055556
2022-07-25 06:47,T-0-1A,TEPCO,0.5 m,,0.23,,0.37,,0.38,141.0466667,37.43055556
2022-08-01 06:54,T-0-1A,TEPCO,0.5 m,,0.34,,0.33,,0.34,141.0466667,37.43055556
2022-08-08 06:48,T-0-1A,TEPCO,0.5 m,,0.28,,0.3,,0.34,141.0466667,37.43055556
2022-08-17 07:45,T-0-1A,TEPCO,0.5 m,,0.28,,0.29,,0.35,141.0466667,37.43055556
2022-08-22 07:05,T-0-1A,TEPCO,0.5 m,,0.34,,0.33,,0.35,141.0466667,37.43055556
2022-08-29 07:00,T-0-1A,TEPCO,0.5 m,,0.28,,0.34,,0.34,141.0466667,37.43055556
2022-09-05 06:52,T-0-1A,TEPCO,0.5 m,,0.31,,0.36,,0.33,141.0466667,37.43055556
2022-09-12 07:02,T-0-1A,TEPCO,0.5 m,,0.18,,0.29,,0.34,141.0466667,37.43055556
2022-09-19 08:05,T-0-1A,TEPCO,0.5 m,,0.23,,0.27,,0.35,141.0466667,37.43055556
2022-09-26 07:17,T-0-1A,TEPCO,0.5 m,,0.25,,0.35,,0.34,141.0466667,37.43055556
2022-10-03 07:10,T-0-1A,TEPCO,0.5 m,,0.31,,0.24,,0.36,141.0466667,37.43055556
2022-10-12 07:04,T-0-1A,TEPCO,0.5 m,,0.33,,0.37,,0.36,141.0466667,37.43055556
2022-10-17 07:54,T-0-1A,TEPCO,0.5 m,,0.23,,0.28,,0.36,141.0466667,37.43055556
2022-10-24 07:07,T-0-1A,TEPCO,0.5 m,,0.23,,0.29,,0.38,141.0466667,37.43055556
2022-10-31 07:08,T-0-1A,TEPCO,0.5 m,,0.3,,0.28,,0.36,141.0466667,37.43055556
2022-11-07 07:07,T-0-1A,TEPCO,0.5 m,,0.34,,0.33,,0.34,141.0466667,37.43055556
2022-11-14 07:25,T-0-1A,TEPCO,0.5 m,,0.25,,0.31,,0.33,141.0466667,37.43055556
2022-11-21 07:17,T-0-1A,TEPCO,0.5 m,,0.29,,0.31,,0.34,141.0466667,37.43055556
2022-11-28 07:02,T-0-1A,TEPCO,0.5 m,,0.29,,0.28,,0.34,141.0466667,37.43055556
2022-12-05 07:04,T-0-1A,TEPCO,0.5 m,,0.24,,0.3,,0.34,141.0466667,37.43055556
2022-12-12 07:03,T-0-1A,TEPCO,0.5 m,,0.23,,0.33,,0.35,141.0466667,37.43055556
2022-12-19 07:12,T-0-1A,TEPCO,0.5 m,,0.24,,0.28,,0.35,141.0466667,37.43055556
2022-12-26 07:07,T-0-1A,TEPCO,0.5 m,,0.36,,0.25,,0.35,141.0466667,37.43055556
2023-01-02 07:37,T-0-1A,TEPCO,0.5 m,,0.27,,0.32,,0.34,141.0466667,37.43055556
2023-01-09 07:07,T-0-1A,TEPCO,0.5 m,,0.27,,0.26,,0.35,141.0466667,37.43055556
2023-01-18 07:07,T-0-1A,TEPCO,0.5 m,,0.3,,0.26,,0.36,141.0466667,37.43055556
2023-01-23 07:07,T-0-1A,TEPCO,0.5 m,,0.3,,0.29,,0.36,141.0466667,37.43055556
2023-01-30 07:03,T-0-1A,TEPCO,0.5 m,,0.37,,0.34,,0.36,141.0466667,37.43055556
2023-02-06 07:03,T-0-1A,TEPCO,0.5 m,,0.25,,0.21,,0.36,141.0466667,37.43055556
2023-02-13 07:41,T-0-1A,TEPCO,0.5 m,,0.25,,0.3,,0.34,141.0466667,37.43055556
2023-02-20 07:10,T-0-1A,TEPCO,0.5 m,,0.3,,0.34,,0.35,141.0466667,37.43055556
2023-02-27 07:01,T-0-1A,TEPCO,0.5 m,,0.31,,0.28,,0.35,141.0466667,37.43055556
2023-03-06 07:18,T-0-1A,TEPCO,0.5 m,,0.3,,0.25,,0.36,141.0466667,37.43055556
2023-03-13 07:33,T-0-1A,TEPCO,0.5 m,,0.33,,0.28,,0.34,141.0466667,37.43055556
2023-03-20 07:08,T-0-1A,TEPCO,0.5 m,,0.32,,0.27,,0.35,141.0466667,37.43055556
2023-03-27 07:08,T-0-1A,TEPCO,0.5 m,,0.3,,0.34,,0.36,141.0466667,37.43055556
2023-04-03 07:26,T-0-1A,TEPCO,0.5 m,,0.4,,0.32,,0.35,141.0466667,37.43055556
2023-04-10 07:06,T-0-1A,TEPCO,0.5 m,,0.38,,0.36,,0.34,141.0466667,37.43055556
2023-04-17 07:10,T-0-1A,TEPCO,0.5 m,,0.32,,0.31,,0.34,141.0466667,37.43055556
2023-04-24 07:12,T-0-1A,TEPCO,0.5 m,,0.37,,0.3,,0.35,141.0466667,37.43055556
2023-05-01 06:58,T-0-1A,TEPCO,0.5 m,,0.38,,0.27,,0.35,141.0466667,37.43055556
2023-05-10 07:09,T-0-1A,TEPCO,0.5 m,,0.35,,0.21,,0.35,141.0466667,37.43055556
2023-05-15 07:19,T-0-1A,TEPCO,0.5 m,,0.27,,0.27,,0.36,141.0466667,37.43055556
2023-05-22 07:00,T-0-1A,TEPCO,0.5 m,,0.3,,0.29,,0.36,141.0466667,37.43055556
2023-05-29 07:16,T-0-1A,TEPCO,0.5 m,,0.3,,0.29,,0.35,141.0466667,37.43055556
2023-06-05 07:10,T-0-1A,TEPCO,0.5 m,,0.28,,0.28,,0.35,141.0466667,37.43055556
2023-06-12 07:10,T-0-1A,TEPCO,0.5 m,,0.31,,0.27,,0.35,141.0466667,37.43055556
2023-06-19 07:38,T-0-1A,TEPCO,0.5 m,,0.34,,0.33,,0.073,141.0466667,37.43055556
2023-06-26 07:15,T-0-1A,TEPCO,0.5 m,,0.3,,0.34,,0.35,141.0466667,37.43055556
2023-07-03 07:25,T-0-1A,TEPCO,0.5 m,,0.38,,0.29,,0.37,141.0466667,37.43055556
2023-07-10 07:39,T-0-1A,TEPCO,0.5 m,,0.33,,0.29,,0.087,141.0466667,37.43055556
2023-07-17 07:10,T-0-1A,TEPCO,0.5 m,,0.36,,0.27,,0.36,141.0466667,37.43055556
2023-07-24 07:47,T-0-1A,TEPCO,0.5 m,,0.33,,0.3,,0.36,141.0466667,37.43055556
2023-07-31 06:53,T-0-1A,TEPCO,0.5 m,,0.37,,0.24,,0.36,141.0466667,37.43055556
2023-08-07 07:14,T-0-1A,TEPCO,0.5 m,,0.34,,0.32,,0.35,141.0466667,37.43055556
2023-08-14 07:33,T-0-1A,TEPCO,0.5 m,,0.33,,0.28,,0.076,141.0466667,37.43055556
2023-08-21 06:44,T-0-1A,TEPCO,0.5 m,,0.35,,0.27,,0.34,141.0466667,37.43055556
2023-08-24 15:58,T-0-1A,TEPCO,0.5 m,,,,,2.6,,141.0466667,37.43055556
2023-08-26 07:34,T-0-1A,TEPCO,0.5 m,,,,,0.087,,141.0466667,37.43055556
2023-08-30 07:56,T-0-1A,TEPCO,0.5 m,,0.3,,0.3,0.43,,141.0466667,37.43055556
2023-09-04 07:27,T-0-1A,TEPCO,0.5 m,,0.37,,0.27,,0.33,141.0466667,37.43055556
2023-09-11 07:05,T-0-1A,TEPCO,0.5 m,,0.28,,0.32,0.12,,141.0466667,37.43055556
2023-09-18 07:42,T-0-1A,TEPCO,0.5 m,,0.26,,0.32,,0.34,141.0466667,37.43055556
2023-09-25 07:04,T-0-1A,TEPCO,0.5 m,,0.3,,0.3,,0.35,141.0466667,37.43055556
2023-10-02 07:08,T-0-1A,TEPCO,0.5 m,,0.31,,0.23,,0.35,141.0466667,37.43055556
2023-10-05 14:22,T-0-1A,TEPCO,0.5 m,,,,,5.2,,141.0466667,37.43055556
2023-10-09 07:31,T-0-1A,TEPCO,0.5 m,,0.31,,0.25,12,,141.0466667,37.43055556
2023-10-16 07:44,T-0-1A,TEPCO,0.5 m,,0.34,,0.31,14,,141.0466667,37.43055556
2023-10-23 07:30,T-0-1A,TEPCO,0.5 m,,0.33,,0.35,0.71,,141.0466667,37.43055556
2023-11-01 07:33,T-0-1A,TEPCO,0.5 m,,0.33,,0.3,,0.34,141.0466667,37.43055556
2023-11-02 14:15,T-0-1A,TEPCO,0.5 m,,,,,6.9,,141.0466667,37.43055556
2023-11-06 07:18,T-0-1A,TEPCO,0.5 m,,0.36,,0.34,9.5,,141.0466667,37.43055556
2023-11-13 07:10,T-0-1A,TEPCO,0.5 m,,0.33,,0.25,0.14,,141.0466667,37.43055556
2023-11-20 07:18,T-0-1A,TEPCO,0.5 m,,0.36,,0.29,1,,141.0466667,37.43055556
2023-11-27 07:28,T-0-1A,TEPCO,0.5 m,,0.31,,0.31,,0.33,141.0466667,37.43055556
2023-12-04 07:30,T-0-1A,TEPCO,0.5 m,,0.3,,0.31,,0.33,141.0466667,37.43055556
2023-12-11 07:30,T-0-1A,TEPCO,0.5 m,,0.31,,0.28,,0.073,141.0466667,37.43055556
2023-12-18 07:30,T-0-1A,TEPCO,0.5 m,,0.33,,0.26,,0.35,141.0466667,37.43055556
2023-12-25 07:25,T-0-1A,TEPCO,0.5 m,,0.27,,0.2,,0.34,141.0466667,37.43055556
2024-01-03 07:50,T-0-1A,TEPCO,0.5 m,,0.3,,0.26,,0.35,141.0466667,37.43055556
2024-01-08 07:43,T-0-1A,TEPCO,0.5 m,,0.33,,0.32,0.21,,141.0466667,37.43055556
2024-01-15 07:26,T-0-1A,TEPCO,0.5 m,,0.3,,0.25,,0.33,141.0466667,37.43055556
2024-01-24 07:52,T-0-1A,TEPCO,0.5 m,,0.3,,0.37,,0.34,141.0466667,37.43055556
2024-01-29 07:51,T-0-1A,TEPCO,0.5 m,,0.36,,0.31,,0.33,141.0466667,37.43055556
2024-02-05 07:54,T-0-1A,TEPCO,0.5 m,,0.36,,0.33,,0.32,141.0466667,37.43055556
2024-02-12 07:25,T-0-1A,TEPCO,0.5 m,,0.31,,0.24,0.081,,141.0466667,37.43055556
2024-02-19 07:41,T-0-1A,TEPCO,0.5 m,,0.33,,0.32,,0.32,141.0466667,37.43055556
2024-02-26 07:14,T-0-1A,TEPCO,0.5 m,,0.37,,0.31,,0.33,141.0466667,37.43055556
2024-03-01 07:40,T-0-1A,TEPCO,0.5 m,,,,,,0.34,141.0466667,37.43055556
2024-03-04 08:07,T-0-1A,TEPCO,0.5 m,,0.36,,0.37,,0.34,141.0466667,37.43055556
2024-03-11 08:06,T-0-1A,TEPCO,0.5 m,,0.31,,0.28,6.6,,141.0466667,37.43055556
2024-03-19 07:25,T-0-1A,TEPCO,0.5 m,,0.34,,0.3,,0.34,141.0466667,37.43055556
2024-03-25 07:32,T-0-1A,TEPCO,0.5 m,,0.24,,0.31,,0.33,141.0466667,37.43055556
2024-04-01 08:03,T-0-1A,TEPCO,0.5 m,,0.34,,0.34,,0.32,141.0466667,37.43055556
2024-04-08 07:48,T-0-1A,TEPCO,0.5 m,,0.34,,0.27,,0.069,141.0466667,37.43055556
2024-04-15 07:10,T-0-1A,TEPCO,0.5 m,,0.35,,0.27,,0.33,141.0466667,37.43055556
2024-04-20 06:48,T-0-1A,TEPCO,0.5 m,,,,,,0.34,141.0466667,37.43055556
2024-04-22 07:23,T-0-1A,TEPCO,0.5 m,,0.31,,0.31,,0.34,141.0466667,37.43055556
2024-04-29 07:15,T-0-1A,TEPCO,0.5 m,,0.38,,0.34,1.2,,141.0466667,37.43055556
2024-05-06 07:45,T-0-1A,TEPCO,0.5 m,,0.33,,0.32,9.4,,141.0466667,37.43055556
2024-05-14 08:24,T-0-1A,TEPCO,0.5 m,,0.3,,0.31,,,141.0466667,37.43055556
2024-05-17 14:13,T-0-1A,TEPCO,0.5 m,,,,,1.1,,141.0466667,37.43055556
2024-05-20 07:03,T-0-1A,TEPCO,0.5 m,,0.38,,0.3,,0.33,141.0466667,37.43055556
2024-05-28 08:23,T-0-1A,TEPCO,0.5 m,,0.33,,0.31,,0.34,141.0466667,37.43055556
2024-06-03 07:20,T-0-1A,TEPCO,0.5 m,,0.31,,0.2,,0.34,141.0466667,37.43055556
2024-06-10 07:16,T-0-1A,TEPCO,0.5 m,,0.36,,0.33,,,141.0466667,37.43055556
2024-06-17 07:19,T-0-1A,TEPCO,0.5 m,,0.27,,0.25,,0.34,141.0466667,37.43055556
2024-06-24 07:30,T-0-1A,TEPCO,0.5 m,,0.31,,0.32,,0.34,141.0466667,37.43055556
2024-07-01 07:29,T-0-1A,TEPCO,0.5 m,,0.35,,0.34,,0.35,141.0466667,37.43055556
2024-07-08 07:39,T-0-1A,TEPCO,0.5 m,,0.32,,0.34,,,141.0466667,37.43055556
2024-07-15 07:08,T-0-1A,TEPCO,0.5 m,,0.37,,0.26,,,141.0466667,37.43055556
2024-07-22 07:05,T-0-1A,TEPCO,0.5 m,,0.39,,0.26,,,141.0466667,37.43055556
2021-03-24 07:20,T-0-2,TEPCO,0.5 m,,0.85,,0.62,,0.91,141.0466667,37.42333333
2021-03-31 07:32,T-0-2,TEPCO,0.5 m,,0.69,,0.65,,0.93,141.0466667,37.42333333
2021-04-07 07:18,T-0-2,TEPCO,0.5 m,,0.71,,0.78,0.85,,141.0466667,37.42333333
2021-04-12 07:15,T-0-2,TEPCO,0.5 m,,0.39,,0.61,,0.9,141.0466667,37.42333333
2021-04-19 07:18,T-0-2,TEPCO,0.5 m,,0.77,,0.62,,0.93,141.0466667,37.42333333
2021-04-26 07:12,T-0-2,TEPCO,0.5 m,,0.91,,0.68,,0.89,141.0466667,37.42333333
2021-05-03 06:49,T-0-2,TEPCO,0.5 m,,0.62,,0.64,1,,141.0466667,37.42333333
2021-05-10 06:45,T-0-2,TEPCO,0.5 m,,0.76,,0.65,0.96,,141.0466667,37.42333333
2021-05-19 07:10,T-0-2,TEPCO,0.5 m,,0.81,,0.55,,0.92,141.0466667,37.42333333
2021-05-24 07:10,T-0-2,TEPCO,0.5 m,,0.76,,0.78,,0.93,141.0466667,37.42333333
2021-05-31 06:50,T-0-2,TEPCO,0.5 m,,0.66,,0.7,,0.96,141.0466667,37.42333333
2021-06-07 06:15,T-0-2,TEPCO,0.5 m,,0.61,,0.7,,0.91,141.0466667,37.42333333
2021-06-14 06:25,T-0-2,TEPCO,0.5 m,,0.79,,0.47,,0.89,141.0466667,37.42333333
2021-06-21 06:20,T-0-2,TEPCO,0.5 m,,0.57,,0.7,,0.93,141.0466667,37.42333333
2021-06-28 06:20,T-0-2,TEPCO,0.5 m,,0.74,,0.65,,0.86,141.0466667,37.42333333
2021-07-05 06:22,T-0-2,TEPCO,0.5 m,,0.81,,0.65,,0.99,141.0466667,37.42333333
2021-07-12 06:19,T-0-2,TEPCO,0.5 m,,0.73,,0.58,,0.84,141.0466667,37.42333333
2021-07-19 06:26,T-0-2,TEPCO,0.5 m,,0.63,,0.65,,0.97,141.0466667,37.42333333
2021-07-26 06:20,T-0-2,TEPCO,0.5 m,,0.67,,0.65,,0.9,141.0466667,37.42333333
2021-08-02 06:25,T-0-2,TEPCO,0.5 m,,0.56,,0.6,,0.83,141.0466667,37.42333333
2021-08-09 06:25,T-0-2,TEPCO,0.5 m,,0.57,,0.67,1.2,,141.0466667,37.42333333
2021-08-18 06:26,T-0-2,TEPCO,0.5 m,,0.7,,0.48,,0.93,141.0466667,37.42333333
2021-08-23 06:30,T-0-2,TEPCO,0.5 m,,0.53,,0.73,,0.93,141.0466667,37.42333333
2021-08-30 06:26,T-0-2,TEPCO,0.5 m,,0.86,,0.8,0.9,,141.0466667,37.42333333
2021-09-08 06:25,T-0-2,TEPCO,0.5 m,,0.64,,0.74,,0.86,141.0466667,37.42333333
2021-09-13 06:20,T-0-2,TEPCO,0.5 m,,0.78,,0.7,,0.91,141.0466667,37.42333333
2021-09-20 06:26,T-0-2,TEPCO,0.5 m,,0.79,,0.74,,0.84,141.0466667,37.42333333
2021-09-27 06:26,T-0-2,TEPCO,0.5 m,,0.72,,0.68,,0.85,141.0466667,37.42333333
2021-10-04 06:33,T-0-2,TEPCO,0.5 m,,0.79,,0.65,,0.84,141.0466667,37.42333333
2021-10-11 06:36,T-0-2,TEPCO,0.5 m,,0.68,,0.69,,0.83,141.0466667,37.42333333
2021-10-18 06:42,T-0-2,TEPCO,0.5 m,,0.58,,0.65,,0.92,141.0466667,37.42333333
2021-10-25 06:40,T-0-2,TEPCO,0.5 m,,0.66,,0.75,,0.86,141.0466667,37.42333333
2021-11-01 06:37,T-0-2,TEPCO,0.5 m,,0.76,,0.7,,0.83,141.0466667,37.42333333
2021-11-08 06:33,T-0-2,TEPCO,0.5 m,,0.44,,0.79,,0.89,141.0466667,37.42333333
2021-11-15 06:56,T-0-2,TEPCO,0.5 m,,0.57,,0.7,,0.95,141.0466667,37.42333333
2021-11-22 06:41,T-0-2,TEPCO,0.5 m,,0.66,,0.9,,0.92,141.0466667,37.42333333
2021-11-29 06:41,T-0-2,TEPCO,0.5 m,,0.48,,0.7,,0.89,141.0466667,37.42333333
2021-12-06 06:36,T-0-2,TEPCO,0.5 m,,0.47,,0.69,,0.84,141.0466667,37.42333333
2021-12-17 06:41,T-0-2,TEPCO,0.5 m,,0.5,,0.65,,0.81,141.0466667,37.42333333
2021-12-20 06:42,T-0-2,TEPCO,0.5 m,,0.64,,0.84,,0.85,141.0466667,37.42333333
2021-12-27 06:29,T-0-2,TEPCO,0.5 m,,0.5,,0.84,,0.96,141.0466667,37.42333333
2022-01-03 06:35,T-0-2,TEPCO,0.5 m,,0.63,,0.66,,0.88,141.0466667,37.42333333
2022-01-10 06:25,T-0-2,TEPCO,0.5 m,,0.53,,0.72,,0.9,141.0466667,37.42333333
2022-01-17 06:32,T-0-2,TEPCO,0.5 m,,0.44,,0.64,,0.87,141.0466667,37.42333333
2022-01-24 06:38,T-0-2,TEPCO,0.5 m,,0.66,,0.69,,0.89,141.0466667,37.42333333
2022-01-31 06:35,T-0-2,TEPCO,0.5 m,,0.66,,0.66,,0.88,141.0466667,37.42333333
2022-02-07 06:35,T-0-2,TEPCO,0.5 m,,0.49,,0.55,,0.94,141.0466667,37.42333333
2022-02-14 06:45,T-0-2,TEPCO,0.5 m,,0.56,,0.65,,0.94,141.0466667,37.42333333
2022-02-21 06:36,T-0-2,TEPCO,0.5 m,,0.56,,0.85,,0.95,141.0466667,37.42333333
2022-02-28 06:24,T-0-2,TEPCO,0.5 m,,0.59,,0.51,,0.9,141.0466667,37.42333333
2022-03-07 06:25,T-0-2,TEPCO,0.5 m,,0.59,,0.6,,0.92,141.0466667,37.42333333
2022-03-14 06:21,T-0-2,TEPCO,0.5 m,,0.47,,0.76,,0.9,141.0466667,37.42333333
2022-03-21 06:22,T-0-2,TEPCO,0.5 m,,0.52,,0.73,,0.86,141.0466667,37.42333333
2022-03-28 06:45,T-0-2,TEPCO,0.5 m,,0.72,,0.6,,0.87,141.0466667,37.42333333
2022-04-04 06:43,T-0-2,TEPCO,0.5 m,,0.76,,0.8,,0.88,141.0466667,37.42333333
2022-04-11 06:30,T-0-2,TEPCO,0.5 m,,0.44,,0.73,,0.91,141.0466667,37.42333333
2022-04-20 07:42,T-0-2,TEPCO,0.5 m,,0.27,,0.29,0.52,,141.0466667,37.42333333
2022-04-25 07:52,T-0-2,TEPCO,0.5 m,,0.27,,0.25,,0.32,141.0466667,37.42333333
2022-05-02 07:38,T-0-2,TEPCO,0.5 m,,0.29,,0.33,,0.33,141.0466667,37.42333333
2022-05-09 07:31,T-0-2,TEPCO,0.5 m,,0.28,,0.26,,0.33,141.0466667,37.42333333
2022-05-16 07:48,T-0-2,TEPCO,0.5 m,,0.25,,0.29,,0.32,141.0466667,37.42333333
2022-05-23 07:40,T-0-2,TEPCO,0.5 m,,0.27,,0.26,,0.33,141.0466667,37.42333333
2022-05-30 07:47,T-0-2,TEPCO,0.5 m,,0.26,,0.31,,0.33,141.0466667,37.42333333
2022-06-10 07:56,T-0-2,TEPCO,0.5 m,,0.24,,0.31,,0.34,141.0466667,37.42333333
2022-06-13 07:40,T-0-2,TEPCO,0.5 m,,0.21,,0.26,,0.3,141.0466667,37.42333333
2022-06-20 07:43,T-0-2,TEPCO,0.5 m,,0.31,,0.31,,0.32,141.0466667,37.42333333
2022-06-27 07:50,T-0-2,TEPCO,0.5 m,,0.31,,0.33,,0.32,141.0466667,37.42333333
2022-07-04 08:25,T-0-2,TEPCO,0.5 m,,0.29,,0.27,,0.32,141.0466667,37.42333333
2022-07-14 07:37,T-0-2,TEPCO,0.5 m,,0.23,,0.23,0.48,,141.0466667,37.42333333
2022-07-18 08:26,T-0-2,TEPCO,0.5 m,,0.33,,0.27,,0.33,141.0466667,37.42333333
2022-07-25 07:28,T-0-2,TEPCO,0.5 m,,0.31,,0.37,,0.32,141.0466667,37.42333333
2022-08-01 07:38,T-0-2,TEPCO,0.5 m,,0.3,,0.24,,0.32,141.0466667,37.42333333
2022-08-08 07:30,T-0-2,TEPCO,0.5 m,,0.31,,0.3,,0.32,141.0466667,37.42333333
2022-08-17 08:32,T-0-2,TEPCO,0.5 m,,0.29,,0.31,,0.31,141.0466667,37.42333333
2022-08-22 07:50,T-0-2,TEPCO,0.5 m,,0.3,,0.28,,0.32,141.0466667,37.42333333
2022-08-29 07:45,T-0-2,TEPCO,0.5 m,,0.28,,0.29,,0.33,141.0466667,37.42333333
2022-09-05 07:36,T-0-2,TEPCO,0.5 m,,0.3,,0.28,,0.33,141.0466667,37.42333333
2022-09-12 07:47,T-0-2,TEPCO,0.5 m,,0.25,,0.31,,0.31,141.0466667,37.42333333
2022-09-19 07:17,T-0-2,TEPCO,0.5 m,,0.31,,0.28,,0.32,141.0466667,37.42333333
2022-09-26 08:05,T-0-2,TEPCO,0.5 m,,0.26,,0.23,,0.33,141.0466667,37.42333333
2022-10-03 07:56,T-0-2,TEPCO,0.5 m,,0.22,,0.28,,0.32,141.0466667,37.42333333
2022-10-12 07:53,T-0-2,TEPCO,0.5 m,,0.24,,0.31,,0.32,141.0466667,37.42333333
2022-10-17 07:05,T-0-2,TEPCO,0.5 m,,0.32,,0.32,,0.34,141.0466667,37.42333333
2022-10-24 07:59,T-0-2,TEPCO,0.5 m,,0.3,,0.36,,0.32,141.0466667,37.42333333
2022-10-31 07:59,T-0-2,TEPCO,0.5 m,,0.27,,0.28,,0.32,141.0466667,37.42333333
2022-11-07 07:53,T-0-2,TEPCO,0.5 m,,0.23,,0.22,,0.33,141.0466667,37.42333333
2022-11-14 08:04,T-0-2,TEPCO,0.5 m,,0.24,,0.29,,0.31,141.0466667,37.42333333
2022-11-21 08:05,T-0-2,TEPCO,0.5 m,,0.24,,0.24,,0.32,141.0466667,37.42333333
2022-11-28 07:49,T-0-2,TEPCO,0.5 m,,0.29,,0.33,,0.33,141.0466667,37.42333333
