begperiod,station,org,depth,Cs-134,Cs-134_nd,Cs-137,Cs-137_nd,H-3,H-3_nd,lon,lat
2023-03-20 08:50,T-2,TEPCO,0.5 m,0.0021,,0.11,,,0.33,141.0336111,37.41583333
2023-03-21 06:40,T-2,TEPCO,0.5 m,,0.96,,0.86,,,141.0336111,37.41583333
2023-03-22 07:50,T-2,TEPCO,0.5 m,,0.67,,0.73,,,141.0336111,37.41583333
2023-03-23 08:45,T-2,TEPCO,0.5 m,,0.85,,0.75,,0.32,141.0336111,37.41583333
2023-03-24 08:53,T-2,TEPCO,0.5 m,,0.86,,0.65,,,141.0336111,37.41583333
2023-03-25 08:50,T-2,TEPCO,0.5 m,,0.63,,0.81,,,141.0336111,37.41583333
2023-03-26 08:50,T-2,TEPCO,0.5 m,,0.61,,0.51,,,141.0336111,37.41583333
2023-03-27 08:30,T-2,TEPCO,0.5 m,0.0062,,0.29,,,0.33,141.0336111,37.41583333
2023-03-28 06:20,T-2,TEPCO,0.5 m,,0.8,,0.71,,,141.0336111,37.41583333
2023-03-29 06:26,T-2,TEPCO,0.5 m,,0.69,,0.75,,,141.0336111,37.41583333
2023-03-30 06:35,T-2,TEPCO,0.5 m,,0.73,,0.74,,0.34,141.0336111,37.41583333
2023-03-31 06:43,T-2,TEPCO,0.5 m,,0.75,,0.74,,,141.0336111,37.41583333
2023-04-01 06:38,T-2,TEPCO,0.5 m,,0.75,,0.91,,,141.0336111,37.41583333
2023-04-02 09:00,T-2,TEPCO,0.5 m,,0.75,,0.68,,,141.0336111,37.41583333
2023-04-03 07:40,T-2,TEPCO,0.5 m,,0.0012,0.014,,,0.3,141.0336111,37.41583333
2023-04-04 06:55,T-2,TEPCO,0.5 m,,0.86,,0.69,,,141.0336111,37.41583333
2023-04-05 08:35,T-2,TEPCO,0.5 m,,0.91,,0.74,,,141.0336111,37.41583333
2023-04-06 06:35,T-2,TEPCO,0.5 m,,0.78,,0.76,,0.35,141.0336111,37.41583333
2023-04-07 06:33,T-2,TEPCO,0.5 m,,0.8,,0.65,,,141.0336111,37.41583333
2023-04-08 06:43,T-2,TEPCO,0.5 m,,0.72,,0.76,,,141.0336111,37.41583333
2023-04-09 08:45,T-2,TEPCO,0.5 m,,0.79,,0.74,,,141.0336111,37.41583333
2023-04-10 08:45,T-2,TEPCO,0.5 m,,0.0011,0.024,,,0.33,141.0336111,37.41583333
2023-04-11 06:50,T-2,TEPCO,0.5 m,,0.97,,0.74,,,141.0336111,37.41583333
2023-04-12 08:45,T-2,TEPCO,0.5 m,,0.75,,0.68,,,141.0336111,37.41583333
2023-04-13 06:35,T-2,TEPCO,0.5 m,,0.75,,0.74,,0.31,141.0336111,37.41583333
2023-04-14 08:52,T-2,TEPCO,0.5 m,,0.75,,0.68,,,141.0336111,37.41583333
2023-04-15 06:45,T-2,TEPCO,0.5 m,,0.64,,0.83,,,141.0336111,37.41583333
2023-04-16 08:30,T-2,TEPCO,0.5 m,,0.75,,0.74,,,141.0336111,37.41583333
2023-04-17 08:10,T-2,TEPCO,0.5 m,,0.0012,0.018,,,0.28,141.0336111,37.41583333
2023-04-18 06:35,T-2,TEPCO,0.5 m,,0.86,,0.75,,,141.0336111,37.41583333
2023-04-19 09:10,T-2,TEPCO,0.5 m,,0.91,,0.77,,,141.0336111,37.41583333
2023-04-20 06:20,T-2,TEPCO,0.5 m,,0.88,,0.62,,0.28,141.0336111,37.41583333
2023-04-21 06:30,T-2,TEPCO,0.5 m,,0.64,,0.79,,,141.0336111,37.41583333
2023-04-22 09:25,T-2,TEPCO,0.5 m,,0.75,,0.68,,,141.0336111,37.41583333
2023-04-23 08:45,T-2,TEPCO,0.5 m,,0.91,,0.95,,,141.0336111,37.41583333
2023-04-24 08:15,T-2,TEPCO,0.5 m,,0.0012,0.02,,,0.27,141.0336111,37.41583333
2023-04-25 06:45,T-2,TEPCO,0.5 m,,0.75,,0.64,,,141.0336111,37.41583333
2023-04-26 06:30,T-2,TEPCO,0.5 m,,0.84,,0.79,,,141.0336111,37.41583333
2023-04-27 08:00,T-2,TEPCO,0.5 m,,0.86,,0.86,,0.33,141.0336111,37.41583333
2023-04-28 09:05,T-2,TEPCO,0.5 m,,0.53,,0.78,,,141.0336111,37.41583333
2023-04-29 09:05,T-2,TEPCO,0.5 m,,0.83,,0.81,,,141.0336111,37.41583333
2023-04-30 06:33,T-2,TEPCO,0.5 m,,0.79,,0.72,,,141.0336111,37.41583333
2023-05-01 06:45,T-2,TEPCO,0.5 m,,0.0012,0.029,,,0.27,141.0336111,37.41583333
2023-05-02 06:28,T-2,TEPCO,0.5 m,,0.92,,0.66,,,141.0336111,37.41583333
2023-05-03 09:05,T-2,TEPCO,0.5 m,,0.61,,0.6,,,141.0336111,37.41583333
2023-05-04 08:50,T-2,TEPCO,0.5 m,,0.79,,0.66,,0.34,141.0336111,37.41583333
2023-05-05 06:21,T-2,TEPCO,0.5 m,,0.71,,0.72,,,141.0336111,37.41583333
2023-05-06 06:28,T-2,TEPCO,0.5 m,,0.61,,0.77,,,141.0336111,37.41583333
2023-05-07 06:20,T-2,TEPCO,0.5 m,,0.72,,0.69,,,141.0336111,37.41583333
2023-05-08 08:45,T-2,TEPCO,0.5 m,,0.86,,0.79,,,141.0336111,37.41583333
2023-05-09 06:36,T-2,TEPCO,0.5 m,,0.86,,0.7,,,141.0336111,37.41583333
2023-05-10 08:35,T-2,TEPCO,0.5 m,0.0029,,0.15,,,0.27,141.0336111,37.41583333
2023-05-11 07:50,T-2,TEPCO,0.5 m,,0.86,,0.66,0.34,,141.0336111,37.41583333
2023-05-12 06:30,T-2,TEPCO,0.5 m,,0.61,,0.86,,,141.0336111,37.41583333
2023-05-13 08:50,T-2,TEPCO,0.5 m,,0.74,,0.76,,,141.0336111,37.41583333
2023-05-14 08:35,T-2,TEPCO,0.5 m,,0.86,,0.66,,,141.0336111,37.41583333
2023-05-15 08:40,T-2,TEPCO,0.5 m,0.0016,,0.081,,,0.28,141.0336111,37.41583333
2023-05-16 06:25,T-2,TEPCO,0.5 m,,0.86,,0.6,,,141.0336111,37.41583333
2023-05-17 06:36,T-2,TEPCO,0.5 m,,0.66,,0.65,,,141.0336111,37.41583333
2023-05-18 09:02,T-2,TEPCO,0.5 m,,0.74,,0.8,,0.35,141.0336111,37.41583333
2023-05-19 06:35,T-2,TEPCO,0.5 m,,0.92,,0.83,,,141.0336111,37.41583333
2023-05-20 06:17,T-2,TEPCO,0.5 m,,0.74,,0.84,,,141.0336111,37.41583333
2023-05-21 06:25,T-2,TEPCO,0.5 m,,0.94,,0.68,,,141.0336111,37.41583333
2023-05-22 08:30,T-2,TEPCO,0.5 m,0.0013,,0.059,,0.44,,141.0336111,37.41583333
2023-05-23 09:17,T-2,TEPCO,0.5 m,,0.81,,0.71,,,141.0336111,37.41583333
2023-05-24 06:30,T-2,TEPCO,0.5 m,,0.55,,0.81,,,141.0336111,37.41583333
2023-05-25 07:50,T-2,TEPCO,0.5 m,,0.77,,0.65,0.55,,141.0336111,37.41583333
2023-05-26 06:27,T-2,TEPCO,0.5 m,,0.79,,0.77,,,141.0336111,37.41583333
2023-05-27 06:36,T-2,TEPCO,0.5 m,,0.78,,0.64,,,141.0336111,37.41583333
2023-05-28 06:25,T-2,TEPCO,0.5 m,,0.83,,0.7,,,141.0336111,37.41583333
2023-05-29 06:40,T-2,TEPCO,0.5 m,,0.0012,0.032,,,0.28,141.0336111,37.41583333
2023-05-30 07:00,T-2,TEPCO,0.5 m,,0.79,,0.7,,,141.0336111,37.41583333
2023-05-31 06:30,T-2,TEPCO,0.5 m,,0.55,,0.79,,,141.0336111,37.41583333
2023-06-01 08:20,T-2,TEPCO,0.5 m,,0.81,,0.71,,,141.0336111,37.41583333
2023-06-02 06:30,T-2,TEPCO,0.5 m,,0.81,,0.87,,,141.0336111,37.41583333
2023-06-03 06:40,T-2,TEPCO,0.5 m,,0.66,,0.71,,0.28,141.0336111,37.41583333
2023-06-04 06:10,T-2,TEPCO,0.5 m,,0.77,,0.81,,,141.0336111,37.41583333
2023-06-05 08:44,T-2,TEPCO,0.5 m,,0.0011,0.024,,,0.28,141.0336111,37.41583333
2023-06-06 06:30,T-2,TEPCO,0.5 m,,0.92,,0.64,,,141.0336111,37.41583333
2023-06-07 06:25,T-2,TEPCO,0.5 m,,0.69,,0.61,,,141.0336111,37.41583333
2023-06-08 06:40,T-2,TEPCO,0.5 m,,0.72,,0.61,,,141.0336111,37.41583333
2023-06-09 06:30,T-2,TEPCO,0.5 m,,0.81,,0.73,,,141.0336111,37.41583333
2023-06-10 06:35,T-2,TEPCO,0.5 m,,0.77,,0.72,,,141.0336111,37.41583333
2023-06-11 06:15,T-2,TEPCO,0.5 m,,0.92,,0.66,,,141.0336111,37.41583333
2023-06-12 08:15,T-2,TEPCO,0.5 m,0.0027,,0.13,,,0.33,141.0336111,37.41583333
2023-06-13 05:40,T-2,TEPCO,0.5 m,,0.92,,0.71,,,141.0336111,37.41583333
2023-06-14 05:30,T-2,TEPCO,0.5 m,,0.86,,0.68,,0.31,141.0336111,37.41583333
2023-06-15 06:45,T-2,TEPCO,0.5 m,,0.92,,0.61,,,141.0336111,37.41583333
2023-06-16 06:51,T-2,TEPCO,0.5 m,,0.77,1.5,,,,141.0336111,37.41583333
2023-06-17 06:55,T-2,TEPCO,0.5 m,,0.63,,0.86,,,141.0336111,37.41583333
2023-06-18 06:30,T-2,TEPCO,0.5 m,,0.79,,0.77,,,141.0336111,37.41583333
2023-06-19 08:40,T-2,TEPCO,0.5 m,,0.0012,0.015,,0.11,,141.0336111,37.41583333
2023-06-20 05:30,T-2,TEPCO,0.5 m,,0.83,,0.6,,,141.0336111,37.41583333
2023-06-21 06:35,T-2,TEPCO,0.5 m,,0.78,,0.8,,0.33,141.0336111,37.41583333
2023-06-22 06:26,T-2,TEPCO,0.5 m,,0.71,,0.66,,,141.0336111,37.41583333
2023-06-23 06:35,T-2,TEPCO,0.5 m,,0.91,,0.76,,,141.0336111,37.41583333
2023-06-24 06:23,T-2,TEPCO,0.5 m,,0.69,,0.61,,,141.0336111,37.41583333
2023-06-25 06:26,T-2,TEPCO,0.5 m,,0.79,,0.66,,,141.0336111,37.41583333
2023-06-26 08:30,T-2,TEPCO,0.5 m,,0.0012,0.032,,0.35,,141.0336111,37.41583333
2023-06-27 05:30,T-2,TEPCO,0.5 m,,0.98,,0.8,,,141.0336111,37.41583333
2023-06-28 07:30,T-2,TEPCO,0.5 m,,0.71,,0.78,,0.34,141.0336111,37.41583333
2023-06-29 06:30,T-2,TEPCO,0.5 m,,0.83,,0.7,,,141.0336111,37.41583333
2023-06-30 07:20,T-2,TEPCO,0.5 m,,0.78,,0.89,,,141.0336111,37.41583333
2023-07-01 06:32,T-2,TEPCO,0.5 m,,0.63,,0.94,,,141.0336111,37.41583333
2023-07-02 06:30,T-2,TEPCO,0.5 m,,0.84,,0.83,,,141.0336111,37.41583333
2023-07-03 08:10,T-2,TEPCO,0.5 m,,0.0012,0.034,,,0.3,141.0336111,37.41583333
2023-07-04 05:40,T-2,TEPCO,0.5 m,,0.78,,0.52,,,141.0336111,37.41583333
2023-07-05 06:30,T-2,TEPCO,0.5 m,,0.84,,0.69,,0.31,141.0336111,37.41583333
2023-07-06 08:21,T-2,TEPCO,0.5 m,,0.85,,0.56,,,141.0336111,37.41583333
2023-07-07 06:40,T-2,TEPCO,0.5 m,,0.71,,0.61,,,141.0336111,37.41583333
2023-07-08 06:26,T-2,TEPCO,0.5 m,,0.79,,0.82,,,141.0336111,37.41583333
2023-07-09 06:30,T-2,TEPCO,0.5 m,,0.84,,0.73,,,141.0336111,37.41583333
2023-07-10 08:50,T-2,TEPCO,0.5 m,0.003,,0.16,,0.31,,141.0336111,37.41583333
2023-07-11 05:45,T-2,TEPCO,0.5 m,,0.92,0.99,,0.31,,141.0336111,37.41583333
2023-07-12 06:30,T-2,TEPCO,0.5 m,,0.88,,0.78,,,141.0336111,37.41583333
2023-07-13 06:30,T-2,TEPCO,0.5 m,,0.64,,0.85,,,141.0336111,37.41583333
2023-07-14 06:35,T-2,TEPCO,0.5 m,,0.78,,0.69,,,141.0336111,37.41583333
2023-07-15 09:15,T-2,TEPCO,0.5 m,,0.8,,0.8,,,141.0336111,37.41583333
2023-07-16 06:15,T-2,TEPCO,0.5 m,,0.86,,0.72,,,141.0336111,37.41583333
2023-07-17 08:50,T-2,TEPCO,0.5 m,,0.0012,0.045,,,0.31,141.0336111,37.41583333
2023-07-18 06:40,T-2,TEPCO,0.5 m,,0.78,,0.64,,,141.0336111,37.41583333
2023-07-19 06:41,T-2,TEPCO,0.5 m,,0.69,,0.76,0.39,,141.0336111,37.41583333
2023-07-20 06:30,T-2,TEPCO,0.5 m,,0.62,,0.65,,,141.0336111,37.41583333
2023-07-21 08:25,T-2,TEPCO,0.5 m,,0.98,,0.69,,,141.0336111,37.41583333
2023-07-22 09:00,T-2,TEPCO,0.5 m,,0.8,,0.56,,,141.0336111,37.41583333
2023-07-23 08:17,T-2,TEPCO,0.5 m,,0.86,,0.62,,,141.0336111,37.41583333
2023-07-24 08:30,T-2,TEPCO,0.5 m,,0.0012,0.025,,,0.31,141.0336111,37.41583333
2023-07-25 06:36,T-2,TEPCO,0.5 m,,0.71,,0.77,,,141.0336111,37.41583333
2023-07-26 06:40,T-2,TEPCO,0.5 m,,0.75,,0.81,,0.32,141.0336111,37.41583333
2023-07-27 06:49,T-2,TEPCO,0.5 m,,0.63,,0.71,,,141.0336111,37.41583333
2023-07-28 07:00,T-2,TEPCO,0.5 m,,0.91,,0.58,,,141.0336111,37.41583333
2023-07-29 06:20,T-2,TEPCO,0.5 m,,0.83,,0.65,,,141.0336111,37.41583333
2023-07-30 06:15,T-2,TEPCO,0.5 m,,0.85,,0.91,,,141.0336111,37.41583333
2023-07-31 08:55,T-2,TEPCO,0.5 m,,0.0012,0.024,,,0.33,141.0336111,37.41583333
2023-08-01 08:55,T-2,TEPCO,0.5 m,,0.77,,0.71,,,141.0336111,37.41583333
2023-08-02 06:45,T-2,TEPCO,0.5 m,,0.8,,0.72,,0.37,141.0336111,37.41583333
2023-08-03 06:35,T-2,TEPCO,0.5 m,,0.69,,0.68,,,141.0336111,37.41583333
2023-08-04 09:08,T-2,TEPCO,0.5 m,,0.88,,0.85,,,141.0336111,37.41583333
2023-08-05 06:30,T-2,TEPCO,0.5 m,,0.8,,0.72,,,141.0336111,37.41583333
2023-08-06 06:30,T-2,TEPCO,0.5 m,,0.79,,0.9,,,141.0336111,37.41583333
2023-08-07 09:25,T-2,TEPCO,0.5 m,0.01,,0.49,,,0.32,141.0336111,37.41583333
2023-08-08 06:30,T-2,TEPCO,0.5 m,,0.8,,0.62,,,141.0336111,37.41583333
2023-08-09 06:40,T-2,TEPCO,0.5 m,,0.74,,0.55,,0.35,141.0336111,37.41583333
2023-08-10 06:18,T-2,TEPCO,0.5 m,,0.88,,0.78,,,141.0336111,37.41583333
2023-08-11 06:35,T-2,TEPCO,0.5 m,,0.79,,0.72,,,141.0336111,37.41583333
2023-08-12 06:20,T-2,TEPCO,0.5 m,,0.75,2.5,,,,141.0336111,37.41583333
2023-08-13 06:20,T-2,TEPCO,0.5 m,,0.57,,0.76,,,141.0336111,37.41583333
2023-08-14 09:15,T-2,TEPCO,0.5 m,0.0059,,0.32,,0.29,,141.0336111,37.41583333
2023-08-15 06:25,T-2,TEPCO,0.5 m,,0.72,,0.64,,,141.0336111,37.41583333
2023-08-16 09:13,T-2,TEPCO,0.5 m,,0.83,,0.74,,0.36,141.0336111,37.41583333
2023-08-17 06:35,T-2,TEPCO,0.5 m,,0.8,,0.72,,,141.0336111,37.41583333
2023-08-18 06:36,T-2,TEPCO,0.5 m,,0.86,,0.8,,,141.0336111,37.41583333
2023-08-19 06:25,T-2,TEPCO,0.5 m,,0.75,,0.61,,,141.0336111,37.41583333
2023-08-20 06:20,T-2,TEPCO,0.5 m,,0.75,,0.65,,,141.0336111,37.41583333
2023-08-21 08:35,T-2,TEPCO,0.5 m,,0.0012,0.01,,,0.32,141.0336111,37.41583333
2023-08-22 06:18,T-2,TEPCO,0.5 m,,0.66,,0.67,,,141.0336111,37.41583333
2023-08-23 06:30,T-2,TEPCO,0.5 m,,0.83,,0.74,,0.33,141.0336111,37.41583333
2023-08-24 06:25,T-2,TEPCO,0.5 m,,0.91,,0.76,,0.33,141.0336111,37.41583333
2023-08-25 06:45,T-2,TEPCO,0.5 m,,0.84,,0.76,,,141.0336111,37.41583333
2023-08-26 08:45,T-2,TEPCO,0.5 m,,0.69,,0.76,1.1,,141.0336111,37.41583333
2023-08-27 06:25,T-2,TEPCO,0.5 m,,0.83,,0.6,,,141.0336111,37.41583333
2023-08-28 09:00,T-2,TEPCO,0.5 m,,0.8,,0.72,,,141.0336111,37.41583333
2023-08-29 06:20,T-2,TEPCO,0.5 m,,0.92,,0.78,,,141.0336111,37.41583333
2023-08-30 08:11,T-2,TEPCO,0.5 m,,0.0011,0.013,,1.3,,141.0336111,37.41583333
2023-08-31 06:35,T-2,TEPCO,0.5 m,,0.8,,0.65,,,141.0336111,37.41583333
2023-09-01 07:13,T-2,TEPCO,0.5 m,,0.69,,0.61,,,141.0336111,37.41583333
2023-09-02 06:20,T-2,TEPCO,0.5 m,,0.79,,0.98,,,141.0336111,37.41583333
2023-09-03 06:30,T-2,TEPCO,0.5 m,,0.75,,0.56,,,141.0336111,37.41583333
2023-09-04 08:30,T-2,TEPCO,0.5 m,,0.0012,0.02,,0.9,,141.0336111,37.41583333
2023-09-05 06:40,T-2,TEPCO,0.5 m,,0.89,,0.59,,,141.0336111,37.41583333
2023-09-06 07:26,T-2,TEPCO,0.5 m,,0.69,,0.59,,0.34,141.0336111,37.41583333
2023-09-07 06:11,T-2,TEPCO,0.5 m,,0.8,,0.8,,,141.0336111,37.41583333
2023-09-08 06:30,T-2,TEPCO,0.5 m,,0.55,,0.59,,,141.0336111,37.41583333
2023-09-09 06:20,T-2,TEPCO,0.5 m,,0.91,0.91,,,,141.0336111,37.41583333
2023-09-10 06:25,T-2,TEPCO,0.5 m,,0.79,,0.66,,,141.0336111,37.41583333
2023-09-11 08:55,T-2,TEPCO,0.5 m,0.0049,,0.24,,0.24,,141.0336111,37.41583333
2023-09-12 06:30,T-2,TEPCO,0.5 m,,0.84,,0.73,,,141.0336111,37.41583333
2023-09-13 06:51,T-2,TEPCO,0.5 m,,0.8,,0.55,,,141.0336111,37.41583333
2023-09-14 06:56,T-2,TEPCO,0.5 m,,0.79,,0.98,,,141.0336111,37.41583333
2023-09-15 07:07,T-2,TEPCO,0.5 m,,0.8,,0.87,,,141.0336111,37.41583333
2023-09-16 07:00,T-2,TEPCO,0.5 m,,0.74,,0.72,,,141.0336111,37.41583333
2023-09-17 06:40,T-2,TEPCO,0.5 m,,0.71,,0.74,,,141.0336111,37.41583333
2023-09-18 08:16,T-2,TEPCO,0.5 m,,0.0011,0.029,,,0.31,141.0336111,37.41583333
2023-09-19 07:35,T-2,TEPCO,0.5 m,,0.62,,0.6,,,141.0336111,37.41583333
2023-09-20 06:36,T-2,TEPCO,0.5 m,,0.83,,0.7,,,141.0336111,37.41583333
2023-09-21 06:45,T-2,TEPCO,0.5 m,,0.79,,0.77,,,141.0336111,37.41583333
2023-09-22 07:00,T-2,TEPCO,0.5 m,,0.92,,0.88,,0.35,141.0336111,37.41583333
2023-09-23 06:45,T-2,TEPCO,0.5 m,,0.69,,0.61,,,141.0336111,37.41583333
2023-09-24 06:37,T-2,TEPCO,0.5 m,,0.62,,0.6,,,141.0336111,37.41583333
2023-09-25 08:40,T-2,TEPCO,0.5 m,,0.0012,0.031,,,0.31,141.0336111,37.41583333
2023-09-26 07:00,T-2,TEPCO,0.5 m,,0.65,,0.78,,,141.0336111,37.41583333
2023-09-27 07:07,T-2,TEPCO,0.5 m,,0.96,,0.85,,0.33,141.0336111,37.41583333
2023-09-28 07:05,T-2,TEPCO,0.5 m,,0.71,,0.78,,,141.0336111,37.41583333
2023-09-29 06:46,T-2,TEPCO,0.5 m,,0.85,,0.7,,,141.0336111,37.41583333
2023-09-30 06:42,T-2,TEPCO,0.5 m,,0.74,,0.65,,,141.0336111,37.41583333
2023-10-01 06:40,T-2,TEPCO,0.5 m,,0.85,,0.74,,,141.0336111,37.41583333
2023-10-02 08:20,T-2,TEPCO,0.5 m,,0.0012,0.03,,,0.33,141.0336111,37.41583333
2023-10-03 07:03,T-2,TEPCO,0.5 m,,0.55,,0.83,,,141.0336111,37.41583333
2023-10-04 06:55,T-2,TEPCO,0.5 m,,0.92,,0.83,,,141.0336111,37.41583333
2023-10-05 14:07,T-2,TEPCO,0.5 m,,0.66,,0.74,,0.31,141.0336111,37.41583333
2023-10-06 06:50,T-2,TEPCO,0.5 m,,0.73,,0.81,,,141.0336111,37.41583333
2023-10-07 06:40,T-2,TEPCO,0.5 m,,0.65,,0.74,,,141.0336111,37.41583333
2023-10-08 06:41,T-2,TEPCO,0.5 m,,0.73,,0.7,,,141.0336111,37.41583333
2023-10-09 08:20,T-2,TEPCO,0.5 m,,0.0012,0.039,,0.77,,141.0336111,37.41583333
2023-10-10 07:27,T-2,TEPCO,0.5 m,,0.73,,0.78,,,141.0336111,37.41583333
2023-10-11 07:03,T-2,TEPCO,0.5 m,,0.79,,0.85,0.94,,141.0336111,37.41583333
2023-10-12 07:00,T-2,TEPCO,0.5 m,,0.74,,0.84,,,141.0336111,37.41583333
2023-10-13 06:48,T-2,TEPCO,0.5 m,,0.73,,0.7,,,141.0336111,37.41583333
2023-10-14 07:00,T-2,TEPCO,0.5 m,,0.62,,0.69,,,141.0336111,37.41583333
2023-10-15 06:35,T-2,TEPCO,0.5 m,,0.84,,0.75,,,141.0336111,37.41583333
2023-10-16 09:14,T-2,TEPCO,0.5 m,0.0018,,0.11,,0.66,,141.0336111,37.41583333
2023-10-17 07:07,T-2,TEPCO,0.5 m,,0.75,,0.81,,,141.0336111,37.41583333
2023-10-18 06:55,T-2,TEPCO,0.5 m,,0.89,,0.69,1.7,,141.0336111,37.41583333
2023-10-19 06:50,T-2,TEPCO,0.5 m,,0.84,,0.69,,,141.0336111,37.41583333
2023-10-20 07:00,T-2,TEPCO,0.5 m,,0.8,,0.68,,,141.0336111,37.41583333
2023-10-21 07:00,T-2,TEPCO,0.5 m,,0.8,,0.57,,,141.0336111,37.41583333
2023-10-22 06:50,T-2,TEPCO,0.5 m,,0.62,,0.63,,,141.0336111,37.41583333
2023-10-23 08:20,T-2,TEPCO,0.5 m,,0.0012,0.043,,0.8,,141.0336111,37.41583333
2023-10-24 06:54,T-2,TEPCO,0.5 m,,0.89,,0.81,,,141.0336111,37.41583333
2023-10-25 06:50,T-2,TEPCO,0.5 m,,0.8,,0.84,0.83,,141.0336111,37.41583333
2023-10-26 07:00,T-2,TEPCO,0.5 m,,0.72,,0.59,,,141.0336111,37.41583333
2023-10-27 06:45,T-2,TEPCO,0.5 m,,0.75,,0.72,,,141.0336111,37.41583333
2023-10-28 07:06,T-2,TEPCO,0.5 m,,0.72,,0.59,,,141.0336111,37.41583333
2023-10-29 07:00,T-2,TEPCO,0.5 m,,0.75,,0.58,,,141.0336111,37.41583333
2023-10-30 08:30,T-2,TEPCO,0.5 m,,0.84,,0.7,,,141.0336111,37.41583333
2023-10-31 07:05,T-2,TEPCO,0.5 m,,0.63,,0.63,,,141.0336111,37.41583333
2023-11-01 07:10,T-2,TEPCO,0.5 m,,0.0012,0.042,,,0.33,141.0336111,37.41583333
2023-11-02 14:08,T-2,TEPCO,0.5 m,,0.75,,0.78,0.36,,141.0336111,37.41583333
2023-11-03 06:45,T-2,TEPCO,0.5 m,,0.69,,0.61,,,141.0336111,37.41583333
2023-11-04 07:07,T-2,TEPCO,0.5 m,,0.8,,0.61,,,141.0336111,37.41583333
2023-11-05 06:55,T-2,TEPCO,0.5 m,,0.57,,0.6,,,141.0336111,37.41583333
2023-11-06 08:00,T-2,TEPCO,0.5 m,,0.0011,0.04,,0.38,,141.0336111,37.41583333
2023-11-07 07:00,T-2,TEPCO,0.5 m,,0.73,,0.72,,,141.0336111,37.41583333
2023-11-08 07:30,T-2,TEPCO,0.5 m,,0.78,,0.59,,0.32,141.0336111,37.41583333
2023-11-09 07:02,T-2,TEPCO,0.5 m,,0.66,,0.67,,,141.0336111,37.41583333
2023-11-10 07:41,T-2,TEPCO,0.5 m,,0.63,,0.54,,,141.0336111,37.41583333
2023-11-11 06:52,T-2,TEPCO,0.5 m,,0.84,,0.59,,,141.0336111,37.41583333
2023-11-12 06:27,T-2,TEPCO,0.5 m,,0.7,,0.7,,,141.0336111,37.41583333
2023-11-13 07:20,T-2,TEPCO,0.5 m,,0.0011,0.06,,0.25,,141.0336111,37.41583333
2023-11-14 06:47,T-2,TEPCO,0.5 m,,0.69,,0.85,,,141.0336111,37.41583333
2023-11-15 07:10,T-2,TEPCO,0.5 m,,0.83,,0.75,,,141.0336111,37.41583333
2023-11-16 07:00,T-2,TEPCO,0.5 m,,0.92,,0.81,,,141.0336111,37.41583333
2023-11-17 07:00,T-2,TEPCO,0.5 m,,0.69,,0.56,,,141.0336111,37.41583333
2023-11-18 07:10,T-2,TEPCO,0.5 m,,0.98,,0.8,,,141.0336111,37.41583333
2023-11-19 06:50,T-2,TEPCO,0.5 m,,0.69,,0.92,,,141.0336111,37.41583333
2023-11-20 07:20,T-2,TEPCO,0.5 m,,0.0012,0.043,,0.6,,141.0336111,37.41583333
2023-11-21 06:56,T-2,TEPCO,0.5 m,,0.61,,0.61,,,141.0336111,37.41583333
2023-11-22 06:45,T-2,TEPCO,0.5 m,,0.85,,0.72,,,141.0336111,37.41583333
2023-11-23 06:40,T-2,TEPCO,0.5 m,,0.62,,0.51,,,141.0336111,37.41583333
2023-11-24 06:45,T-2,TEPCO,0.5 m,,0.84,,0.76,,,141.0336111,37.41583333
2023-11-25 06:45,T-2,TEPCO,0.5 m,,0.75,,0.7,,,141.0336111,37.41583333
2023-11-26 06:27,T-2,TEPCO,0.5 m,,0.97,,0.54,,,141.0336111,37.41583333
2023-11-27 07:50,T-2,TEPCO,0.5 m,,0.0011,0.026,,,0.34,141.0336111,37.41583333
2023-11-28 06:57,T-2,TEPCO,0.5 m,,0.75,,0.72,,0.34,141.0336111,37.41583333
2023-11-29 07:00,T-2,TEPCO,0.5 m,,0.63,,0.71,,,141.0336111,37.41583333
2023-11-30 06:56,T-2,TEPCO,0.5 m,,0.63,,0.88,,,141.0336111,37.41583333
2023-12-01 07:17,T-2,TEPCO,0.5 m,,0.8,,0.63,,,141.0336111,37.41583333
2023-12-02 07:00,T-2,TEPCO,0.5 m,,0.84,,0.58,,,141.0336111,37.41583333
2023-12-03 06:55,T-2,TEPCO,0.5 m,,0.62,,0.63,,,141.0336111,37.41583333
2023-12-04 07:40,T-2,TEPCO,0.5 m,,0.0011,0.04,,,0.31,141.0336111,37.41583333
2023-12-05 07:03,T-2,TEPCO,0.5 m,,0.93,,0.67,,0.25,141.0336111,37.41583333
2023-12-06 07:10,T-2,TEPCO,0.5 m,,0.89,,0.76,,,141.0336111,37.41583333
2023-12-07 07:00,T-2,TEPCO,0.5 m,,0.69,,0.75,,,141.0336111,37.41583333
2023-12-08 07:09,T-2,TEPCO,0.5 m,,0.75,,0.88,,,141.0336111,37.41583333
2023-12-09 06:52,T-2,TEPCO,0.5 m,,0.53,,0.68,,,141.0336111,37.41583333
2023-12-10 06:20,T-2,TEPCO,0.5 m,,0.69,,0.63,,,141.0336111,37.41583333
2023-12-11 06:50,T-2,TEPCO,0.5 m,,0.0012,0.021,,0.12,,141.0336111,37.41583333
2023-12-12 07:17,T-2,TEPCO,0.5 m,,0.83,,0.51,,,141.0336111,37.41583333
