File Creation Date,2025-02-13
Sampling Location,

Date and time of Sampling,Sample,Radionuclide,Dt,ND,Unit
2024/09/10,Mixed fish sample,H-3:TFWT,0.075,,Bq/L
2024/09/10,Angelfish,H-3:TFWT,0.081,,Bq/L
2024/09/10,Flathead,H-3:TFWT,0.069,,Bq/L
2024/09/10,Mixed fish sample,H-3:TFWT,0.06,,Bq/kg-fresh
2024/09/10,Angelfish,H-3:TFWT,0.062,,Bq/kg-fresh
2024/09/10,Flathead,H-3:TFWT,0.054,,Bq/kg-fresh
2024/09/10,Mixed fish sample,H-3:OBT,,0.3,Bq/L
2024/09/10,Angelfish,H-3:OBT,,0.4,Bq/L
2024/09/10,Flathead,H-3:OBT,,0.3,Bq/L
2024/09/10,Mixed fish sample,H-3:OBT,,0.04,Bq/kg-fresh
2024/09/10,Angelfish,H-3:OBT,,0.05,Bq/kg-fresh
2024/09/10,Flathead,H-3:OBT,,0.04,Bq/kg-fresh
2024/07/09,Olive flounder,H-3:TFWT,0.54,,Bq/L
2024/07/09,Mixed fish sample,H-3:TFWT,0.66,,Bq/L
2024/07/09,Angelfish,H-3:TFWT,0.65,,Bq/L
2024/07/09,Olive flounder,H-3:TFWT,0.43,,Bq/kg-fresh
2024/07/09,Mixed fish sample,H-3:TFWT,0.51,,Bq/kg-fresh
2024/07/09,Angelfish,H-3:TFWT,0.5,,Bq/kg-fresh
2024/07/09,Olive flounder,H-3:OBT,,0.4,Bq/L
2024/07/09,Mixed fish sample,H-3:OBT,0.33,,Bq/L
2024/07/09,Angelfish,H-3:OBT,0.36,,Bq/L
2024/07/09,Olive flounder,H-3:OBT,,0.05,Bq/kg-fresh
2024/07/09,Mixed fish sample,H-3:OBT,0.051,,Bq/kg-fresh
2024/07/09,Angelfish,H-3:OBT,0.054,,Bq/kg-fresh
2024/02/15,Olive flounder,H-3:TFWT,,0.06,Bq/L
2024/02/15,Angelfish,H-3:TFWT,0.047,,Bq/L
2024/02/15,Browneye skate,H-3:TFWT,0.048,,Bq/L
2024/02/15,Olive flounder,H-3:TFWT,,0.05,Bq/kg-fresh
2024/02/15,Angelfish,H-3:TFWT,0.036,,Bq/kg-fresh
2024/02/15,Browneye skate,H-3:TFWT,0.038,,Bq/kg-fresh
2024/02/15,Olive flounder,H-3:OBT,,0.4,Bq/L
2024/02/15,Angelfish,H-3:OBT,,0.3,Bq/L
2024/02/15,Browneye skate,H-3:OBT,,0.3,Bq/L
2024/02/15,Olive flounder,H-3:OBT,,0.05,Bq/kg-fresh
2024/02/15,Angelfish,H-3:OBT,,0.05,Bq/kg-fresh
2024/02/15,Browneye skate,H-3:OBT,,0.04,Bq/kg-fresh
2023/10/18,Mixed fish sample A,H-3:TFWT,1.1,,Bq/L
2023/10/18,Mixed fish sample B,H-3:TFWT,1.4,,Bq/L
2023/10/18,Mixed fish sample A,H-3:TFWT,0.89,,Bq/kg-fresh
2023/10/18,Mixed fish sample B,H-3:TFWT,1,,Bq/kg-fresh
2023/10/18,Mixed fish sample A,H-3:OBT,0.43,,Bq/L
2023/10/18,Mixed fish sample B,H-3:OBT,0.73,,Bq/L
2023/10/18,Mixed fish sample A,H-3:OBT,0.055,,Bq/kg-fresh
2023/10/18,Mixed fish sample B,H-3:OBT,0.11,,Bq/kg-fresh
2023/09/12,Olive flounder,H-3:TFWT,0.097,,Bq/L
2023/09/12,Whip stingray,H-3:TFWT,0.088,,Bq/L
2023/09/12,Mixed fish sample,H-3:TFWT,0.078,,Bq/L
2023/09/12,Olive flounder,H-3:TFWT,0.075,,Bq/kg-fresh
2023/09/12,Whip stingray,H-3:TFWT,0.071,,Bq/kg-fresh
2023/09/12,Mixed fish sample,H-3:TFWT,0.061,,Bq/kg-fresh
2023/09/12,Olive flounder,H-3:OBT,,0.4,Bq/L
2023/09/12,Whip stingray,H-3:OBT,,0.3,Bq/L
2023/09/12,Mixed fish sample,H-3:OBT,,0.3,Bq/L
2023/09/12,Olive flounder,H-3:OBT,,0.05,Bq/kg-fresh
2023/09/12,Whip stingray,H-3:OBT,,0.04,Bq/kg-fresh
2023/09/12,Mixed fish sample,H-3:OBT,,0.04,Bq/kg-fresh
2023/08/23,Whip stingray,H-3:TFWT,0.041,,Bq/L
2023/08/23,Mixed fish sample,H-3:TFWT,0.055,,Bq/L
2023/08/23,Japanese eagle ray,H-3:TFWT,0.098,,Bq/L
2023/08/23,Whip stingray,H-3:TFWT,0.032,,Bq/kg-fresh
2023/08/23,Mixed fish sample,H-3:TFWT,0.042,,Bq/kg-fresh
2023/08/23,Japanese eagle ray,H-3:TFWT,0.075,,Bq/kg-fresh
2023/08/23,Whip stingray,H-3:OBT,,0.3,Bq/L
2023/08/23,Mixed fish sample,H-3:OBT,,0.3,Bq/L
2023/08/23,Japanese eagle ray,H-3:OBT,,0.4,Bq/L
2023/08/23,Whip stingray,H-3:OBT,,0.04,Bq/kg-fresh
2023/08/23,Mixed fish sample,H-3:OBT,,0.05,Bq/kg-fresh
2023/08/23,Japanese eagle ray,H-3:OBT,,0.05,Bq/kg-fresh
2023/02/10,Angelfish,H-3:TFWT,0.084,,Bq/L
2023/02/10,Roundnose flounder,H-3:TFWT,0.077,,Bq/L
2023/02/10,Angelfish,H-3:TFWT,0.063,,Bq/kg-fresh
2023/02/10,Roundnose flounder,H-3:TFWT,0.06,,Bq/kg-fresh
2023/02/10,Angelfish,H-3:OBT,,0.4,Bq/L
2023/02/10,Roundnose flounder,H-3:OBT,,0.4,Bq/L
2023/02/10,Angelfish,H-3:OBT,,0.06,Bq/kg-fresh
2023/02/10,Roundnose flounder,H-3:OBT,,0.05,Bq/kg-fresh
2023/01/13,Olive flounder,H-3:TFWT,0.055,,Bq/L
2023/01/13,Whip stingray,H-3:TFWT,0.084,,Bq/L
2023/01/13,Angelfish,H-3:TFWT,0.059,,Bq/L
2023/01/13,Olive flounder,H-3:TFWT,0.042,,Bq/kg-fresh
2023/01/13,Whip stingray,H-3:TFWT,0.066,,Bq/kg-fresh
2023/01/13,Angelfish,H-3:TFWT,0.046,,Bq/kg-fresh
2023/01/13,Olive flounder,H-3:OBT,,0.4,Bq/L
2023/01/13,Whip stingray,H-3:OBT,,0.4,Bq/L
2023/01/13,Angelfish,H-3:OBT,,0.4,Bq/L
2023/01/13,Olive flounder,H-3:OBT,,0.05,Bq/kg-fresh
2023/01/13,Whip stingray,H-3:OBT,,0.05,Bq/kg-fresh
2023/01/13,Angelfish,H-3:OBT,,0.05,Bq/kg-fresh
