File Creation Date,2024-12-05
Sampling Location,

Date and time of Sampling,Sample,Radionuclide,Dt,ND,Unit
2024/11/15,Anchovy,Cs-134,,9.7,Bq/kg
2024/11/15,Anchovy,Cs-137,,9.1,Bq/kg
2024/11/14,Goldeye rockfish,Cs-134,,9.7,Bq/kg
2024/11/14,Pacific barrelfish,Cs-134,,8.9,Bq/kg
2024/11/14,Gnomefish,Cs-134,,11.0,Bq/kg
2024/11/14,Goldeye rockfish,Cs-137,,7.4,Bq/kg
2024/11/14,Pacific barrelfish,Cs-137,,6.5,Bq/kg
2024/11/14,Gnomefish,Cs-137,,8.1,Bq/kg
2024/11/10,Smooth dogfish,Cs-134,,8.7,Bq/kg
2024/11/10,Flathead,Cs-134,,6.6,Bq/kg
2024/11/10,Brown hakeling,Cs-134,,8.8,Bq/kg
2024/11/10,Marbled rockfish,Cs-134,,12.0,Bq/kg
2024/11/10,Spotbelly rockfish,Cs-134,,9.1,Bq/kg
2024/11/10,Honnibe crocker,Cs-134,,7.4,Bq/kg
2024/11/10,Japanese amberjack,Cs-134,,7.9,Bq/kg
2024/11/10,Redwing searobin,Cs-134,,8.3,Bq/kg
2024/11/10,Common skate,Cs-134,,8.0,Bq/kg
2024/11/10,Takifugu snyderi,Cs-134,,8.7,Bq/kg
2024/11/10,Anchovy,Cs-134,,9.4,Bq/kg
2024/11/10,White croaker,Cs-134,,9.5,Bq/kg
2024/11/10,Marbled sole,Cs-134,,8.8,Bq/kg
2024/11/10,Chub mackerel,Cs-134,,7.7,Bq/kg
2024/11/10,John dory,Cs-134,,8.0,Bq/kg
2024/11/10,Roundnose flounder,Cs-134,,8.1,Bq/kg
2024/11/10,Scorpionfish,Cs-134,,7.8,Bq/kg
2024/11/10,Blackthroat seaperch,Cs-134,,9.7,Bq/kg
2024/11/10,Mirror dory,Cs-134,,11.0,Bq/kg
2024/11/10,Black rockfish,Cs-134,,9.8,Bq/kg
2024/11/10,Greenling,Cs-134,,7.9,Bq/kg
2024/11/10,Olive flounder,Cs-134,,9.6,Bq/kg
2024/11/10,Sebastes cheni,Cs-134,,11.0,Bq/kg
2024/11/10,Jack mackerel,Cs-134,,9.1,Bq/kg
2024/11/10,Deep-sea smelt,Cs-134,,7.1,Bq/kg
2024/11/10,Ridged-eye flounder,Cs-134,,7.0,Bq/kg
2024/11/10,Blue mackerel,Cs-134,,8.1,Bq/kg
2024/11/10,Horsehead tilefish,Cs-134,,8.4,Bq/kg
2024/11/10,Sea conger,Cs-134,,11.0,Bq/kg
2024/11/10,Splitfin ocean-basses,Cs-134,,8.3,Bq/kg
2024/11/10,Goldlined seabream,Cs-134,,9.0,Bq/kg
2024/11/10,Smooth dogfish,Cs-137,,7.6,Bq/kg
2024/11/10,Flathead,Cs-137,,9.3,Bq/kg
2024/11/10,Brown hakeling,Cs-137,,8.0,Bq/kg
2024/11/10,Marbled rockfish,Cs-137,,7.6,Bq/kg
2024/11/10,Spotbelly rockfish,Cs-137,,8.0,Bq/kg
2024/11/10,Honnibe crocker,Cs-137,,8.9,Bq/kg
2024/11/10,Japanese amberjack,Cs-137,,7.2,Bq/kg
2024/11/10,Redwing searobin,Cs-137,,7.7,Bq/kg
2024/11/10,Common skate,Cs-137,,6.2,Bq/kg
2024/11/10,Takifugu snyderi,Cs-137,,7.5,Bq/kg
2024/11/10,Anchovy,Cs-137,,8.7,Bq/kg
2024/11/10,White croaker,Cs-137,,7.7,Bq/kg
2024/11/10,Marbled sole,Cs-137,,7.0,Bq/kg
2024/11/10,Chub mackerel,Cs-137,,8.1,Bq/kg
2024/11/10,John dory,Cs-137,,7.6,Bq/kg
2024/11/10,Roundnose flounder,Cs-137,,8.4,Bq/kg
2024/11/10,Scorpionfish,Cs-137,,7.7,Bq/kg
2024/11/10,Blackthroat seaperch,Cs-137,,8.5,Bq/kg
2024/11/10,Mirror dory,Cs-137,,7.3,Bq/kg
2024/11/10,Black rockfish,Cs-137,,8.5,Bq/kg
2024/11/10,Greenling,Cs-137,,6.5,Bq/kg
2024/11/10,Olive flounder,Cs-137,,7.0,Bq/kg
2024/11/10,Sebastes cheni,Cs-137,,7.5,Bq/kg
2024/11/10,Jack mackerel,Cs-137,,8.5,Bq/kg
2024/11/10,Deep-sea smelt,Cs-137,,7.2,Bq/kg
2024/11/10,Ridged-eye flounder,Cs-137,,7.7,Bq/kg
2024/11/10,Blue mackerel,Cs-137,,7.6,Bq/kg
2024/11/10,Horsehead tilefish,Cs-137,,6.2,Bq/kg
2024/11/10,Sea conger,Cs-137,,8.3,Bq/kg
2024/11/10,Splitfin ocean-basses,Cs-137,,7.6,Bq/kg
2024/11/10,Goldlined seabream,Cs-137,,7.2,Bq/kg
2024/11/09,Fox jacopever,Cs-134,,11.0,Bq/kg
2024/11/09,Seven band grouper,Cs-134,,7.6,Bq/kg
2024/11/09,Common dolphinfish,Cs-134,,9.1,Bq/kg
2024/11/09,Fox jacopever,Cs-137,,7.7,Bq/kg
2024/11/09,Seven band grouper,Cs-137,,8.1,Bq/kg
2024/11/09,Common dolphinfish,Cs-137,,6.7,Bq/kg
2024/11/04,Smooth dogfish,Cs-134,,9.0,Bq/kg
2024/11/04,Marbled rockfish,Cs-134,,11.0,Bq/kg
2024/11/04,Honnibe crocker,Cs-134,,7.3,Bq/kg
2024/11/04,Ridged-eye flounder,Cs-134,,9.9,Bq/kg
2024/11/04,Whip stingray,Cs-134,,6.8,Bq/kg
2024/11/04,Common skate,Cs-134,,8.2,Bq/kg
2024/11/04,Takifugu snyderi,Cs-134,,7.6,Bq/kg
2024/11/04,John dory,Cs-134,,9.2,Bq/kg
2024/11/04,Crimson sea bream,Cs-134,,7.3,Bq/kg
2024/11/04,Horn Dragonet,Cs-134,,8.3,Bq/kg
2024/11/04,Bluefin searobin,Cs-134,,8.6,Bq/kg
2024/11/04,Hairtail,Cs-134,,9.1,Bq/kg
2024/11/04,Sebastes cheni,Cs-134,,6.6,Bq/kg
2024/11/04,Black Scraper,Cs-134,,7.4,Bq/kg
2024/11/04,Red cornetfish,Cs-134,,8.9,Bq/kg
2024/11/04,Frigate mackerel,Cs-134,,8.2,Bq/kg
2024/11/04,Spottedtail morwong,Cs-134,,9.1,Bq/kg
2024/11/04,Sea conger,Cs-134,,9.4,Bq/kg
2024/11/04,Angelfish,Cs-134,,9.6,Bq/kg
2024/11/04,Common dolphinfish,Cs-134,,8.6,Bq/kg
2024/11/04,Smooth dogfish,Cs-137,,7.8,Bq/kg
2024/11/04,Marbled rockfish,Cs-137,,7.8,Bq/kg
2024/11/04,Honnibe crocker,Cs-137,,7.3,Bq/kg
2024/11/04,Ridged-eye flounder,Cs-137,,7.3,Bq/kg
2024/11/04,Whip stingray,Cs-137,,7.1,Bq/kg
2024/11/04,Common skate,Cs-137,,7.3,Bq/kg
2024/11/04,Takifugu snyderi,Cs-137,,7.0,Bq/kg
2024/11/04,John dory,Cs-137,,8.6,Bq/kg
2024/11/04,Crimson sea bream,Cs-137,,8.6,Bq/kg
2024/11/04,Horn Dragonet,Cs-137,,5.9,Bq/kg
2024/11/04,Bluefin searobin,Cs-137,,6.6,Bq/kg
2024/11/04,Hairtail,Cs-137,,7.7,Bq/kg
2024/11/04,Sebastes cheni,Cs-137,,5.6,Bq/kg
2024/11/04,Black Scraper,Cs-137,,6.9,Bq/kg
2024/11/04,Red cornetfish,Cs-137,,7.8,Bq/kg
2024/11/04,Frigate mackerel,Cs-137,,7.2,Bq/kg
2024/11/04,Spottedtail morwong,Cs-137,,7.7,Bq/kg
2024/11/04,Sea conger,Cs-137,,8.3,Bq/kg
2024/11/04,Angelfish,Cs-137,,6.3,Bq/kg
2024/11/04,Common dolphinfish,Cs-137,,9.8,Bq/kg
2024/11/01,Anchovy,Cs-134,,11,Bq/kg
2024/11/01,Anchovy,Cs-137,,8.2,Bq/kg
2024/10/31,Anchovy,Cs-134,,8.6,Bq/kg
2024/10/31,Anchovy,Cs-134,,9.1,Bq/kg
2024/10/31,Anchovy,Cs-137,,7.5,Bq/kg
2024/10/31,Anchovy,Cs-137,,8.5,Bq/kg
2024/10/30,Spinner shark,Cs-134,,8.6,Bq/kg
2024/10/30,Spinner shark,Cs-137,,7.8,Bq/kg
2024/10/29,Anchovy,Cs-134,,9.6,Bq/kg
2024/10/29,Anchovy,Cs-137,,7.7,Bq/kg
2024/10/27,Honnibe crocker,Cs-134,,8.8,Bq/kg
2024/10/27,Japanese amberjack,Cs-134,,8.7,Bq/kg
2024/10/27,Common skate,Cs-134,,8.7,Bq/kg
2024/10/27,Takifugu snyderi,Cs-134,,9.5,Bq/kg
2024/10/27,Marbled sole,Cs-134,,9.1,Bq/kg
2024/10/27,John dory,Cs-134,,9.3,Bq/kg
2024/10/27,Mirror dory,Cs-134,,10,Bq/kg
2024/10/27,Crimson sea bream,Cs-134,,6.8,Bq/kg
2024/10/27,Olive flounder,Cs-134,,9.2,Bq/kg
2024/10/27,Bluefin searobin,Cs-134,,9.6,Bq/kg
2024/10/27,Red sea bream,Cs-134,,7.1,Bq/kg
2024/10/27,Sea raven,Cs-134,,8,Bq/kg
2024/10/27,Ridged-eye flounder,Cs-134,,8.7,Bq/kg
2024/10/27,Blue mackerel,Cs-134,,9.6,Bq/kg
2024/10/27,Spotted Flathead,Cs-134,,8.2,Bq/kg
2024/10/27,Whitefin trevally,Cs-134,,9.2,Bq/kg
2024/10/27,Blend banded,Cs-134,,8.2,Bq/kg
2024/10/27,Honnibe crocker,Cs-137,,8.1,Bq/kg
2024/10/27,Japanese amberjack,Cs-137,,7,Bq/kg
2024/10/27,Common skate,Cs-137,,7,Bq/kg
2024/10/27,Takifugu snyderi,Cs-137,,8,Bq/kg
2024/10/27,Marbled sole,Cs-137,,7.8,Bq/kg
2024/10/27,John dory,Cs-137,,7.4,Bq/kg
2024/10/27,Mirror dory,Cs-137,,9.1,Bq/kg
2024/10/27,Crimson sea bream,Cs-137,,6.1,Bq/kg
2024/10/27,Olive flounder,Cs-137,,8.4,Bq/kg
2024/10/27,Bluefin searobin,Cs-137,,8,Bq/kg
2024/10/27,Red sea bream,Cs-137,,7.6,Bq/kg
2024/10/27,Sea raven,Cs-137,,7.9,Bq/kg
