File Creation Date,2025-01-21
Sampling Location,Around 10km offshore of 2F site (T-B4) (Fish)

Date and time of Sampling,Sample,Radionuclide,Dt,ND,Unit
2024/9/14,Crimson sea bream (muscle),Cs-134,,4.0,Bq/kg-fresh
2024/9/14,Red sea bream (muscle),Cs-134,,3.3,Bq/kg-fresh
2024/9/14,John dory (muscle),Cs-134,,3.0,Bq/kg-fresh
2024/9/14,Searobin (muscle),Cs-134,,3.3,Bq/kg-fresh
2024/9/14,Takifugu snyderi (muscle),Cs-137,,4.2,Bq/kg-fresh
2024/9/14,Crimson sea bream (muscle),Cs-137,,3.2,Bq/kg-fresh
2024/9/14,Red sea bream (muscle),Cs-137,,3.6,Bq/kg-fresh
2024/9/14,John dory (muscle),Cs-137,,3.3,Bq/kg-fresh
2024/9/14,Searobin (muscle),Cs-137,,3.1,Bq/kg-fresh
2024/8/26,Lepidotrigla microptena (muscle),Cs-134,,3.6,Bq/kg-fresh
2024/8/26,Common skete (muscle),Cs-134,,3.4,Bq/kg-fresh
2024/8/26,Takifugu snyderi (muscle),Cs-134,,3.3,Bq/kg-fresh
2024/8/26,Crimson sea bream (muscle),Cs-134,,3.8,Bq/kg-fresh
2024/8/26,Red sea bream (muscle),Cs-134,,3.6,Bq/kg-fresh
2024/8/26,Marbled sole (muscle),Cs-134,,4.3,Bq/kg-fresh
2024/8/26,John dory (muscle),Cs-134,,3.5,Bq/kg-fresh
2024/8/26,Smooth dogfish (muscle),Cs-134,,2.9,Bq/kg-fresh
2024/8/26,Lepidotrigla microptena (muscle),Cs-137,,3.2,Bq/kg-fresh
2024/8/26,Common skete (muscle),Cs-137,,2.8,Bq/kg-fresh
2024/8/26,Takifugu snyderi (muscle),Cs-137,,3.2,Bq/kg-fresh
2024/8/26,Crimson sea bream (muscle),Cs-137,,4.0,Bq/kg-fresh
2024/8/26,Red sea bream (muscle),Cs-137,,3.0,Bq/kg-fresh
2024/8/26,Marbled sole (muscle),Cs-137,,3.6,Bq/kg-fresh
2024/8/26,John dory (muscle),Cs-137,,3.4,Bq/kg-fresh
2024/8/26,Smooth dogfish (muscle),Cs-137,,3.0,Bq/kg-fresh
2024/6/8,Lepidotrigla microptena (muscle),Cs-134,,3.5,Bq/kg-fresh
2024/6/8,Yellow goosefish (whole),Cs-134,,4.4,Bq/kg-fresh
2024/6/8,Common skete (muscle),Cs-134,,3.3,Bq/kg-fresh
2024/6/8,Takifugu snyderi (muscle),Cs-134,,3.2,Bq/kg-fresh
2024/6/8,Microstomus achne (muscle),Cs-134,,3.3,Bq/kg-fresh
2024/6/8,Flatfish (muscle),Cs-134,,2.7,Bq/kg-fresh
2024/6/8,Flatfish (muscle),Cs-134,,4.2,Bq/kg-fresh
2024/6/8,Crimson sea bream (muscle),Cs-134,,3.3,Bq/kg-fresh
2024/6/8,Red sea bream (muscle),Cs-134,,3.8,Bq/kg-fresh
2024/6/8,Marbled sole (muscle),Cs-134,,3.4,Bq/kg-fresh
2024/6/8,John dory (muscle),Cs-134,,3.2,Bq/kg-fresh
2024/6/8,Searobin (muscle),Cs-134,,2.9,Bq/kg-fresh
2024/6/8,Lepidotrigla microptena (muscle),Cs-137,,3.7,Bq/kg-fresh
2024/6/8,Yellow goosefish (whole),Cs-137,,4.4,Bq/kg-fresh
2024/6/8,Common skete (muscle),Cs-137,,3.3,Bq/kg-fresh
2024/6/8,Takifugu snyderi (muscle),Cs-137,,4.1,Bq/kg-fresh
2024/6/8,Microstomus achne (muscle),Cs-137,,3.4,Bq/kg-fresh
2024/6/8,Flatfish (muscle),Cs-137,,3.5,Bq/kg-fresh
2024/6/8,Flatfish (muscle),Cs-137,,3.7,Bq/kg-fresh
2024/6/8,Crimson sea bream (muscle),Cs-137,,3.2,Bq/kg-fresh
2024/6/8,Red sea bream (muscle),Cs-137,,3.6,Bq/kg-fresh
2024/6/8,Marbled sole (muscle),Cs-137,,3.4,Bq/kg-fresh
2024/6/8,John dory (muscle),Cs-137,,3.5,Bq/kg-fresh
2024/6/8,Searobin (muscle),Cs-137,,3.4,Bq/kg-fresh
2024/6/8,Flatfish (muscle),H-3:TFWT,,0.081,Bq/L
2024/6/8,Flatfish (muscle),H-3:TFWT,,0.062,Bq/kg-fresh
2024/6/8,Flatfish (muscle),H-3:OBT,,0.27,Bq/L
2024/6/8,Flatfish (muscle),H-3:OBT,,0.035,Bq/kg-fresh
2024/5/11,Lepidotrigla microptena (muscle),Cs-134,,3.8,Bq/kg-fresh
2024/5/11,Common skete (muscle),Cs-134,,3.8,Bq/kg-fresh
2024/5/11,Takifugu snyderi (muscle),Cs-134,,3.9,Bq/kg-fresh
2024/5/11,Flatfish (muscle),Cs-134,,5.3,Bq/kg-fresh
2024/5/11,Flatfish (muscle),Cs-134,,3.3,Bq/kg-fresh
2024/5/11,Roundnose flounder (muscle),Cs-134,,3.8,Bq/kg-fresh
2024/5/11,Ridged-eye flounder (muscle),Cs-134,,3.5,Bq/kg-fresh
2024/5/11,Crimson sea bream (muscle),Cs-134,,4.0,Bq/kg-fresh
2024/5/11,Red sea bream (muscle),Cs-134,,3.4,Bq/kg-fresh
2024/5/11,John dory (muscle),Cs-134,,3.2,Bq/kg-fresh
2024/5/11,Smooth dogfish (muscle),Cs-134,,4.2,Bq/kg-fresh
2024/5/11,Searobin (muscle),Cs-134,,4.1,Bq/kg-fresh
2024/5/11,Lepidotrigla microptena (muscle),Cs-137,,3.7,Bq/kg-fresh
2024/5/11,Common skete (muscle),Cs-137,,3.5,Bq/kg-fresh
2024/5/11,Takifugu snyderi (muscle),Cs-137,,3.5,Bq/kg-fresh
2024/5/11,Flatfish (muscle),Cs-137,,4.1,Bq/kg-fresh
2024/5/11,Flatfish (muscle),Cs-137,,3.0,Bq/kg-fresh
2024/5/11,Roundnose flounder (muscle),Cs-137,,3.5,Bq/kg-fresh
2024/5/11,Ridged-eye flounder (muscle),Cs-137,,3.3,Bq/kg-fresh
2024/5/11,Crimson sea bream (muscle),Cs-137,,4.0,Bq/kg-fresh
2024/5/11,Red sea bream (muscle),Cs-137,,3.6,Bq/kg-fresh
2024/5/11,John dory (muscle),Cs-137,,3.8,Bq/kg-fresh
2024/5/11,Smooth dogfish (muscle),Cs-137,,4.1,Bq/kg-fresh
2024/5/11,Searobin (muscle),Cs-137,,4.4,Bq/kg-fresh
2024/5/11,Flatfish (muscle),H-3:TFWT,,0.075,Bq/L
2024/5/11,Flatfish (muscle),H-3:TFWT,,0.058,Bq/kg-fresh
2024/5/11,Flatfish (muscle),H-3:OBT,,0.25,Bq/L
2024/5/11,Flatfish (muscle),H-3:OBT,,0.032,Bq/kg-fresh
2024/4/16,Lepidotrigla microptena (muscle),Cs-134,,3.4,Bq/kg-fresh
2024/4/16,Black rockfish (muscle),Cs-134,,2.7,Bq/kg-fresh
2024/4/16,Black rockfish (muscle),Cs-134,,4.1,Bq/kg-fresh
2024/4/16,Black rockfish (muscle),Cs-134,,3.5,Bq/kg-fresh
2024/4/16,Black rockfish (muscle),Cs-134,,3.5,Bq/kg-fresh
2024/4/16,Black rockfish (muscle),Cs-134,,3.1,Bq/kg-fresh
2024/4/16,Common skete (muscle),Cs-134,,3.6,Bq/kg-fresh
2024/4/16,Takifugu snyderi (muscle),Cs-134,,3.6,Bq/kg-fresh
2024/4/16,Flatfish (muscle),Cs-134,,3.7,Bq/kg-fresh
2024/4/16,Flatfish (muscle),Cs-134,,4.0,Bq/kg-fresh
2024/4/16,Roundnose flounder (muscle),Cs-134,,3.9,Bq/kg-fresh
2024/4/16,Ridged-eye flounder (muscle),Cs-134,,3.6,Bq/kg-fresh
2024/4/16,Sea bass (muscle),Cs-134,,3.9,Bq/kg-fresh
2024/4/16,Crimson sea bream (muscle),Cs-134,,3.2,Bq/kg-fresh
2024/4/16,Red sea bream (muscle),Cs-134,,3.7,Bq/kg-fresh
2024/4/16,Searobin (muscle),Cs-134,,3.8,Bq/kg-fresh
2024/4/16,Lepidotrigla microptena (muscle),Cs-137,,3.8,Bq/kg-fresh
2024/4/16,Black rockfish (muscle),Cs-137,,3.7,Bq/kg-fresh
2024/4/16,Black rockfish (muscle),Cs-137,,3.4,Bq/kg-fresh
2024/4/16,Black rockfish (muscle),Cs-137,,3.6,Bq/kg-fresh
2024/4/16,Black rockfish (muscle),Cs-137,,3.3,Bq/kg-fresh
2024/4/16,Black rockfish (muscle),Cs-137,,4.0,Bq/kg-fresh
2024/4/16,Common skete (muscle),Cs-137,,3.1,Bq/kg-fresh
2024/4/16,Takifugu snyderi (muscle),Cs-137,,3.6,Bq/kg-fresh
2024/4/16,Flatfish (muscle),Cs-137,,3.6,Bq/kg-fresh
2024/4/16,Flatfish (muscle),Cs-137,,4.2,Bq/kg-fresh
2024/4/16,Roundnose flounder (muscle),Cs-137,,3.8,Bq/kg-fresh
2024/4/16,Ridged-eye flounder (muscle),Cs-137,,3.6,Bq/kg-fresh
2024/4/16,Sea bass (muscle),Cs-137,,2.8,Bq/kg-fresh
2024/4/16,Crimson sea bream (muscle),Cs-137,,3.7,Bq/kg-fresh
2024/4/16,Red sea bream (muscle),Cs-137,,4.4,Bq/kg-fresh
2024/4/16,Searobin (muscle),Cs-137,,2.9,Bq/kg-fresh
2024/4/16,Flatfish (muscle),H-3:TFWT,,0.068,Bq/L
2024/4/16,Flatfish (muscle),H-3:TFWT,,0.052,Bq/kg-fresh
2024/4/16,Flatfish (muscle),H-3:OBT,,0.25,Bq/L
2024/4/16,Flatfish (muscle),H-3:OBT,,0.033,Bq/kg-fresh
2024/3/24,Lepidotrigla microptena (muscle),Cs-134,,3.8,Bq/kg-fresh
2024/3/24,Common skete (muscle),Cs-134,,3.7,Bq/kg-fresh
2024/3/24,Takifugu snyderi (muscle),Cs-134,,4.2,Bq/kg-fresh
2024/3/24,Flatfish (muscle),Cs-134,,3.5,Bq/kg-fresh
2024/3/24,Flatfish (muscle),Cs-134,,3.6,Bq/kg-fresh
2024/3/24,Roundnose flounder (muscle),Cs-134,,4.0,Bq/kg-fresh
2024/3/24,Ridged-eye flounder (muscle),Cs-134,,3.2,Bq/kg-fresh
2024/3/24,Sea bass (muscle),Cs-134,,3.0,Bq/kg-fresh
2024/3/24,Crimson sea bream (muscle),Cs-134,,4.2,Bq/kg-fresh
2024/3/24,Red sea bream (muscle),Cs-134,,3.5,Bq/kg-fresh
2024/3/24,Marbled sole (muscle),Cs-134,,4.1,Bq/kg-fresh
2024/3/24,Searobin (muscle),Cs-134,,3.6,Bq/kg-fresh
2024/3/24,Lepidotrigla microptena (muscle),Cs-137,,3.9,Bq/kg-fresh
2024/3/24,Common skete (muscle),Cs-137,,3.8,Bq/kg-fresh
2024/3/24,Takifugu snyderi (muscle),Cs-137,,4.1,Bq/kg-fresh
2024/3/24,Flatfish (muscle),Cs-137,,2.7,Bq/kg-fresh
2024/3/24,Flatfish (muscle),Cs-137,,3.2,Bq/kg-fresh
2024/3/24,Roundnose flounder (muscle),Cs-137,,3.8,Bq/kg-fresh
2024/3/24,Ridged-eye flounder (muscle),Cs-137,,2.9,Bq/kg-fresh
2024/3/24,Sea bass (muscle),Cs-137,,3.0,Bq/kg-fresh
2024/3/24,Crimson sea bream (muscle),Cs-137,,3.3,Bq/kg-fresh
2024/3/24,Red sea bream (muscle),Cs-137,,3.5,Bq/kg-fresh
2024/3/24,Marbled sole (muscle),Cs-137,,4.5,Bq/kg-fresh
2024/3/24,Searobin (muscle),Cs-137,,3.5,Bq/kg-fresh
2024/3/24,Flatfish (muscle),H-3:TFWT,,0.078,Bq/L
2024/3/24,Flatfish (muscle),H-3:TFWT,,0.060,Bq/kg-fresh
2024/3/24,Flatfish (muscle),H-3:OBT,,0.27,Bq/L
2024/3/24,Flatfish (muscle),H-3:OBT,,0.034,Bq/kg-fresh
2024/1/27,Lepidotrigla microptena (muscle),Cs-134,,3.4,Bq/kg-fresh
2024/1/27,Common skete (muscle),Cs-134,,3.0,Bq/kg-fresh
2024/1/27,Takifugu snyderi (muscle),Cs-134,,3.7,Bq/kg-fresh
2024/1/27,Flatfish (muscle),Cs-134,,3.9,Bq/kg-fresh
2024/1/27,Flatfish (muscle),Cs-134,,3.9,Bq/kg-fresh
2024/1/27,Roundnose flounder (muscle),Cs-134,,3.7,Bq/kg-fresh
2024/1/27,Sea bass (muscle),Cs-134,,4.8,Bq/kg-fresh
2024/1/27,Crimson sea bream (muscle),Cs-134,,3.3,Bq/kg-fresh
2024/1/27,Red sea bream (muscle),Cs-134,,3.7,Bq/kg-fresh
2024/1/27,John dory (muscle),Cs-134,,3.7,Bq/kg-fresh
2024/1/27,Searobin (muscle),Cs-134,,3.3,Bq/kg-fresh
2024/1/27,Lepidotrigla microptena (muscle),Cs-137,,4.5,Bq/kg-fresh
2024/1/27,Common skete (muscle),Cs-137,,4.0,Bq/kg-fresh
2024/1/27,Takifugu snyderi (muscle),Cs-137,,3.3,Bq/kg-fresh
2024/1/27,Flatfish (muscle),Cs-137,,3.3,Bq/kg-fresh
2024/1/27,Flatfish (muscle),Cs-137,,3.2,Bq/kg-fresh
2024/1/27,Roundnose flounder (muscle),Cs-137,,2.8,Bq/kg-fresh
2024/1/27,Sea bass (muscle),Cs-137,,3.8,Bq/kg-fresh
2024/1/27,Crimson sea bream (muscle),Cs-137,,3.3,Bq/kg-fresh
2024/1/27,Red sea bream (muscle),Cs-137,,3.0,Bq/kg-fresh
2024/1/27,John dory (muscle),Cs-137,,3.9,Bq/kg-fresh
2024/1/27,Searobin (muscle),Cs-137,,3.4,Bq/kg-fresh
2024/1/27,Flatfish (muscle),H-3:TFWT,,0.077,Bq/L
2024/1/27,Flatfish (muscle),H-3:TFWT,,0.060,Bq/kg-fresh
2024/1/27,Flatfish (muscle),H-3:OBT,,0.26,Bq/L
2024/1/27,Flatfish (muscle),H-3:OBT,,0.032,Bq/kg-fresh
2023/12/19,Lepidotrigla microptena (muscle),Cs-134,,3.4,Bq/kg-fresh
2023/12/19,Common skete (muscle),Cs-134,,3.5,Bq/kg-fresh
2023/12/19,Takifugu snyderi (muscle),Cs-134,,4.2,Bq/kg-fresh
2023/12/19,Sea bass (muscle),Cs-134,,3.4,Bq/kg-fresh
2023/12/19,Crimson sea bream (muscle),Cs-134,,3.4,Bq/kg-fresh
2023/12/19,Red sea bream (muscle),Cs-134,,3.5,Bq/kg-fresh
2023/12/19,John dory (muscle),Cs-134,,3.4,Bq/kg-fresh
2023/12/19,Searobin (muscle),Cs-134,,3.7,Bq/kg-fresh
2023/12/19,Lepidotrigla microptena (muscle),Cs-137,,2.8,Bq/kg-fresh
2023/12/19,Common skete (muscle),Cs-137,,3.3,Bq/kg-fresh
2023/12/19,Takifugu snyderi (muscle),Cs-137,,3.1,Bq/kg-fresh
2023/12/19,Sea bass (muscle),Cs-137,,3.4,Bq/kg-fresh
2023/12/19,Crimson sea bream (muscle),Cs-137,,3.2,Bq/kg-fresh
2023/12/19,Red sea bream (muscle),Cs-137,,4.1,Bq/kg-fresh
2023/12/19,John dory (muscle),Cs-137,,3.5,Bq/kg-fresh
2023/12/19,Searobin (muscle),Cs-137,,4.3,Bq/kg-fresh
2023/11/28,Red sea bream (muscle),Cs-134,,3.3,Bq/kg-fresh
2023/11/28,John dory (muscle),Cs-134,,3.9,Bq/kg-fresh
2023/11/28,Smooth dogfish (muscle),Cs-134,,3.3,Bq/kg-fresh
2023/11/28,Searobin (muscle),Cs-134,,3.8,Bq/kg-fresh
2023/11/28,Red sea bream (muscle),Cs-137,,3.1,Bq/kg-fresh
2023/11/28,John dory (muscle),Cs-137,,3.4,Bq/kg-fresh
2023/11/28,Smooth dogfish (muscle),Cs-137,,3.9,Bq/kg-fresh
2023/11/28,Searobin (muscle),Cs-137,,3.7,Bq/kg-fresh
2023/10/24,Crimson sea bream (muscle),Cs-134,,3.3,Bq/kg-fresh
2023/10/24,Red sea bream (muscle),Cs-134,,3.9,Bq/kg-fresh
2023/10/24,John dory (muscle),Cs-134,,3.4,Bq/kg-fresh
2023/10/24,Searobin (muscle),Cs-134,,3.5,Bq/kg-fresh
2023/10/24,Crimson sea bream (muscle),Cs-137,,3.9,Bq/kg-fresh
2023/10/24,Red sea bream (muscle),Cs-137,,3.9,Bq/kg-fresh
2023/10/24,John dory (muscle),Cs-137,,3.4,Bq/kg-fresh
2023/10/24,Searobin (muscle),Cs-137,,3.1,Bq/kg-fresh
2023/9/26,Red sea bream (muscle),Cs-134,,3.5,Bq/kg-fresh
2023/9/26,John dory (muscle),Cs-134,,4.4,Bq/kg-fresh
2023/9/26,Smooth dogfish (muscle),Cs-134,,4.3,Bq/kg-fresh
2023/9/26,Searobin (muscle),Cs-134,,4.1,Bq/kg-fresh
2023/9/26,Red sea bream (muscle),Cs-137,,3.9,Bq/kg-fresh
2023/9/26,John dory (muscle),Cs-137,,3.8,Bq/kg-fresh
2023/9/26,Smooth dogfish (muscle),Cs-137,,3.6,Bq/kg-fresh
2023/9/26,Searobin (muscle),Cs-137,,4.0,Bq/kg-fresh
2023/8/24,Lepidotrigla microptena (muscle),Cs-134,,3.6,Bq/kg-fresh
2023/8/24,Takifugu snyderi (muscle),Cs-134,,3.0,Bq/kg-fresh
2023/8/24,Crimson sea bream (muscle),Cs-134,,2.9,Bq/kg-fresh
2023/8/24,Red sea bream (muscle),Cs-134,,4.0,Bq/kg-fresh
2023/8/24,John dory (muscle),Cs-134,,3.5,Bq/kg-fresh
2023/8/24,Japanese angel shark  (muscle),Cs-134,,3.0,Bq/kg-fresh
2023/8/24,Lepidotrigla microptena (muscle),Cs-137,,3.9,Bq/kg-fresh
2023/8/24,Takifugu snyderi (muscle),Cs-137,,3.8,Bq/kg-fresh
2023/8/24,Crimson sea bream (muscle),Cs-137,,3.7,Bq/kg-fresh
2023/8/24,Red sea bream (muscle),Cs-137,,3.0,Bq/kg-fresh
2023/8/24,John dory (muscle),Cs-137,,3.4,Bq/kg-fresh
2023/8/24,Japanese angel shark  (muscle),Cs-137,,3.5,Bq/kg-fresh
2023/6/27,Lepidotrigla microptena (muscle),Cs-134,,3.8,Bq/kg-fresh
2023/6/27,Common skete (muscle),Cs-134,,3.9,Bq/kg-fresh
2023/6/27,Takifugu snyderi (muscle),Cs-134,,3.8,Bq/kg-fresh
2023/6/27,Roundnose flounder (muscle),Cs-134,,3.7,Bq/kg-fresh
2023/6/27,Ridged-eye flounder (muscle),Cs-134,,3.9,Bq/kg-fresh
2023/6/27,Crimson sea bream (muscle),Cs-134,,3.7,Bq/kg-fresh
2023/6/27,Red sea bream (muscle),Cs-134,,3.5,Bq/kg-fresh
2023/6/27,Smooth dogfish (muscle),Cs-134,,3.7,Bq/kg-fresh
2023/6/27,Lepidotrigla microptena (muscle),Cs-137,,3.4,Bq/kg-fresh
2023/6/27,Common skete (muscle),Cs-137,,3.5,Bq/kg-fresh
2023/6/27,Takifugu snyderi (muscle),Cs-137,,3.5,Bq/kg-fresh
2023/6/27,Roundnose flounder (muscle),Cs-137,,3.5,Bq/kg-fresh
2023/6/27,Ridged-eye flounder (muscle),Cs-137,,3.7,Bq/kg-fresh
2023/6/27,Crimson sea bream (muscle),Cs-137,,3.7,Bq/kg-fresh
2023/6/27,Red sea bream (muscle),Cs-137,,3.1,Bq/kg-fresh
2023/6/27,Smooth dogfish (muscle),Cs-137,,3.5,Bq/kg-fresh
2023/5/27,Lepidotrigla microptena (muscle),Cs-134,,3.8,Bq/kg-fresh
2023/5/27,Yellow goosefish (whole),Cs-134,,3.7,Bq/kg-fresh
2023/5/27,Flatfish (muscle),Cs-134,,6.0,Bq/kg-fresh
2023/5/27,Roundnose flounder (muscle),Cs-134,,3.3,Bq/kg-fresh
2023/5/27,Crimson sea bream (muscle),Cs-134,,3.2,Bq/kg-fresh
2023/5/27,Red sea bream (muscle),Cs-134,,3.1,Bq/kg-fresh
2023/5/27,Lepidotrigla microptena (muscle),Cs-137,,2.9,Bq/kg-fresh
2023/5/27,Yellow goosefish (whole),Cs-137,,4.0,Bq/kg-fresh
2023/5/27,Flatfish (muscle),Cs-137,,5.4,Bq/kg-fresh
2023/5/27,Roundnose flounder (muscle),Cs-137,,3.4,Bq/kg-fresh
2023/5/27,Crimson sea bream (muscle),Cs-137,,3.1,Bq/kg-fresh
2023/5/27,Red sea bream (muscle),Cs-137,,3.9,Bq/kg-fresh
2023/5/27,Flatfish (muscle),H-3:TFWT,,0.076,Bq/L
2023/5/27,Flatfish (muscle),H-3:TFWT,,0.059,Bq/kg-fresh
2023/5/27,Flatfish (muscle),H-3:OBT,,0.26,Bq/L
2023/5/27,Flatfish (muscle),H-3:OBT,,0.038,Bq/kg-fresh
2023/5/13,Lepidotrigla microptena (muscle),Cs-134,,3.5,Bq/kg-fresh
2023/5/13,Common skete (muscle),Cs-134,,3.8,Bq/kg-fresh
2023/5/13,Takifugu snyderi (muscle),Cs-134,,3.5,Bq/kg-fresh
2023/5/13,Microstomus achne (muscle),Cs-134,,3.7,Bq/kg-fresh
2023/5/13,Flatfish (muscle),Cs-134,,3.7,Bq/kg-fresh
2023/5/13,Flatfish (muscle),Cs-134,,5.5,Bq/kg-fresh
2023/5/13,Roundnose flounder (muscle),Cs-134,,3.4,Bq/kg-fresh
2023/5/13,Ridged-eye flounder (muscle),Cs-134,,3.6,Bq/kg-fresh
2023/5/13,Crimson sea bream (muscle),Cs-134,,4.3,Bq/kg-fresh
2023/5/13,Red sea bream (muscle),Cs-134,,3.9,Bq/kg-fresh
2023/5/13,John dory (muscle),Cs-134,,3.6,Bq/kg-fresh
2023/5/13,Lepidotrigla microptena (muscle),Cs-137,,3.9,Bq/kg-fresh
2023/5/13,Common skete (muscle),Cs-137,,3.5,Bq/kg-fresh
2023/5/13,Takifugu snyderi (muscle),Cs-137,,3.7,Bq/kg-fresh
2023/5/13,Microstomus achne (muscle),Cs-137,,4.4,Bq/kg-fresh
2023/5/13,Flatfish (muscle),Cs-137,,3.9,Bq/kg-fresh
2023/5/13,Flatfish (muscle),Cs-137,,5.5,Bq/kg-fresh
2023/5/13,Roundnose flounder (muscle),Cs-137,,3.3,Bq/kg-fresh
2023/5/13,Ridged-eye flounder (muscle),Cs-137,,3.0,Bq/kg-fresh
2023/5/13,Crimson sea bream (muscle),Cs-137,,2.9,Bq/kg-fresh
2023/5/13,Red sea bream (muscle),Cs-137,,3.3,Bq/kg-fresh
2023/5/13,John dory (muscle),Cs-137,,3.6,Bq/kg-fresh
2023/5/13,Flatfish (muscle),H-3:TFWT,,0.077,Bq/L
2023/5/13,Flatfish (muscle),H-3:TFWT,,0.059,Bq/kg-fresh
2023/5/13,Flatfish (muscle),H-3:OBT,,0.26,Bq/L
2023/5/13,Flatfish (muscle),H-3:OBT,,0.040,Bq/kg-fresh
2023/3/20,Lepidotrigla microptena (muscle),Cs-134,,2.5,Bq/kg-fresh
2023/3/20,Common skete (muscle),Cs-134,,3.7,Bq/kg-fresh
2023/3/20,Takifugu snyderi (muscle),Cs-134,,3.2,Bq/kg-fresh
2023/3/20,Pointhead flounder (muscle),Cs-134,,3.5,Bq/kg-fresh
2023/3/20,Flatfish (muscle),Cs-134,,5.5,Bq/kg-fresh
2023/3/20,Flatfish (muscle),Cs-134,,4.1,Bq/kg-fresh
2023/3/20,Roundnose flounder (muscle),Cs-134,,4.0,Bq/kg-fresh
2023/3/20,Ridged-eye flounder (muscle),Cs-134,,3.3,Bq/kg-fresh
2023/3/20,Sea bass (muscle),Cs-134,,3.9,Bq/kg-fresh
2023/3/20,Lepidotrigla microptena (muscle),Cs-137,,3.8,Bq/kg-fresh
2023/3/20,Common skete (muscle),Cs-137,,4.1,Bq/kg-fresh
2023/3/20,Takifugu snyderi (muscle),Cs-137,,3.4,Bq/kg-fresh
2023/3/20,Pointhead flounder (muscle),Cs-137,,3.8,Bq/kg-fresh
2023/3/20,Flatfish (muscle),Cs-137,,3.2,Bq/kg-fresh
2023/3/20,Flatfish (muscle),Cs-137,,4.8,Bq/kg-fresh
2023/3/20,Roundnose flounder (muscle),Cs-137,,3.5,Bq/kg-fresh
2023/3/20,Ridged-eye flounder (muscle),Cs-137,,3.4,Bq/kg-fresh
2023/3/20,Sea bass (muscle),Cs-137,,3.8,Bq/kg-fresh
2023/3/20,Flatfish (muscle),H-3:TFWT,0.094,,Bq/L
2023/3/20,Flatfish (muscle),H-3:TFWT,0.074,,Bq/kg-fresh
2023/3/20,Flatfish (muscle),H-3:OBT,,0.26,Bq/L
2023/3/20,Flatfish (muscle),H-3:OBT,,0.035,Bq/kg-fresh
2023/2/22,Lepidotrigla microptena (muscle),Cs-134,,3.1,Bq/kg-fresh
2023/2/22,Yellow goosefish (whole),Cs-134,,3.9,Bq/kg-fresh
2023/2/22,Takifugu snyderi (muscle),Cs-134,,3.5,Bq/kg-fresh
2023/2/22,Pointhead flounder (muscle),Cs-134,,3.8,Bq/kg-fresh
2023/2/22,Microstomus achne (muscle),Cs-134,,3.1,Bq/kg-fresh
2023/2/22,Flatfish (muscle),Cs-134,,3.7,Bq/kg-fresh
2023/2/22,Flatfish (muscle),Cs-134,,6.3,Bq/kg-fresh
2023/2/22,Ridged-eye flounder (muscle),Cs-134,,3.9,Bq/kg-fresh
2023/2/22,Sea bass (muscle),Cs-134,,3.3,Bq/kg-fresh
2023/2/22,Red sea bream (muscle),Cs-134,,3.8,Bq/kg-fresh
2023/2/22,Smooth dogfish (muscle),Cs-134,,3.1,Bq/kg-fresh
2023/2/22,Searobin (muscle),Cs-134,,3.3,Bq/kg-fresh
2023/2/22,Lepidotrigla microptena (muscle),Cs-137,,3.9,Bq/kg-fresh
