File Creation Date,2025-04-23
Sampling Location,

Date and time of Sampling,Sample,Radionuclide,Dt,ND,Unit
2025/01/26,Microstomus achne,Cs-134,,8.3,Bq/kg
2025/01/26,Marbled sole,Cs-134,,10.0,Bq/kg
2025/01/26,Sea raven,Cs-134,,8.7,Bq/kg
2025/01/26,Icefish,Cs-134,,11.0,Bq/kg
2025/01/26,Stone flounder,Cs-134,,11.0,Bq/kg
2025/01/26,Black rockfish,Cs-137,,6.7,Bq/kg
2025/01/26,Microstomus achne,Cs-137,,7.4,Bq/kg
2025/01/26,Marbled sole,Cs-137,,9.3,Bq/kg
2025/01/26,Sea raven,Cs-137,,6.3,Bq/kg
2025/01/26,Icefish,Cs-137,,7.8,Bq/kg
2025/01/26,Stone flounder,Cs-137,,8.6,Bq/kg
2025/01/21,Icefish,Cs-134,,8.8,Bq/kg
2025/01/21,Icefish,Cs-134,,11.0,Bq/kg
2025/01/21,Sea bass,Cs-134,,8.3,Bq/kg
2025/01/21,Icefish,Cs-137,,7.4,Bq/kg
2025/01/21,Icefish,Cs-137,,7.5,Bq/kg
2025/01/21,Sea bass,Cs-137,,7.8,Bq/kg
2025/01/19,Black rockfish,Cs-134,,7.6,Bq/kg
2025/01/19,Brown hakeling,Cs-134,,7.6,Bq/kg
2025/01/19,Chub mackerel,Cs-134,,7.6,Bq/kg
2025/01/19,Sea bass,Cs-134,,8.4,Bq/kg
2025/01/19,Redwing searobin,Cs-134,,9.2,Bq/kg
2025/01/19,Alaska pollack,Cs-134,,8.0,Bq/kg
2025/01/19,Striped jewfish,Cs-134,,9.2,Bq/kg
2025/01/19,White croaker,Cs-134,,5.9,Bq/kg
2025/01/19,Hairtail,Cs-134,,7.0,Bq/kg
2025/01/19,Smooth dogfish,Cs-134,,10.0,Bq/kg
2025/01/19,Stone flounder,Cs-134,,9.5,Bq/kg
2025/01/19,Red tonguefish,Cs-134,,8.5,Bq/kg
2025/01/19,Finepatterned puffer,Cs-134,,8.9,Bq/kg
2025/01/19,Black rockfish,Cs-137,,8.1,Bq/kg
2025/01/19,Brown hakeling,Cs-137,,6.5,Bq/kg
2025/01/19,Chub mackerel,Cs-137,,7.4,Bq/kg
2025/01/19,Sea bass,Cs-137,,7.3,Bq/kg
2025/01/19,Redwing searobin,Cs-137,,7.7,Bq/kg
2025/01/19,Alaska pollack,Cs-137,,7.9,Bq/kg
2025/01/19,Striped jewfish,Cs-137,,6.4,Bq/kg
2025/01/19,White croaker,Cs-137,,7.0,Bq/kg
2025/01/19,Hairtail,Cs-137,,6.8,Bq/kg
2025/01/19,Smooth dogfish,Cs-137,,7.7,Bq/kg
2025/01/19,Stone flounder,Cs-137,,5.8,Bq/kg
2025/01/19,Red tonguefish,Cs-137,,6.5,Bq/kg
2025/01/19,Finepatterned puffer,Cs-137,,7.3,Bq/kg
2025/01/12,Takifugu snyderi,Cs-134,,8.8,Bq/kg
2025/01/12,Hairtail,Cs-134,,8.8,Bq/kg
2025/01/12,Red sea bream,Cs-134,,8.9,Bq/kg
2025/01/12,Bulgyhead wrasse,Cs-134,,12.0,Bq/kg
2025/01/12,Takifugu snyderi,Cs-137,,7.6,Bq/kg
2025/01/12,Hairtail,Cs-137,,7.5,Bq/kg
2025/01/12,Red sea bream,Cs-137,,6.8,Bq/kg
2025/01/12,Bulgyhead wrasse,Cs-137,,6.3,Bq/kg
2025/01/07,Chub mackerel,Cs-134,,10.0,Bq/kg
2025/01/07,Chub mackerel,Cs-137,,7.7,Bq/kg
2024/12/22,Common skate,Cs-134,,11.0,Bq/kg
2024/12/22,Olive flounder,Cs-134,,7.7,Bq/kg
2024/12/22,Roundnose flounder,Cs-134,,6.9,Bq/kg
2024/12/22,Stone flounder,Cs-134,,9.9,Bq/kg
2024/12/22,Common skate,Cs-137,,7.5,Bq/kg
2024/12/22,Olive flounder,Cs-137,,6.5,Bq/kg
2024/12/22,Roundnose flounder,Cs-137,,8.2,Bq/kg
2024/12/22,Stone flounder,Cs-137,,6.7,Bq/kg
2024/12/17,Takifugu snyderi,Cs-134,,8.1,Bq/kg
2024/12/17,Littlemouth flounder,Cs-134,,11.0,Bq/kg
2024/12/17,Redwing searobin,Cs-134,,5.6,Bq/kg
2024/12/17,Takifugu snyderi,Cs-137,,6.6,Bq/kg
2024/12/17,Littlemouth flounder,Cs-137,,7.7,Bq/kg
2024/12/17,Redwing searobin,Cs-137,,8.5,Bq/kg
2024/12/15,Olive flounder,Cs-134,,9.2,Bq/kg
2024/12/15,Olive flounder,Cs-137,,8.7,Bq/kg
2024/12/11,Rikuzen flounder,Cs-134,,8.1,Bq/kg
2024/12/11,Microstomus achne,Cs-134,,9.2,Bq/kg
2024/12/11,Roundnose flounder,Cs-134,,9.3,Bq/kg
2024/12/11,Rikuzen flounder,Cs-137,,9.5,Bq/kg
2024/12/11,Microstomus achne,Cs-137,,8.9,Bq/kg
2024/12/11,Roundnose flounder,Cs-137,,7.8,Bq/kg
2024/12/01,Black rockfish,Cs-134,,6.8,Bq/kg
2024/12/01,Sebastes cheni,Cs-134,,11.0,Bq/kg
2024/12/01,Japanese amberjack,Cs-134,,6.9,Bq/kg
2024/12/01,Sea bass,Cs-134,,8.1,Bq/kg
2024/12/01,Tiger puffer,Cs-134,,8.5,Bq/kg
2024/12/01,Black rockfish,Cs-137,,7.5,Bq/kg
2024/12/01,Sebastes cheni,Cs-137,,7.7,Bq/kg
2024/12/01,Japanese amberjack,Cs-137,,8.3,Bq/kg
2024/12/01,Sea bass,Cs-137,,6.0,Bq/kg
2024/12/01,Tiger puffer,Cs-137,,7.5,Bq/kg
2024/11/26,Black sea bream,Cs-134,,11.0,Bq/kg
2024/11/26,Sea bass,Cs-134,,9.2,Bq/kg
2024/11/26,Bluefin searobin,Cs-134,,11.0,Bq/kg
2024/11/26,Flathead,Cs-134,,8.9,Bq/kg
2024/11/26,Black sea bream,Cs-137,,7.4,Bq/kg
2024/11/26,Sea bass,Cs-137,,7.0,Bq/kg
2024/11/26,Bluefin searobin,Cs-137,,7.6,Bq/kg
2024/11/26,Flathead,Cs-137,,7.6,Bq/kg
2024/11/17,Takifugu snyderi,Cs-134,,7.4,Bq/kg
2024/11/17,Sebastes cheni,Cs-134,,9.3,Bq/kg
2024/11/17,Jack mackerel,Cs-134,,11.0,Bq/kg
2024/11/17,John dory,Cs-134,,8.7,Bq/kg
2024/11/17,Marbled sole,Cs-134,,8.5,Bq/kg
2024/11/17,Olive flounder,Cs-134,,9.6,Bq/kg
2024/11/17,Black sea bream,Cs-134,,8.0,Bq/kg
2024/11/17,Honnibe crocker,Cs-134,,11.0,Bq/kg
2024/11/17,Roundnose flounder,Cs-134,,8.7,Bq/kg
2024/11/17,Bluefin searobin,Cs-134,,9.6,Bq/kg
2024/11/17,Crimson sea bream,Cs-134,,6.7,Bq/kg
2024/11/17,Hairtail,Cs-134,,9.7,Bq/kg
2024/11/17,Tiger puffer,Cs-134,,9.6,Bq/kg
2024/11/17,Cinnamon flounder,Cs-134,,8.8,Bq/kg
2024/11/17,Red cornetfish,Cs-134,,9.0,Bq/kg
2024/11/17,Takifugu snyderi,Cs-137,,8.5,Bq/kg
2024/11/17,Sebastes cheni,Cs-137,,8.8,Bq/kg
2024/11/17,Jack mackerel,Cs-137,,7.3,Bq/kg
2024/11/17,John dory,Cs-137,,7.9,Bq/kg
2024/11/17,Marbled sole,Cs-137,,8.8,Bq/kg
2024/11/17,Olive flounder,Cs-137,,6.6,Bq/kg
2024/11/17,Black sea bream,Cs-137,,6.4,Bq/kg
2024/11/17,Honnibe crocker,Cs-137,,8.4,Bq/kg
2024/11/17,Roundnose flounder,Cs-137,,7.5,Bq/kg
2024/11/17,Bluefin searobin,Cs-137,,8.4,Bq/kg
2024/11/17,Crimson sea bream,Cs-137,,7.6,Bq/kg
2024/11/17,Hairtail,Cs-137,,8.6,Bq/kg
2024/11/17,Tiger puffer,Cs-137,,7.4,Bq/kg
2024/11/17,Cinnamon flounder,Cs-137,,8.3,Bq/kg
2024/11/17,Red cornetfish,Cs-137,,6.8,Bq/kg
2024/11/10,Chub mackerel,Cs-134,,6.7,Bq/kg
2024/11/10,Rikuzen flounder,Cs-134,,8.8,Bq/kg
2024/11/10,Common skate,Cs-134,,8.0,Bq/kg
2024/11/10,Sea raven,Cs-134,,8.9,Bq/kg
2024/11/10,Fox jacopever,Cs-134,,11.0,Bq/kg
2024/11/10,Spotbelly rockfish,Cs-134,,7.1,Bq/kg
2024/11/10,Chub mackerel,Cs-137,,7.3,Bq/kg
2024/11/10,Rikuzen flounder,Cs-137,,8.6,Bq/kg
2024/11/10,Common skate,Cs-137,,6.5,Bq/kg
2024/11/10,Sea raven,Cs-137,,6.7,Bq/kg
2024/11/10,Fox jacopever,Cs-137,,8.4,Bq/kg
2024/11/10,Spotbelly rockfish,Cs-137,,6.7,Bq/kg
2024/11/04,Chub mackerel,Cs-134,,8.4,Bq/kg
2024/11/04,Rikuzen flounder,Cs-134,,8.6,Bq/kg
2024/11/04,John dory,Cs-134,,9.8,Bq/kg
2024/11/04,Marbled sole,Cs-134,,9.1,Bq/kg
2024/11/04,Conger eel,Cs-134,,11.0,Bq/kg
2024/11/04,Globefish,Cs-134,,7.9,Bq/kg
2024/11/04,Honnibe crocker,Cs-134,,9.1,Bq/kg
2024/11/04,Littlemouth flounder,Cs-134,,9.9,Bq/kg
2024/11/04,Roundnose flounder,Cs-134,,8.2,Bq/kg
2024/11/04,Redwing searobin,Cs-134,,9.4,Bq/kg
2024/11/04,Bluefin searobin,Cs-134,,8.1,Bq/kg
2024/11/04,Willowy flounder,Cs-134,,8.8,Bq/kg
2024/11/04,Crimson sea bream,Cs-134,,7.3,Bq/kg
2024/11/04,White croaker,Cs-134,,9.7,Bq/kg
2024/11/04,Ridged-eye flounder,Cs-134,,11.0,Bq/kg
2024/11/04,Smooth dogfish,Cs-134,,7.8,Bq/kg
2024/11/04,Whip stingray,Cs-134,,10.0,Bq/kg
2024/11/04,Tiger puffer,Cs-134,,7.4,Bq/kg
2024/11/04,Lagocephalus cheesemanii,Cs-134,,9.9,Bq/kg
2024/11/04,Chub mackerel,Cs-137,,8.4,Bq/kg
2024/11/04,Rikuzen flounder,Cs-137,,8.7,Bq/kg
2024/11/04,John dory,Cs-137,,7.4,Bq/kg
2024/11/04,Marbled sole,Cs-137,,8.5,Bq/kg
2024/11/04,Conger eel,Cs-137,,7.0,Bq/kg
2024/11/04,Globefish,Cs-137,,8.6,Bq/kg
2024/11/04,Honnibe crocker,Cs-137,,6.7,Bq/kg
2024/11/04,Littlemouth flounder,Cs-137,,8.0,Bq/kg
2024/11/04,Roundnose flounder,Cs-137,,7.1,Bq/kg
2024/11/04,Redwing searobin,Cs-137,,8.4,Bq/kg
2024/11/04,Bluefin searobin,Cs-137,,6.9,Bq/kg
2024/11/04,Willowy flounder,Cs-137,,7.7,Bq/kg
2024/11/04,Crimson sea bream,Cs-137,,6.9,Bq/kg
2024/11/04,White croaker,Cs-137,,7.5,Bq/kg
2024/11/04,Ridged-eye flounder,Cs-137,,8.1,Bq/kg
2024/11/04,Smooth dogfish,Cs-137,,7.2,Bq/kg
2024/11/04,Whip stingray,Cs-137,,8.0,Bq/kg
2024/11/04,Tiger puffer,Cs-137,,7.3,Bq/kg
2024/11/04,Lagocephalus cheesemanii,Cs-137,,9.2,Bq/kg
2024/10/27,Marbled sole,Cs-134,,9.1,Bq/kg
2024/10/27,Greenling,Cs-134,,9.2,Bq/kg
2024/10/27,Yellow goosefish,Cs-134,,7.4,Bq/kg
2024/10/27,Littlemouth flounder,Cs-134,,8.3,Bq/kg
2024/10/27,Willowy flounder,Cs-134,,8,Bq/kg
2024/10/27,Marbled sole,Cs-137,,8.1,Bq/kg
2024/10/27,Greenling,Cs-137,,7.5,Bq/kg
2024/10/27,Yellow goosefish,Cs-137,,7,Bq/kg
2024/10/27,Littlemouth flounder,Cs-137,,8.9,Bq/kg
2024/10/27,Willowy flounder,Cs-137,,6.2,Bq/kg
2024/10/22,Chub mackerel,Cs-134,,8,Bq/kg
2024/10/22,Marbled sole,Cs-134,,8.5,Bq/kg
2024/10/22,Great amberjack,Cs-134,,9.2,Bq/kg
2024/10/22,Blue mackerel,Cs-134,,9.7,Bq/kg
2024/10/22,Goldlined seabream,Cs-134,,9.5,Bq/kg
2024/10/22,Chub mackerel,Cs-137,,8.1,Bq/kg
2024/10/22,Marbled sole,Cs-137,,8.1,Bq/kg
2024/10/22,Great amberjack,Cs-137,,7.8,Bq/kg
2024/10/22,Blue mackerel,Cs-137,,7.2,Bq/kg
2024/10/22,Goldlined seabream,Cs-137,,8,Bq/kg
2024/10/14,Scorpionfish,Cs-134,,8.9,Bq/kg
2024/10/14,Microstomus achne,Cs-134,,9.7,Bq/kg
2024/10/14,Japanese amberjack,Cs-134,,9.3,Bq/kg
2024/10/14,Jack mackerel,Cs-134,,9.5,Bq/kg
2024/10/14,Common skate,Cs-134,,8.4,Bq/kg
2024/10/14,Marbled sole,Cs-134,,7.3,Bq/kg
2024/10/14,Conger eel,Cs-134,,8.4,Bq/kg
2024/10/14,Goldeye rockfish,Cs-134,,8.5,Bq/kg
2024/10/14,Honnibe crocker,Cs-134,,7.8,Bq/kg
2024/10/14,Yellow goosefish,Cs-134,,6.1,Bq/kg
2024/10/14,Sea bass,Cs-134,,8.9,Bq/kg
2024/10/14,Sea bass,Cs-134,,7.9,Bq/kg
2024/10/14,Littlemouth flounder,Cs-134,,7,Bq/kg
2024/10/14,Roundnose flounder,Cs-134,,8.7,Bq/kg
2024/10/14,Bluefin searobin,Cs-134,,8.9,Bq/kg
2024/10/14,Ridged-eye flounder,Cs-134,,8.4,Bq/kg
2024/10/14,Crimson sea bream,Cs-134,,9.5,Bq/kg
2024/10/14,Ridged-eye flounder,Cs-134,,7.4,Bq/kg
2024/10/14,Hairtail,Cs-134,,11,Bq/kg
2024/10/14,Red sea bream,Cs-134,,8.6,Bq/kg
2024/10/14,Smooth dogfish,Cs-134,,9,Bq/kg
2024/10/14,Scorpionfish,Cs-137,,9.1,Bq/kg
2024/10/14,Microstomus achne,Cs-137,,7.8,Bq/kg
2024/10/14,Japanese amberjack,Cs-137,,7.5,Bq/kg
2024/10/14,Jack mackerel,Cs-137,,8.5,Bq/kg
2024/10/14,Common skate,Cs-137,,7.4,Bq/kg
2024/10/14,Marbled sole,Cs-137,,6.5,Bq/kg
2024/10/14,Conger eel,Cs-137,,8.7,Bq/kg
2024/10/14,Goldeye rockfish,Cs-137,,7.6,Bq/kg
2024/10/14,Honnibe crocker,Cs-137,,6.6,Bq/kg
2024/10/14,Yellow goosefish,Cs-137,,7.2,Bq/kg
2024/10/14,Sea bass,Cs-137,,6.7,Bq/kg
2024/10/14,Sea bass,Cs-137,,5.5,Bq/kg
2024/10/14,Littlemouth flounder,Cs-137,,7.5,Bq/kg
2024/10/14,Roundnose flounder,Cs-137,,7.7,Bq/kg
2024/10/14,Bluefin searobin,Cs-137,,8.8,Bq/kg
2024/10/14,Ridged-eye flounder,Cs-137,,7.8,Bq/kg
2024/10/14,Crimson sea bream,Cs-137,,7.2,Bq/kg
2024/10/14,Ridged-eye flounder,Cs-137,,7.3,Bq/kg
2024/10/14,Hairtail,Cs-137,,7.5,Bq/kg
2024/10/14,Red sea bream,Cs-137,,6,Bq/kg
2024/10/14,Smooth dogfish,Cs-137,,7.8,Bq/kg
2024/10/08,Sea bass,Cs-134,,9.7,Bq/kg
2024/10/08,Sea bass,Cs-137,,8,Bq/kg
2024/10/06,Black rockfish,Cs-134,,7.5,Bq/kg
2024/10/06,Black rockfish,Cs-134,,11,Bq/kg
2024/10/06,Takifugu snyderi,Cs-134,,8.4,Bq/kg
2024/10/06,John dory,Cs-134,,7.5,Bq/kg
2024/10/06,Globefish,Cs-134,,7.8,Bq/kg
2024/10/06,Ridged-eye flounder,Cs-134,,8.4,Bq/kg
2024/10/06,Red sea bream,Cs-134,,8.8,Bq/kg
2024/10/06,Whip stingray,Cs-134,,7.5,Bq/kg
2024/10/06,Black rockfish,Cs-137,,6.8,Bq/kg
2024/10/06,Black rockfish,Cs-137,,8.2,Bq/kg
2024/10/06,Takifugu snyderi,Cs-137,,7.2,Bq/kg
2024/10/06,John dory,Cs-137,,7,Bq/kg
2024/10/06,Globefish,Cs-137,,7.3,Bq/kg
2024/10/06,Ridged-eye flounder,Cs-137,,7.5,Bq/kg
2024/10/06,Red sea bream,Cs-137,,8.2,Bq/kg
2024/10/06,Whip stingray,Cs-137,,5.6,Bq/kg
2024/10/01,Takifugu snyderi,Cs-134,,9.5,Bq/kg
2024/10/01,Greeneye,Cs-134,,9.4,Bq/kg
2024/10/01,Chub mackerel,Cs-134,,7.8,Bq/kg
2024/10/01,Rikuzen flounder,Cs-134,,9.3,Bq/kg
2024/10/01,Japanese amberjack,Cs-134,,8,Bq/kg
2024/10/01,John dory,Cs-134,,9.1,Bq/kg
2024/10/01,Marbled sole,Cs-134,,8.8,Bq/kg
2024/10/01,Globefish,Cs-134,,9,Bq/kg
2024/10/01,Goldeye rockfish,Cs-134,,11,Bq/kg
2024/10/01,Yellow goosefish,Cs-134,,8,Bq/kg
2024/10/01,Sea bass,Cs-134,,7.6,Bq/kg
2024/10/01,Sea bass,Cs-134,,8.7,Bq/kg
2024/10/01,Sea bass,Cs-134,,8.2,Bq/kg
2024/10/01,Redwing searobin,Cs-134,,8.9,Bq/kg
2024/10/01,Bluefin searobin,Cs-134,,8.1,Bq/kg
2024/10/01,Ridged-eye flounder,Cs-134,,7.1,Bq/kg
2024/10/01,Fox jacopever,Cs-134,,8.9,Bq/kg
2024/10/01,Hairtail,Cs-134,,9.5,Bq/kg
2024/10/01,Frigate mackerel,Cs-134,,7.5,Bq/kg
2024/10/01,Takifugu snyderi,Cs-137,,7,Bq/kg
2024/10/01,Greeneye,Cs-137,,7.6,Bq/kg
2024/10/01,Chub mackerel,Cs-137,,6.1,Bq/kg
2024/10/01,Rikuzen flounder,Cs-137,,7.5,Bq/kg
2024/10/01,Japanese amberjack,Cs-137,,8.5,Bq/kg
2024/10/01,John dory,Cs-137,,8.1,Bq/kg
2024/10/01,Marbled sole,Cs-137,,9,Bq/kg
2024/10/01,Globefish,Cs-137,,7.7,Bq/kg
2024/10/01,Goldeye rockfish,Cs-137,,7.9,Bq/kg
2024/10/01,Yellow goosefish,Cs-137,,6.5,Bq/kg
2024/10/01,Sea bass,Cs-137,,7.7,Bq/kg
2024/10/01,Sea bass,Cs-137,,7.2,Bq/kg
2024/10/01,Sea bass,Cs-137,,7.9,Bq/kg
2024/10/01,Redwing searobin,Cs-137,,6.6,Bq/kg
2024/10/01,Bluefin searobin,Cs-137,,8.5,Bq/kg
2024/10/01,Ridged-eye flounder,Cs-137,,7.4,Bq/kg
2024/10/01,Fox jacopever,Cs-137,,8.1,Bq/kg
2024/10/01,Hairtail,Cs-137,,9.1,Bq/kg
2024/10/01,Frigate mackerel,Cs-137,,7.9,Bq/kg
2024/09/29,Common skate,Cs-134,,9.9,Bq/kg
2024/09/29,Olive flounder,Cs-134,,8.9,Bq/kg
2024/09/29,Crimson sea bream,Cs-134,,8.4,Bq/kg
2024/09/29,Red sea bream,Cs-134,,9.2,Bq/kg
2024/09/29,Common skate,Cs-137,,9.1,Bq/kg
2024/09/29,Olive flounder,Cs-137,,8.1,Bq/kg
2024/09/29,Crimson sea bream,Cs-137,,7.7,Bq/kg
2024/09/29,Red sea bream,Cs-137,,7.8,Bq/kg
2024/09/25,Olive flounder,Cs-134,,8,Bq/kg
2024/09/25,Olive flounder,Cs-137,,8,Bq/kg
2024/09/16,Takifugu snyderi,Cs-134,,8.9,Bq/kg
2024/09/16,Marbled sole,Cs-134,,9.8,Bq/kg
