File Creation Date,2024-12-09
Sampling Location,

Date and time of Sampling,Sample,Radionuclide,Dt,ND,Unit
2024/11/10,John dory,Cs-134,,9.9,Bq/kg
2024/11/10,Hairtail,Cs-134,,9.2,Bq/kg
2024/11/10,Crimson sea bream,Cs-134,,9.8,Bq/kg
2024/11/10,Smooth dogfish,Cs-134,,6.7,Bq/kg
2024/11/10,Whitefin trevally,Cs-134,,9.0,Bq/kg
2024/11/10,Tiger puffer,Cs-134,,9.4,Bq/kg
2024/11/10,John dory,Cs-137,,8.9,Bq/kg
2024/11/10,Hairtail,Cs-137,,7.1,Bq/kg
2024/11/10,Crimson sea bream,Cs-137,,6.9,Bq/kg
2024/11/10,Smooth dogfish,Cs-137,,8.0,Bq/kg
2024/11/10,Whitefin trevally,Cs-137,,8.3,Bq/kg
2024/11/10,Tiger puffer,Cs-137,,7.8,Bq/kg
2024/10/22,Olive flounder,Cs-134,,7.9,Bq/kg
2024/10/22,Jack mackerel,Cs-134,,8.7,Bq/kg
2024/10/22,Willowy flounder,Cs-134,,7.3,Bq/kg
2024/10/22,Brown hakeling,Cs-134,,9.7,Bq/kg
2024/10/22,Scorpionfish,Cs-134,,8.7,Bq/kg
2024/10/22,Littlemouth flounder,Cs-134,,7.7,Bq/kg
2024/10/22,Roundnose flounder,Cs-134,,8.4,Bq/kg
2024/10/22,Blackthroat seaperch,Cs-134,,7.2,Bq/kg
2024/10/22,Yellow goosefish,Cs-134,,8.9,Bq/kg
2024/10/22,Sea raven,Cs-134,,9.4,Bq/kg
2024/10/22,Japanese spanish mackerel,Cs-134,,9.4,Bq/kg
2024/10/22,Rikuzen flounder,Cs-134,,9,Bq/kg
2024/10/22,Olive flounder,Cs-137,,7,Bq/kg
2024/10/22,Jack mackerel,Cs-137,,7.9,Bq/kg
2024/10/22,Willowy flounder,Cs-137,,7.9,Bq/kg
2024/10/22,Brown hakeling,Cs-137,,7.6,Bq/kg
2024/10/22,Scorpionfish,Cs-137,,8.7,Bq/kg
2024/10/22,Littlemouth flounder,Cs-137,,7.7,Bq/kg
2024/10/22,Roundnose flounder,Cs-137,,5.9,Bq/kg
2024/10/22,Blackthroat seaperch,Cs-137,,5.9,Bq/kg
2024/10/22,Yellow goosefish,Cs-137,,8.3,Bq/kg
2024/10/22,Sea raven,Cs-137,,8,Bq/kg
2024/10/22,Japanese spanish mackerel,Cs-137,,6.5,Bq/kg
2024/10/22,Rikuzen flounder,Cs-137,,8.2,Bq/kg
2024/09/10,Jack mackerel,Cs-134,,8,Bq/kg
2024/09/10,Sea bass,Cs-134,,9.8,Bq/kg
2024/09/10,Sea bass,Cs-134,,8.6,Bq/kg
2024/09/10,Hairtail,Cs-134,,7.8,Bq/kg
2024/09/10,Red sea bream,Cs-134,,9.8,Bq/kg
2024/09/10,Jack mackerel,Cs-137,,7.2,Bq/kg
2024/09/10,Sea bass,Cs-137,,7.7,Bq/kg
2024/09/10,Sea bass,Cs-137,,5.8,Bq/kg
2024/09/10,Hairtail,Cs-137,,7.7,Bq/kg
2024/09/10,Red sea bream,Cs-137,,8.5,Bq/kg
2024/07/30,Jack mackerel,Cs-134,,7.9,Bq/kg
2024/07/30,Japanese amberjack,Cs-134,,11,Bq/kg
2024/07/30,Hairtail,Cs-134,,9.9,Bq/kg
2024/07/30,Takifugu snyderi,Cs-134,,8.7,Bq/kg
2024/07/30,Honnibe crocker,Cs-134,,11,Bq/kg
2024/07/30,Short barbeled velvetchin,Cs-134,,8.4,Bq/kg
2024/07/30,Chub mackerel,Cs-134,,7.7,Bq/kg
2024/07/30,Jack mackerel,Cs-137,,7.6,Bq/kg
2024/07/30,Japanese amberjack,Cs-137,,7.7,Bq/kg
2024/07/30,Hairtail,Cs-137,,8.6,Bq/kg
2024/07/30,Takifugu snyderi,Cs-137,,5.8,Bq/kg
2024/07/30,Honnibe crocker,Cs-137,,7.8,Bq/kg
2024/07/30,Short barbeled velvetchin,Cs-137,,7.1,Bq/kg
2024/07/30,Chub mackerel,Cs-137,,7,Bq/kg
2024/07/22,Anchovy,Cs-134,,7.7,Bq/kg
2024/07/22,Anchovy,Cs-137,,7.5,Bq/kg
