File Creation Date,2025-09-11
Sampling Location,

Date and time of Sampling,Sample,Radionuclide,Dt,ND,Unit
2025/08/20,Anchovy,Cs-134,,8.0,Bq/kg
2025/08/20,Anchovy,Cs-134,,9.9,Bq/kg
2025/08/20,Anchovy,Cs-137,,7.7,Bq/kg
2025/08/20,Anchovy,Cs-137,,8.4,Bq/kg
2025/08/05,Flathead,Cs-134,,8.9,Bq/kg
2025/08/05,Takifugu snyderi,Cs-134,,8.9,Bq/kg
2025/08/05,Redspotted grouper,Cs-134,,7.8,Bq/kg
2025/08/05,Flathead,Cs-137,,9.2,Bq/kg
2025/08/05,Takifugu snyderi,Cs-137,,8.6,Bq/kg
2025/08/05,Redspotted grouper,Cs-137,,7.4,Bq/kg
2025/7/30,Bluefin searobin,Cs-134,,8.3,Bq/kg
2025/7/30,Red sea bream,Cs-134,,9.7,Bq/kg
2025/7/30,Bluefin searobin,Cs-137,,7.9,Bq/kg
2025/7/30,Red sea bream,Cs-137,,9.2,Bq/kg
2025/07/13,Sea bass,Cs-134,,11.0,Bq/kg
2025/07/13,Sea bass,Cs-137,,7.7,Bq/kg
2025/07/01,Roundnose flounder,Cs-134,,7.4,Bq/kg
2025/07/01,Bluefin searobin,Cs-134,,7.0,Bq/kg
2025/07/01,John dory,Cs-134,,7.7,Bq/kg
2025/07/01,Blue mackerel,Cs-134,,8.0,Bq/kg
2025/07/01,Roundnose flounder,Cs-137,,7.8,Bq/kg
2025/07/01,Bluefin searobin,Cs-137,,6.1,Bq/kg
2025/07/01,John dory,Cs-137,,7.8,Bq/kg
2025/07/01,Blue mackerel,Cs-137,,8.2,Bq/kg
2025/06/24,Marbled sole,Cs-134,,9.2,Bq/kg
2025/06/24,John dory,Cs-134,,7.8,Bq/kg
2025/06/24,Conger eel,Cs-134,,9.0,Bq/kg
2025/06/24,Littlemouth flounder,Cs-134,,8.0,Bq/kg
2025/06/24,Jack mackerel,Cs-134,,9.1,Bq/kg
2025/06/24,Marbled sole,Cs-137,,5.5,Bq/kg
2025/06/24,John dory,Cs-137,,6.5,Bq/kg
2025/06/24,Conger eel,Cs-137,,7.6,Bq/kg
2025/06/24,Littlemouth flounder,Cs-137,,7.3,Bq/kg
2025/06/24,Jack mackerel,Cs-137,,8.1,Bq/kg
2025/06/23,Microstomus achne,Cs-134,,9.4,Bq/kg
2025/06/23,Common skate,Cs-134,,9.0,Bq/kg
2025/06/23,Microstomus achne,Cs-137,,9.6,Bq/kg
2025/06/23,Common skate,Cs-137,,9.9,Bq/kg
2025/06/17,Fox jacopever,Cs-134,,8.2,Bq/kg
2025/06/17,Bluefin searobin,Cs-134,,7.7,Bq/kg
2025/06/17,John dory,Cs-134,,8.5,Bq/kg
2025/06/17,Yellow goosefish,Cs-134,,11.0,Bq/kg
2025/06/17,Chub mackerel,Cs-134,,9.0,Bq/kg
2025/06/17,Rikuzen flounder,Cs-134,,9.0,Bq/kg
2025/06/17,Brown hakeling,Cs-134,,7.7,Bq/kg
2025/06/17,Willowy flounder,Cs-134,,7.5,Bq/kg
2025/06/17,Common skate,Cs-134,,8.7,Bq/kg
2025/06/17,Goldeye rockfish,Cs-134,,8.6,Bq/kg
2025/06/17,Blue mackerel,Cs-134,,9.1,Bq/kg
2025/06/17,Hairtail,Cs-134,,10.0,Bq/kg
2025/06/17,Fox jacopever,Cs-137,,8.8,Bq/kg
2025/06/17,Bluefin searobin,Cs-137,,7.0,Bq/kg
2025/06/17,John dory,Cs-137,,8.2,Bq/kg
2025/06/17,Yellow goosefish,Cs-137,,8.8,Bq/kg
2025/06/17,Chub mackerel,Cs-137,,8.0,Bq/kg
2025/06/17,Rikuzen flounder,Cs-137,,8.2,Bq/kg
2025/06/17,Brown hakeling,Cs-137,,9.4,Bq/kg
2025/06/17,Willowy flounder,Cs-137,,9.0,Bq/kg
2025/06/17,Common skate,Cs-137,,6.9,Bq/kg
2025/06/17,Goldeye rockfish,Cs-137,,8.9,Bq/kg
2025/06/17,Blue mackerel,Cs-137,,9.0,Bq/kg
2025/06/17,Hairtail,Cs-137,,9.3,Bq/kg
2025/06/16,Sea bass,Cs-134,,11.0,Bq/kg
2025/06/16,Smooth dogfish,Cs-134,,8.6,Bq/kg
2025/06/16,Sea bass,Cs-137,,8.8,Bq/kg
2025/06/16,Smooth dogfish,Cs-137,,7.0,Bq/kg
2025/06/10,Greenling,Cs-134,,9.1,Bq/kg
2025/06/10,Olive flounder,Cs-134,,9.0,Bq/kg
2025/06/10,Brown hakeling,Cs-134,,8.7,Bq/kg
2025/06/10,Pointhead flounder,Cs-134,,9.1,Bq/kg
2025/06/10,Greenling,Cs-137,,7.9,Bq/kg
2025/06/10,Olive flounder,Cs-137,,5.4,Bq/kg
2025/06/10,Brown hakeling,Cs-137,,7.1,Bq/kg
2025/06/10,Pointhead flounder,Cs-137,,7.7,Bq/kg
2025/06/08,Marbled sole,Cs-134,,7.4,Bq/kg
2025/06/08,Bluefin searobin,Cs-134,,8.0,Bq/kg
2025/06/08,Littlemouth flounder,Cs-134,,7.1,Bq/kg
2025/06/08,Takifugu snyderi,Cs-134,,9.2,Bq/kg
2025/06/08,Marbled sole,Cs-137,,9.6,Bq/kg
2025/06/08,Bluefin searobin,Cs-137,,8.0,Bq/kg
2025/06/08,Littlemouth flounder,Cs-137,,7.2,Bq/kg
2025/06/08,Takifugu snyderi,Cs-137,,8.7,Bq/kg
2025/06/03,Fox jacopever,Cs-134,,9.6,Bq/kg
2025/06/03,Marbled sole,Cs-134,,9.9,Bq/kg
2025/06/03,Greenling,Cs-134,,8.2,Bq/kg
2025/06/03,Bluefin searobin,Cs-134,,7.5,Bq/kg
2025/06/03,John dory,Cs-134,,9.1,Bq/kg
2025/06/03,Yellow goosefish,Cs-134,,8.4,Bq/kg
2025/06/03,Sea bass,Cs-134,,11.0,Bq/kg
2025/06/03,Brown hakeling,Cs-134,,7.7,Bq/kg
2025/06/03,Pointhead flounder,Cs-134,,8.5,Bq/kg
2025/06/03,Common skate,Cs-134,,8.4,Bq/kg
2025/06/03,Ridged-eye flounder,Cs-134,,12.0,Bq/kg
2025/06/03,Littlemouth flounder,Cs-134,,8.6,Bq/kg
2025/06/03,Crimson sea bream,Cs-134,,9.6,Bq/kg
2025/06/03,Striped jewfish,Cs-134,,9.7,Bq/kg
2025/06/03,Jack mackerel,Cs-134,,8.9,Bq/kg
2025/06/03,Yellowbarred red rockfish,Cs-134,,9.0,Bq/kg
2025/06/03,Fox jacopever,Cs-137,,8.2,Bq/kg
2025/06/03,Marbled sole,Cs-137,,9.1,Bq/kg
2025/06/03,Greenling,Cs-137,,8.4,Bq/kg
2025/06/03,Bluefin searobin,Cs-137,,6.6,Bq/kg
2025/06/03,John dory,Cs-137,,8.1,Bq/kg
2025/06/03,Yellow goosefish,Cs-137,,7.5,Bq/kg
2025/06/03,Sea bass,Cs-137,,7.7,Bq/kg
2025/06/03,Brown hakeling,Cs-137,,8.7,Bq/kg
2025/06/03,Pointhead flounder,Cs-137,,8.1,Bq/kg
2025/06/03,Common skate,Cs-137,,7.0,Bq/kg
2025/06/03,Ridged-eye flounder,Cs-137,,6.9,Bq/kg
2025/06/03,Littlemouth flounder,Cs-137,,7.3,Bq/kg
2025/06/03,Crimson sea bream,Cs-137,,10.0,Bq/kg
2025/06/03,Striped jewfish,Cs-137,,7.9,Bq/kg
2025/06/03,Jack mackerel,Cs-137,,8.0,Bq/kg
2025/06/03,Yellowbarred red rockfish,Cs-137,,8.4,Bq/kg
2025/05/27,Roundnose flounder,Cs-134,,8.0,Bq/kg
2025/05/27,White croaker,Cs-134,,9.9,Bq/kg
2025/05/27,Sea raven,Cs-134,,8.3,Bq/kg
2025/05/27,Honnibe crocker,Cs-134,,7.8,Bq/kg
2025/05/27,Roundnose flounder,Cs-137,,7.5,Bq/kg
2025/05/27,White croaker,Cs-137,,9.3,Bq/kg
2025/05/27,Sea raven,Cs-137,,7.2,Bq/kg
2025/05/27,Honnibe crocker,Cs-137,,7.6,Bq/kg
2025/05/18,Greeneye,Cs-134,,9.8,Bq/kg
2025/05/18,Roughsclae sole,Cs-134,,8.9,Bq/kg
2025/05/18,Microstomus achne,Cs-134,,9.2,Bq/kg
2025/05/18,Chub mackerel,Cs-134,,8.4,Bq/kg
2025/05/18,Pacific cod,Cs-134,,8.6,Bq/kg
2025/05/18,Rikuzen flounder,Cs-134,,8.2,Bq/kg
2025/05/18,Scorpionfish,Cs-134,,11.0,Bq/kg
2025/05/18,Jack mackerel,Cs-134,,8.8,Bq/kg
2025/05/18,Greeneye,Cs-137,,7.1,Bq/kg
2025/05/18,Roughsclae sole,Cs-137,,8.5,Bq/kg
2025/05/18,Microstomus achne,Cs-137,,8.3,Bq/kg
2025/05/18,Chub mackerel,Cs-137,,6.7,Bq/kg
2025/05/18,Pacific cod,Cs-137,,8.3,Bq/kg
2025/05/18,Rikuzen flounder,Cs-137,,8.8,Bq/kg
2025/05/18,Scorpionfish,Cs-137,,8.6,Bq/kg
2025/05/18,Jack mackerel,Cs-137,,7.3,Bq/kg
2025/05/13,Olive flounder,Cs-134,,7.9,Bq/kg
2025/05/13,John dory,Cs-134,,8.5,Bq/kg
2025/05/13,Sea bass,Cs-134,,7.9,Bq/kg
2025/05/13,Olive flounder,Cs-137,,7.4,Bq/kg
2025/05/13,John dory,Cs-137,,8.3,Bq/kg
2025/05/13,Sea bass,Cs-137,,6.6,Bq/kg
2025/05/06,Chub mackerel,Cs-134,,9.2,Bq/kg
2025/05/06,Common skate,Cs-134,,8.4,Bq/kg
2025/05/06,White croaker,Cs-134,,7.8,Bq/kg
2025/05/06,Globefish,Cs-134,,8.0,Bq/kg
2025/05/06,Chub mackerel,Cs-137,,6.5,Bq/kg
2025/05/06,Common skate,Cs-137,,8.2,Bq/kg
2025/05/06,White croaker,Cs-137,,7.6,Bq/kg
2025/05/06,Globefish,Cs-137,,7.1,Bq/kg
2025/04/27,Olive flounder,Cs-134,,7.9,Bq/kg
2025/04/27,Olive flounder,Cs-137,,5.7,Bq/kg
2025/04/20,Sea bass,Cs-134,,8.2,Bq/kg
2025/04/20,Sea bass,Cs-134,,9.6,Bq/kg
2025/04/20,Pointhead flounder,Cs-134,,11.0,Bq/kg
2025/04/20,Sea bass,Cs-137,,6.9,Bq/kg
2025/04/20,Sea bass,Cs-137,,7.8,Bq/kg
2025/04/20,Pointhead flounder,Cs-137,,8.7,Bq/kg
2025/04/19,Icefish,Cs-134,,9.5,Bq/kg
2025/04/19,Icefish,Cs-137,,9.1,Bq/kg
2025/04/06,Marbled sole,Cs-134,,9.8,Bq/kg
2025/04/06,Black rockfish,Cs-134,,8.9,Bq/kg
2025/04/06,Bluefin searobin,Cs-134,,9.5,Bq/kg
2025/04/06,John dory,Cs-134,,9.2,Bq/kg
2025/04/06,Sea bass,Cs-134,,8.3,Bq/kg
2025/04/06,Chub mackerel,Cs-134,,9.5,Bq/kg
2025/04/06,Pacific cod,Cs-134,,8.7,Bq/kg
2025/04/06,Common skate,Cs-134,,9.6,Bq/kg
2025/04/06,Littlemouth flounder,Cs-134,,9.8,Bq/kg
2025/04/06,Red sea bream,Cs-134,,9.5,Bq/kg
2025/04/06,Globefish,Cs-134,,11.0,Bq/kg
2025/04/06,Takifugu snyderi,Cs-134,,7.1,Bq/kg
2025/04/06,True sardine,Cs-134,,11.0,Bq/kg
2025/04/06,Marbled sole,Cs-137,,10.0,Bq/kg
2025/04/06,Black rockfish,Cs-137,,8.8,Bq/kg
2025/04/06,Bluefin searobin,Cs-137,,8.3,Bq/kg
2025/04/06,John dory,Cs-137,,7.3,Bq/kg
2025/04/06,Sea bass,Cs-137,,7.7,Bq/kg
2025/04/06,Chub mackerel,Cs-137,,8.2,Bq/kg
2025/04/06,Pacific cod,Cs-137,,6.1,Bq/kg
2025/04/06,Common skate,Cs-137,,8.2,Bq/kg
2025/04/06,Littlemouth flounder,Cs-137,,8.4,Bq/kg
2025/04/06,Red sea bream,Cs-137,,8.2,Bq/kg
2025/04/06,Globefish,Cs-137,,8.3,Bq/kg
2025/04/06,Takifugu snyderi,Cs-137,,5.6,Bq/kg
2025/04/06,True sardine,Cs-137,,8.7,Bq/kg
