File Creation Date,2026-01-27
Sampling Location,Around 2km offshore of 2F site (T-S7) (Fish)

Date and time of Sampling,Sample,Radionuclide,Dt,ND,Unit
2023/1/12,Flatfish (muscle),Cs-134,,5.1,Bq/kg-fresh
2023/1/12,Roundnose flounder (muscle),Cs-134,,3.3,Bq/kg-fresh
2023/1/12,Black rockfish (muscle),Cs-134,,4.2,Bq/kg-fresh
2023/1/12,Microstomus achne (muscle),Cs-134,,3.3,Bq/kg-fresh
2023/1/12,Greenling (muscle),Cs-134,,3.2,Bq/kg-fresh
2023/1/12,Stone flounder (muscle),Cs-137,,4.2,Bq/kg-fresh
2023/1/12,Common skete (muscle),Cs-137,,4.1,Bq/kg-fresh
2023/1/12,Flatfish (muscle),Cs-137,,5.1,Bq/kg-fresh
2023/1/12,Roundnose flounder (muscle),Cs-137,,3.7,Bq/kg-fresh
2023/1/12,Black rockfish (muscle),Cs-137,,3.8,Bq/kg-fresh
2023/1/12,Microstomus achne (muscle),Cs-137,,3.3,Bq/kg-fresh
2023/1/12,Greenling (muscle),Cs-137,,3.5,Bq/kg-fresh
2023/1/12,Flatfish (muscle),H-3:TFWT,0.095,,Bq/L
2023/1/12,Flatfish (muscle),H-3:TFWT,0.074,,Bq/kg-fresh
2023/1/12,Flatfish (muscle),H-3:OBT,,0.26,Bq/L
2023/1/12,Flatfish (muscle),H-3:OBT,,0.035,Bq/kg-fresh
2022/11/9,Common skete (muscle),Cs-134,,3.6,Bq/kg-fresh
2022/11/9,Flatfish (muscle),Cs-134,,3.7,Bq/kg-fresh
2022/11/9,Flathead (muscle),Cs-134,,3.8,Bq/kg-fresh
2022/11/9,Japanese angel shark  (muscle),Cs-134,,3.6,Bq/kg-fresh
2022/11/9,Blue crab (whole),Cs-134,,3.2,Bq/kg-fresh
2022/11/9,Japanese eagle ray (muscle),Cs-134,,2.9,Bq/kg-fresh
2022/11/9,Carcharhinus (muscle),Cs-134,,3.8,Bq/kg-fresh
2022/11/9,Common skete (muscle),Cs-137,,3.3,Bq/kg-fresh
2022/11/9,Flatfish (muscle),Cs-137,,3.4,Bq/kg-fresh
2022/11/9,Flathead (muscle),Cs-137,,3.4,Bq/kg-fresh
2022/11/9,Japanese angel shark  (muscle),Cs-137,3.6,,Bq/kg-fresh
2022/11/9,Blue crab (whole),Cs-137,,4.2,Bq/kg-fresh
2022/11/9,Japanese eagle ray (muscle),Cs-137,,3.9,Bq/kg-fresh
2022/11/9,Carcharhinus (muscle),Cs-137,,3.5,Bq/kg-fresh
2022/11/9,Flatfish (muscle),H-3:TFWT,0.069,,Bq/L
2022/11/9,Flatfish (muscle),H-3:TFWT,0.052,,Bq/kg-fresh
2022/11/9,Flatfish (muscle),H-3:OBT,,0.28,Bq/L
2022/11/9,Flatfish (muscle),H-3:OBT,,0.043,Bq/kg-fresh
2022/10/13,Common skete (muscle),Cs-134,,3.8,Bq/kg-fresh
2022/10/13,Flatfish (muscle),Cs-134,,3.0,Bq/kg-fresh
2022/10/13,Flatfish (muscle),Cs-134,,4.0,Bq/kg-fresh
2022/10/13,Black rockfish (muscle),Cs-134,,4.2,Bq/kg-fresh
2022/10/13,Red sea bream (muscle),Cs-134,,3.6,Bq/kg-fresh
2022/10/13,Common skete (muscle),Cs-137,,3.2,Bq/kg-fresh
2022/10/13,Flatfish (muscle),Cs-137,,3.2,Bq/kg-fresh
2022/10/13,Flatfish (muscle),Cs-137,,3.0,Bq/kg-fresh
2022/10/13,Black rockfish (muscle),Cs-137,,3.6,Bq/kg-fresh
2022/10/13,Red sea bream (muscle),Cs-137,,3.1,Bq/kg-fresh
2022/10/13,Flatfish (muscle),H-3:TFWT,0.13,,Bq/L
2022/10/13,Flatfish (muscle),H-3:TFWT,0.099,,Bq/kg-fresh
2022/10/13,Flatfish (muscle),H-3:OBT,,0.26,Bq/L
2022/10/13,Flatfish (muscle),H-3:OBT,,0.038,Bq/kg-fresh
2022/9/15,Common skete (muscle),Cs-134,,3.5,Bq/kg-fresh
2022/9/15,Flatfish (muscle),Cs-134,,3.6,Bq/kg-fresh
2022/9/15,Searobin (muscle),Cs-134,,3.5,Bq/kg-fresh
2022/9/15,Drumfish (muscle),Cs-134,,3.9,Bq/kg-fresh
2022/9/15,Common skete (muscle),Cs-137,,4.1,Bq/kg-fresh
2022/9/15,Flatfish (muscle),Cs-137,,3.1,Bq/kg-fresh
2022/9/15,Flatfish (muscle),Cs-137,,2.9,Bq/kg-fresh
2022/9/15,Searobin (muscle),Cs-137,,2.8,Bq/kg-fresh
2022/9/15,Drumfish (muscle),Cs-137,,3.9,Bq/kg-fresh
2022/8/30,Common skete (muscle),Cs-134,,3.7,Bq/kg-fresh
2022/8/30,Flatfish (muscle),Cs-134,,3.8,Bq/kg-fresh
2022/8/30,Flatfish (muscle),Cs-134,,3.4,Bq/kg-fresh
2022/8/30,Japanese angel shark  (muscle),Cs-134,,4.1,Bq/kg-fresh
2022/8/30,Searobin (muscle),Cs-134,,4.0,Bq/kg-fresh
2022/8/30,Blue crab (whole),Cs-134,,3.7,Bq/kg-fresh
2022/8/30,Common skete (muscle),Cs-137,,3.2,Bq/kg-fresh
2022/8/30,Flatfish (muscle),Cs-137,,2.6,Bq/kg-fresh
2022/8/30,Flatfish (muscle),Cs-137,,4.4,Bq/kg-fresh
2022/8/30,Japanese angel shark  (muscle),Cs-137,3.2,,Bq/kg-fresh
2022/8/30,Searobin (muscle),Cs-137,,3.4,Bq/kg-fresh
2022/8/30,Blue crab (whole),Cs-137,,3.9,Bq/kg-fresh
2022/7/21,Common skete (muscle),Cs-134,,3.8,Bq/kg-fresh
2022/7/21,Flatfish (muscle),Cs-134,,3.8,Bq/kg-fresh
2022/7/21,Flatfish (muscle),Cs-134,,3.5,Bq/kg-fresh
2022/7/21,Searobin (muscle),Cs-134,,4.0,Bq/kg-fresh
2022/7/21,Microstomus achne (muscle),Cs-134,,3.4,Bq/kg-fresh
2022/7/21,Red sea bream (muscle),Cs-134,,3.3,Bq/kg-fresh
2022/7/21,Crimson sea bream (muscle),Cs-134,,4.3,Bq/kg-fresh
2022/7/21,Common skete (muscle),Cs-137,,3.5,Bq/kg-fresh
2022/7/21,Flatfish (muscle),Cs-137,,3.1,Bq/kg-fresh
2022/7/21,Flatfish (muscle),Cs-137,,3.4,Bq/kg-fresh
2022/7/21,Searobin (muscle),Cs-137,,3.7,Bq/kg-fresh
2022/7/21,Microstomus achne (muscle),Cs-137,3.4,,Bq/kg-fresh
2022/7/21,Red sea bream (muscle),Cs-137,,3.7,Bq/kg-fresh
2022/7/21,Crimson sea bream (muscle),Cs-137,,4.0,Bq/kg-fresh
2022/6/30,Common skete (muscle),Cs-134,,3.5,Bq/kg-fresh
2022/6/30,Flatfish (muscle),Cs-134,,3.0,Bq/kg-fresh
2022/6/30,Flatfish (muscle),Cs-134,,3.7,Bq/kg-fresh
2022/6/30,Black rockfish (muscle),Cs-134,,3.7,Bq/kg-fresh
2022/6/30,Microstomus achne (muscle),Cs-134,,4.3,Bq/kg-fresh
2022/6/30,John dory (muscle),Cs-134,,3.5,Bq/kg-fresh
2022/6/30,Common skete (muscle),Cs-137,,3.5,Bq/kg-fresh
2022/6/30,Flatfish (muscle),Cs-137,,2.7,Bq/kg-fresh
2022/6/30,Flatfish (muscle),Cs-137,,3.4,Bq/kg-fresh
2022/6/30,Black rockfish (muscle),Cs-137,,3.8,Bq/kg-fresh
2022/6/30,Microstomus achne (muscle),Cs-137,,4.0,Bq/kg-fresh
2022/6/30,John dory (muscle),Cs-137,,4.4,Bq/kg-fresh
2022/5/31,Common skete (muscle),Cs-134,,3.3,Bq/kg-fresh
2022/5/31,Flatfish (muscle),Cs-134,,3.0,Bq/kg-fresh
2022/5/31,Flatfish (muscle),Cs-134,,4.1,Bq/kg-fresh
2022/5/31,Searobin (muscle),Cs-134,,3.4,Bq/kg-fresh
2022/5/31,Red sea bream (muscle),Cs-134,,2.7,Bq/kg-fresh
2022/5/31,Blue crab (whole),Cs-134,,3.8,Bq/kg-fresh
2022/5/31,Lepidotrigla microptena (muscle),Cs-134,,3.6,Bq/kg-fresh
2022/5/31,Yellow goosefish (whole),Cs-134,,3.0,Bq/kg-fresh
2022/5/31,Common skete (muscle),Cs-137,,3.5,Bq/kg-fresh
2022/5/31,Flatfish (muscle),Cs-137,,2.9,Bq/kg-fresh
2022/5/31,Flatfish (muscle),Cs-137,,4.5,Bq/kg-fresh
2022/5/31,Searobin (muscle),Cs-137,,4.0,Bq/kg-fresh
2022/5/31,Red sea bream (muscle),Cs-137,,3.8,Bq/kg-fresh
2022/5/31,Blue crab (whole),Cs-137,,3.8,Bq/kg-fresh
2022/5/31,Lepidotrigla microptena (muscle),Cs-137,,3.7,Bq/kg-fresh
2022/5/31,Yellow goosefish (whole),Cs-137,,3.7,Bq/kg-fresh
2022/3/25,Common skete (muscle),Cs-134,,3.3,Bq/kg-fresh
2022/3/25,Roundnose flounder (muscle),Cs-134,,4.0,Bq/kg-fresh
2022/3/25,Black rockfish (muscle),Cs-134,,3.8,Bq/kg-fresh
2022/3/25,Microstomus achne (muscle),Cs-134,,3.2,Bq/kg-fresh
2022/3/25,Sea raven (muscle),Cs-134,,3.7,Bq/kg-fresh
2022/3/25,Common skete (muscle),Cs-137,3.8,,Bq/kg-fresh
2022/3/25,Roundnose flounder (muscle),Cs-137,,3.5,Bq/kg-fresh
2022/3/25,Black rockfish (muscle),Cs-137,,4.1,Bq/kg-fresh
2022/3/25,Microstomus achne (muscle),Cs-137,,4.0,Bq/kg-fresh
2022/3/25,Sea raven (muscle),Cs-137,,3.7,Bq/kg-fresh
2022/2/25,Stone flounder (muscle),Cs-134,,3.5,Bq/kg-fresh
2022/2/25,Common skete (muscle),Cs-134,,3.7,Bq/kg-fresh
2022/2/25,Flatfish (muscle),Cs-134,,3.3,Bq/kg-fresh
2022/2/25,Marbled sole (muscle),Cs-134,,3.5,Bq/kg-fresh
2022/2/25,Roundnose flounder (muscle),Cs-134,,3.5,Bq/kg-fresh
2022/2/25,Black rockfish (muscle),Cs-134,,3.8,Bq/kg-fresh
2022/2/25,Lepidotrigla microptena (muscle),Cs-134,,3.2,Bq/kg-fresh
2022/2/25,Stone flounder (muscle),Cs-137,,4.2,Bq/kg-fresh
2022/2/25,Common skete (muscle),Cs-137,,3.3,Bq/kg-fresh
2022/2/25,Flatfish (muscle),Cs-137,,3.6,Bq/kg-fresh
2022/2/25,Marbled sole (muscle),Cs-137,7.3,,Bq/kg-fresh
2022/2/25,Roundnose flounder (muscle),Cs-137,,3.9,Bq/kg-fresh
2022/2/25,Black rockfish (muscle),Cs-137,2.9,,Bq/kg-fresh
2022/2/25,Lepidotrigla microptena (muscle),Cs-137,2.9,,Bq/kg-fresh
2022/1/28,Common skete (muscle),Cs-134,,4.1,Bq/kg-fresh
2022/1/28,Flatfish (muscle),Cs-134,,4.0,Bq/kg-fresh
2022/1/28,Marbled sole (muscle),Cs-134,,3.0,Bq/kg-fresh
2022/1/28,Roundnose flounder (muscle),Cs-134,,4.1,Bq/kg-fresh
2022/1/28,Red sea bream (muscle),Cs-134,,3.6,Bq/kg-fresh
2022/1/28,Black sea bream (muscle),Cs-134,,3.9,Bq/kg-fresh
2022/1/28,Common skete (muscle),Cs-137,,3.5,Bq/kg-fresh
2022/1/28,Flatfish (muscle),Cs-137,,3.8,Bq/kg-fresh
2022/1/28,Marbled sole (muscle),Cs-137,,3.1,Bq/kg-fresh
2022/1/28,Roundnose flounder (muscle),Cs-137,,4.5,Bq/kg-fresh
2022/1/28,Red sea bream (muscle),Cs-137,,3.2,Bq/kg-fresh
2022/1/28,Black sea bream (muscle),Cs-137,,3.7,Bq/kg-fresh
2021/12/17,Common skete (muscle),Cs-134,,3.5,Bq/kg-fresh
2021/12/17,Flatfish (muscle),Cs-134,,3.4,Bq/kg-fresh
2021/12/17,Marbled sole (muscle),Cs-134,,3.1,Bq/kg-fresh
2021/12/17,Japanese angel shark  (muscle),Cs-134,,3.3,Bq/kg-fresh
2021/12/17,Searobin (muscle),Cs-134,,3.2,Bq/kg-fresh
2021/12/17,Microstomus achne (muscle),Cs-134,,3.8,Bq/kg-fresh
2021/12/17,Common skete (muscle),Cs-137,,4.4,Bq/kg-fresh
2021/12/17,Flatfish (muscle),Cs-137,,3.2,Bq/kg-fresh
2021/12/17,Marbled sole (muscle),Cs-137,,3.8,Bq/kg-fresh
2021/12/17,Japanese angel shark  (muscle),Cs-137,,3.7,Bq/kg-fresh
2021/12/17,Searobin (muscle),Cs-137,,3.3,Bq/kg-fresh
2021/12/17,Microstomus achne (muscle),Cs-137,,3.3,Bq/kg-fresh
2021/11/19,Common skete (muscle),Cs-134,,3.8,Bq/kg-fresh
2021/11/19,Flatfish (muscle),Cs-134,,4.1,Bq/kg-fresh
2021/11/19,Smooth dogfish (muscle),Cs-134,,4.2,Bq/kg-fresh
2021/11/19,Searobin (muscle),Cs-134,,4.2,Bq/kg-fresh
2021/11/19,Stingray (muscle),Cs-134,,3.4,Bq/kg-fresh
2021/11/19,Common skete (muscle),Cs-137,,3.5,Bq/kg-fresh
2021/11/19,Flatfish (muscle),Cs-137,,4.2,Bq/kg-fresh
2021/11/19,Smooth dogfish (muscle),Cs-137,,2.9,Bq/kg-fresh
2021/11/19,Searobin (muscle),Cs-137,3.2,,Bq/kg-fresh
2021/11/19,Stingray (muscle),Cs-137,,3.9,Bq/kg-fresh
2021/9/22,Common skete (muscle),Cs-134,,3.4,Bq/kg-fresh
2021/9/22,Japanese angel shark  (muscle),Cs-134,,3.2,Bq/kg-fresh
2021/9/22,Searobin (muscle),Cs-134,,3.5,Bq/kg-fresh
2021/9/22,Red sea bream (muscle),Cs-134,,3.5,Bq/kg-fresh
2021/9/22,Blue crab (whole),Cs-134,,3.8,Bq/kg-fresh
2021/9/22,Common skete (muscle),Cs-137,,4.0,Bq/kg-fresh
2021/9/22,Japanese angel shark  (muscle),Cs-137,,3.6,Bq/kg-fresh
2021/9/22,Searobin (muscle),Cs-137,,3.2,Bq/kg-fresh
2021/9/22,Red sea bream (muscle),Cs-137,,3.8,Bq/kg-fresh
2021/9/22,Blue crab (whole),Cs-137,,3.4,Bq/kg-fresh
2021/8/31,Common skete (muscle),Cs-134,,3.4,Bq/kg-fresh
2021/8/31,Flathead (muscle),Cs-134,,3.2,Bq/kg-fresh
2021/8/31,Japanese angel shark  (muscle),Cs-134,,3.7,Bq/kg-fresh
2021/8/31,Searobin (muscle),Cs-134,,3.7,Bq/kg-fresh
2021/8/31,White croaker (muscle),Cs-134,,3.7,Bq/kg-fresh
2021/8/31,Blue crab (whole),Cs-134,,4.6,Bq/kg-fresh
2021/8/31,Common skete (muscle),Cs-137,,3.3,Bq/kg-fresh
2021/8/31,Flathead (muscle),Cs-137,,4.1,Bq/kg-fresh
2021/8/31,Japanese angel shark  (muscle),Cs-137,,3.9,Bq/kg-fresh
2021/8/31,Searobin (muscle),Cs-137,,2.9,Bq/kg-fresh
2021/8/31,White croaker (muscle),Cs-137,,3.4,Bq/kg-fresh
2021/8/31,Blue crab (whole),Cs-137,,3.8,Bq/kg-fresh
2021/8/3,Common skete (muscle),Cs-134,,3.4,Bq/kg-fresh
2021/8/3,Flatfish (muscle),Cs-134,,3.8,Bq/kg-fresh
2021/8/3,Flatfish (muscle),Cs-134,,3.2,Bq/kg-fresh
2021/8/3,Searobin (muscle),Cs-134,,3.5,Bq/kg-fresh
2021/8/3,Red sea bream (muscle),Cs-134,,3.1,Bq/kg-fresh
2021/8/3,Common skete (muscle),Cs-137,,3.9,Bq/kg-fresh
2021/8/3,Flatfish (muscle),Cs-137,,3.9,Bq/kg-fresh
2021/8/3,Flatfish (muscle),Cs-137,,4.0,Bq/kg-fresh
2021/8/3,Searobin (muscle),Cs-137,,2.9,Bq/kg-fresh
2021/8/3,Red sea bream (muscle),Cs-137,,3.8,Bq/kg-fresh
2021/6/24,Stone flounder (muscle),Cs-134,,2.7,Bq/kg-fresh
2021/6/24,Common skete (muscle),Cs-134,,3.2,Bq/kg-fresh
2021/6/24,Flatfish (muscle),Cs-134,,2.6,Bq/kg-fresh
2021/6/24,Flatfish (muscle),Cs-134,,3.7,Bq/kg-fresh
2021/6/24,Roundnose flounder (muscle),Cs-134,,4.0,Bq/kg-fresh
2021/6/24,Searobin (muscle),Cs-134,,3.9,Bq/kg-fresh
2021/6/24,Pitted stingray (muscle),Cs-134,,3.9,Bq/kg-fresh
2021/6/24,Stingray (muscle),Cs-134,,3.2,Bq/kg-fresh
2021/6/24,Lepidotrigla microptena (muscle),Cs-134,,3.6,Bq/kg-fresh
2021/6/24,Stone flounder (muscle),Cs-137,,4.0,Bq/kg-fresh
2021/6/24,Common skete (muscle),Cs-137,,3.6,Bq/kg-fresh
2021/6/24,Flatfish (muscle),Cs-137,,3.5,Bq/kg-fresh
2021/6/24,Flatfish (muscle),Cs-137,,2.9,Bq/kg-fresh
2021/6/24,Roundnose flounder (muscle),Cs-137,,3.8,Bq/kg-fresh
2021/6/24,Searobin (muscle),Cs-137,,4.0,Bq/kg-fresh
2021/6/24,Pitted stingray (muscle),Cs-137,,3.9,Bq/kg-fresh
2021/6/24,Stingray (muscle),Cs-137,4.2,,Bq/kg-fresh
2021/6/24,Lepidotrigla microptena (muscle),Cs-137,,2.9,Bq/kg-fresh
2021/5/26,Stone flounder (muscle),Cs-134,,3.6,Bq/kg-fresh
2021/5/26,Common skete (muscle),Cs-134,,4.2,Bq/kg-fresh
2021/5/26,Flatfish (muscle),Cs-134,,3.9,Bq/kg-fresh
2021/5/26,Japanese angel shark  (muscle),Cs-134,,4.2,Bq/kg-fresh
2021/5/26,Searobin (muscle),Cs-134,,3.0,Bq/kg-fresh
2021/5/26,Chub mackerel (muscle),Cs-134,,3.5,Bq/kg-fresh
2021/5/26,Stone flounder (muscle),Cs-137,,3.8,Bq/kg-fresh
2021/5/26,Common skete (muscle),Cs-137,4.3,,Bq/kg-fresh
2021/5/26,Flatfish (muscle),Cs-137,,3.9,Bq/kg-fresh
2021/5/26,Japanese angel shark  (muscle),Cs-137,,3.9,Bq/kg-fresh
2021/5/26,Searobin (muscle),Cs-137,,3.5,Bq/kg-fresh
2021/5/26,Chub mackerel (muscle),Cs-137,,3.4,Bq/kg-fresh
2021/3/9,Stone flounder (muscle),Cs-134,,3.5,Bq/kg-fresh
2021/3/9,Common skete (muscle),Cs-134,,3.5,Bq/kg-fresh
2021/3/9,Flatfish (muscle),Cs-134,,3.9,Bq/kg-fresh
2021/3/9,Smooth dogfish (muscle),Cs-134,,3.4,Bq/kg-fresh
2021/3/9,Marbled sole (muscle),Cs-134,,3.9,Bq/kg-fresh
2021/3/9,Flathead (muscle),Cs-134,,3.9,Bq/kg-fresh
2021/3/9,Roundnose flounder (muscle),Cs-134,,3.6,Bq/kg-fresh
2021/3/9,Stone flounder (muscle),Cs-137,,3.3,Bq/kg-fresh
2021/3/9,Common skete (muscle),Cs-137,,3.4,Bq/kg-fresh
2021/3/9,Flatfish (muscle),Cs-137,,4.1,Bq/kg-fresh
2021/3/9,Smooth dogfish (muscle),Cs-137,5.1,,Bq/kg-fresh
2021/3/9,Marbled sole (muscle),Cs-137,,3.4,Bq/kg-fresh
2021/3/9,Flathead (muscle),Cs-137,,3.6,Bq/kg-fresh
2021/3/9,Roundnose flounder (muscle),Cs-137,,3.7,Bq/kg-fresh
